trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
25,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed
61,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,191,191,0,195,0,0,0,0,383,1146,0,192,191,383,0,0,0,0.0,1.964102564102564,0.0,0.0,0.0,0.0,collision_intent:191;state:191;target:1,48,97,0.0038461538461538325,completed
97,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,73,73,0,77,0,0,0,0,147,438,0,74,73,147,0,0,0,0.0,1.9090909090909092,0.0,0.0,0.0,0.0,collision_intent:73;state:73;target:1,19,39,0.009740259740259827,completed
133,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,220,38,182,207,17,5,6,4,1342,4023,0,227,1115,459,883,1266,883,0.0,6.483091787439614,6.956043956043956,4.013636363636364,4.851648351648351,4.265700483091788,cbaa_entry:883;clue:12;collision_intent:226;state:220;target:1,56,349,0.0253623188405796,completed
169,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,82,0,82,84,2,3,1,1,595,1781,0,85,510,175,420,595,420,0.0,7.083333333333333,7.2560975609756095,5.121951219512195,5.121951219512195,5.0,cbaa_entry:420;clue:8;collision_intent:84;state:82;target:1,21,150,0.023809523809523725,completed
205,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,7,0,7,11,0,0,0,0,40,117,0,9,31,20,20,40,20,0.0,3.6363636363636362,5.714285714285714,2.857142857142857,2.857142857142857,1.8181818181818181,cbaa_entry:20;clue:4;collision_intent:8;state:7;target:1,2,13,0.06818181818181812,completed
241,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,169,3,166,164,9,2,2,2,1206,3616,0,173,1033,354,852,1199,852,0.0,7.353658536585366,7.22289156626506,5.041420118343195,5.132530120481928,5.195121951219512,cbaa_entry:852;clue:12;collision_intent:172;state:169;target:1,43,311,0.012195121951219523,completed
277,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,161,42,119,159,6,5,9,2,913,2735,0,172,741,349,564,829,564,0.0,5.7421383647798745,6.966386554621849,3.5031055900621118,4.739495798319328,3.547169811320755,cbaa_entry:564;clue:16;collision_intent:171;state:161;target:1,41,233,0.020440251572326984,completed
313,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,135,68,67,130,9,6,1,1,619,1855,0,137,482,284,335,483,335,0.0,4.7615384615384615,7.208955223880597,2.4814814814814814,5.0,2.576923076923077,cbaa_entry:335;clue:12;collision_intent:136;state:135;target:1,34,161,0.019230769230769162,completed
349,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,154,108,46,152,6,4,0,0,528,1581,0,155,373,317,211,312,211,0.0,3.473684210526316,6.782608695652174,1.37012987012987,4.586956521739131,1.388157894736842,cbaa_entry:211;clue:8;collision_intent:154;state:154;target:1,39,137,0.019736842105263053,completed
385,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,343,114,229,297,50,6,0,0,1814,5441,0,344,1470,699,1115,1584,1115,0.0,6.107744107744108,6.91703056768559,3.250728862973761,4.868995633187773,3.7542087542087543,cbaa_entry:1115;clue:12;collision_intent:343;state:343;target:1,86,459,0.04797979797979801,completed
421,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,207,6,201,182,29,10,4,4,1329,3983,0,212,1117,423,906,1317,906,0.0,7.302197802197802,6.552238805970149,4.3768115942028984,4.507462686567164,4.978021978021978,cbaa_entry:906;clue:4;collision_intent:211;state:207;target:1,52,339,0.06318681318681318,completed
457,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.1,36,,,cbaa_topk_10,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,97,3,94,77,24,5,6,4,670,2006,0,105,565,210,460,663,460,0.0,8.7012987012987,7.053191489361702,4.742268041237113,4.8936170212765955,5.974025974025974,cbaa_entry:460;clue:8;collision_intent:104;state:97;target:1,25,178,0.0941558441558441,completed
