trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
23,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,2,13,"(16,5);(10,7);(2,15);(15,10)",03,2,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,5);01:(2,13);02:(3,13);03:(1,15)",00:0;01:0;02:0;03:1,01,completed
59,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,3,"(4,1);(14,3);(12,8);(9,4)",01,12,8,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,3);01:(9,11);02:(7,9);03:(2,17)",00:0;01:1;02:0;03:0,00,completed
95,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,3,4,"(8,14);(4,2);(0,1);(1,11)",00,0,1,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,4);01:(14,4);02:(9,5);03:(11,17)",00:1;01:1;02:1;03:1,00,completed
131,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,18,16,"(4,6);(16,15);(6,5);(17,14)",03,16,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,3);01:(14,13);02:(18,16);03:(13,13)",00:0;01:0;02:0;03:2,02,completed
167,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,4,"(14,5);(7,0);(17,14);(5,1)",00,7,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,10);01:(12,4);02:(10,4);03:(12,6)",00:1;01:1;02:0;03:0,01,completed
203,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,18,"(3,18);(12,17);(17,8);(3,12)",02,3,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,1);01:(7,18);02:(1,18);03:(1,17)",00:0;01:0;02:2;03:0,02,completed
239,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,11,"(12,1);(10,12);(15,8);(5,10)",02,10,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,7);01:(18,10);02:(8,17);03:(1,11)",00:2;01:0;02:1;03:1,03,completed
275,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,5,2,"(5,11);(18,12);(2,6);(8,1)",02,18,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,2);01:(5,2);02:(5,4);03:(13,5)",00:0;01:1;02:2;03:0,01,completed
311,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,18,13,"(12,7);(0,11);(4,7);(15,1)",01,4,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,2);01:(17,7);02:(18,9);03:(18,13)",00:0;01:3;02:0;03:1,03,completed
347,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,15,4,"(8,0);(4,18);(10,14);(15,5)",00,8,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,7);01:(15,4);02:(0,1);03:(0,4)",00:2;01:0;02:0;03:1,01,completed
