trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,host_trial_runtime_ms,robot_id,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,allocator_time_pct,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,allocator_host_runtime_pct,trial_status
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,265.306066,00,66,61.97879900000002,0.9390727121212125,0.954844,1.419211,1.562373,54.70419199999999,0.8288513939393938,0.839968,1.180436,1.295695,23.361244593630975,66,7.274607,0.11022131818181817,0.113132,0.220792,0.266678,23.361244593630975,completed
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,265.306066,01,59,47.92873799999999,0.8123514915254235,0.658344,1.526311,1.575109,43.37275100000001,0.7351313728813561,0.61425,1.257936,1.346414,18.06545124377216,59,4.555987,0.0772201186440678,0.049438,0.228695,0.307989,18.06545124377216,completed
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,265.306066,02,51,45.10563500000001,0.8844242156862746,0.861567,1.430058,1.648739,39.73223799999999,0.7790634901960782,0.755299,1.201971,1.377741,17.00135834813517,51,5.373397000000001,0.1053607254901961,0.110907,0.243318,0.270998,17.00135834813517,completed
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,265.306066,03,41,39.613458,0.9661819024390245,0.996123,1.522855,1.732095,35.305429,0.8611080243902438,0.895743,1.245169,1.442794,14.931229653829325,41,4.308029,0.10507387804878049,0.09542,0.236823,0.336563,14.931229653829325,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,337.452647,00,77,72.50483899999999,0.9416212857142856,0.721573,1.403115,16.7931,66.99630900000001,0.8700819350649353,0.670343,1.159188,16.749869,21.485929846625265,77,5.50853,0.07153935064935066,0.05123,0.2206,0.302901,21.485929846625265,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,337.452647,01,44,50.975339000000005,1.158530431818182,0.767475,1.371661,16.268799,47.09459000000001,1.0703315909090911,0.713669,1.130038,16.238752,15.105923587554493,44,3.880749,0.0881988409090909,0.058333499999999996,0.238103,0.246967,15.105923587554493,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,337.452647,02,67,64.28341499999999,0.9594539552238804,0.692262,1.371533,16.493207,59.50753300000001,0.8881721343283584,0.654375,1.161141,16.480535,19.04961053691186,67,4.775881999999999,0.07128182089552237,0.029119,0.227863,0.256727,19.04961053691186,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,337.452647,03,77,52.51975999999999,0.6820748051948051,0.556011,1.317295,1.48452,48.41469500000001,0.6287622727272728,0.534827,1.112343,1.239249,15.563594023311953,77,4.105065000000001,0.053312532467532474,0.021375,0.221112,0.245271,15.563594023311953,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,231.755388,00,55,41.27125400000001,0.7503864363636366,0.655527,1.37438,1.547079,37.68351499999999,0.685154818181818,0.626312,1.165747,1.289617,17.808109816199835,55,3.587739,0.06523161818181818,0.029215,0.227191,0.257462,17.808109816199835,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,231.755388,01,45,35.189343,0.7819854,0.719717,1.382061,1.835259,31.427150000000005,0.6983811111111112,0.667815,1.217459,1.281968,15.18382951252033,45,3.762193,0.08360428888888889,0.047614,0.237911,0.553291,15.18382951252033,completed
