trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,276,82,194,230,50,0,3,1,1129,3381,0,324,805,604,525,964,525,0.0,4.908695652173913,4.969072164948454,1.9021739130434783,2.7061855670103094,2.282608695652174,acbba_entry:525;clue:4;collision_intent:323;state:276;target:1,81,306,0.07826086956521738,completed,728,1250.382741,18.111859,491.4997460000001,16.980639,647,758.882995,17.163437
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,177,137,40,173,8,2,1,1,462,1384,0,186,276,371,91,188,91,0.0,2.6705202312138727,4.7,0.5141242937853108,2.275,0.5260115606936416,acbba_entry:91;clue:8;collision_intent:185;state:177;target:1,55,131,0.056358381502890076,completed,321,287.7676839999999,17.600522,65.366472,16.419059,186,222.40121199999993,13.128803
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,64,7,57,60,8,1,0,0,320,955,0,82,238,154,166,305,166,0.0,5.333333333333333,5.350877192982456,2.59375,2.912280701754386,2.7666666666666666,acbba_entry:166;clue:8;collision_intent:81;state:64;target:1,21,89,0.1416666666666666,completed,138,256.25481199999996,2.194144,47.333486,0.59246,131,208.92132599999997,1.920397
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,154,94,60,144,14,0,1,1,516,1546,0,176,340,342,174,328,174,0.0,3.5833333333333335,5.466666666666667,1.12987012987013,2.9,1.2083333333333333,acbba_entry:174;clue:12;collision_intent:175;state:154;target:1,44,134,0.08333333333333326,completed,242,279.798066,17.868954,56.21982400000001,0.537607,150,223.578242,17.463549
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,37,29,8,41,0,0,0,0,95,282,0,39,56,80,15,37,15,0.0,2.317073170731707,4.625,0.40540540540540543,1.875,0.36585365853658536,acbba_entry:15;clue:4;collision_intent:38;state:37;target:1,10,25,0.018292682926829285,completed,36,18.222421,2.042645,3.87238,0.401789,9,14.350041000000001,1.640856
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,366,41,325,296,74,4,2,2,1562,4683,0,462,1100,844,718,1480,718,0.0,5.277027027027027,4.553846153846154,1.9617486338797814,2.209230769230769,2.425675675675676,acbba_entry:718;clue:16;collision_intent:461;state:366;target:1,112,425,0.1182432432432432,completed,1191,2237.913893,18.083168,860.361179,17.150781,1152,1377.5527140000002,17.64785
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,59,11,48,54,9,0,0,0,269,804,0,74,195,141,128,247,128,0.0,4.981481481481482,5.145833333333333,2.169491525423729,2.6666666666666665,2.3703703703703702,acbba_entry:128;clue:8;collision_intent:73;state:59;target:1,18,70,0.13888888888888884,completed,123,250.08467799999997,17.972117,35.916031000000004,0.48093,114,214.16864700000005,17.69546
18,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,286,49,237,236,54,1,2,2,1159,3472,0,354,805,656,503,1061,503,0.0,4.911016949152542,4.476793248945148,1.7587412587412588,2.1223628691983123,2.1313559322033897,acbba_entry:503;clue:16;collision_intent:353;state:286;target:1,87,315,0.06144067796610164,completed,866,1621.7035250000001,21.855526,544.726992,16.562735,819,1076.9765329999998,21.045163
19,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,90,22,68,93,1,0,0,0,389,1165,0,110,279,208,181,345,181,0.0,4.182795698924731,5.073529411764706,2.011111111111111,2.661764705882353,1.946236559139785,acbba_entry:181;clue:8;collision_intent:109;state:90;target:1,29,108,0.14247311827957,completed,258,529.827794,18.07647,80.508159,0.588329,238,449.319635,17.633398
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,40,40,0,44,0,0,0,0,81,239,0,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,completed,38,1.343363,0.143499,1.343363,0.143499,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,54,4,50,57,1,2,0,0,152,452,0,59,93,121,31,144,31,0.0,2.6666666666666665,2.88,0.5740740740740741,0.62,0.543859649122807,acbba_entry:31;clue:8;collision_intent:58;state:54;target:1,23,58,0.3377192982456141,completed,147,257.39432700000003,2.133145,33.03796000000001,0.368539,143,224.35636700000003,1.904969
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,179,5,174,158,25,1,2,2,812,2433,0,224,588,411,401,801,401,0.0,5.139240506329114,4.603448275862069,2.2402234636871508,2.3045977011494254,2.537974683544304,acbba_entry:401;clue:8;collision_intent:223;state:179;target:1,53,213,0.10443037974683533,completed,663,1584.8999830000007,53.764653,375.9070499999999,16.38687,657,1208.9929329999998,53.259848
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,44,20,24,46,2,0,1,1,160,479,0,51,109,99,61,120,61,0.0,3.4782608695652173,5.0,1.3863636363636365,2.5416666666666665,1.326086956521739,acbba_entry:61;clue:4;collision_intent:50;state:44;target:1,15,47,0.13043478260869557,completed,91,184.07766400000003,25.964735,37.027314,16.465014,73,147.05035,25.668234
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,161,31,130,122,43,0,5,3,681,2041,0,200,481,369,312,618,312,0.0,5.581967213114754,4.753846153846154,1.937888198757764,2.4,2.557377049180328,acbba_entry:312;clue:8;collision_intent:199;state:161;target:1,53,189,0.10655737704918034,completed,398,690.0635659999999,3.676583,165.31555299999997,0.706899,368,524.7480129999999,3.446037
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed,53,1.702332,0.096167,1.702332,0.096167,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,57,57,0,61,0,0,0,0,115,343,0,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,completed,55,1.783965,0.095559,1.783965,0.095559,0,0.0,0.0
27,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,96,96,0,100,0,0,0,0,193,577,0,97,96,193,0,0,0,0.0,1.93,0.0,0.0,0.0,0.0,collision_intent:96;state:96;target:1,24,49,0.0,completed,94,2.817799,0.094151,2.817799,0.094151,0,0.0,0.0
28,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,16,0,20,0,0,0,0,33,95,0,17,16,33,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,completed,14,0.566505,0.097159,0.566505,0.097159,0,0.0,0.0
29,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,167,62,105,148,23,0,0,0,602,1803,0,192,410,367,235,477,235,0.0,4.0675675675675675,4.542857142857143,1.407185628742515,2.238095238095238,1.587837837837838,acbba_entry:235;clue:8;collision_intent:191;state:167;target:1,46,159,0.060810810810810745,completed,392,567.502262,2.022895,137.837153,0.648814,331,429.665109,1.729755
30,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,399,252,147,336,67,3,0,0,1222,3662,0,442,780,857,365,718,365,0.0,3.636904761904762,4.884353741496598,0.9147869674185464,2.4829931972789114,1.0863095238095237,acbba_entry:365;clue:16;collision_intent:441;state:399;target:1,115,325,0.059523809523809534,completed,674,502.25300599999997,1.385698,237.70688099999995,0.878494,435,264.54612499999996,0.905121
31,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,392,28,364,308,88,6,7,5,1683,5048,0,485,1198,893,790,1627,790,0.0,5.464285714285714,4.46978021978022,2.0153061224489797,2.17032967032967,2.564935064935065,acbba_entry:790;clue:16;collision_intent:484;state:392;target:1,141,490,0.1655844155844155,completed,1354,2861.159678000001,46.241935,1311.4723390000004,45.351216,1328,1549.6873390000005,21.460451
32,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,335,133,202,245,94,2,10,10,1110,3327,0,382,728,725,385,844,385,0.0,4.530612244897959,4.178217821782178,1.1492537313432836,1.9059405940594059,1.5714285714285714,acbba_entry:385;clue:8;collision_intent:381;state:335;target:1,100,303,0.09081632653061233,completed,662,767.3328530000001,17.528459,222.93615,1.096205,531,544.3967030000001,16.970149
33,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,21,0,21,25,0,0,0,0,121,358,0,29,92,58,63,121,63,0.0,4.84,5.761904761904762,3.0,3.0,2.52,acbba_entry:63;clue:8;collision_intent:28;state:21;target:1,7,32,0.09000000000000008,completed,45,86.935646,2.116244,12.428265999999999,0.384635,45,74.50738,1.790077
34,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,157,97,60,152,9,0,1,1,441,1319,0,171,270,332,109,247,109,0.0,2.901315789473684,4.116666666666666,0.6942675159235668,1.8166666666666667,0.7171052631578947,acbba_entry:109;clue:4;collision_intent:170;state:157;target:1,61,148,0.1546052631578947,completed,449,647.37732,49.798743,105.84707799999998,4.341712,353,541.530242,49.480577
35,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,69,39,30,72,1,0,0,0,241,718,0,79,162,156,85,162,85,0.0,3.3472222222222223,5.4,1.2318840579710144,2.8333333333333335,1.1805555555555556,acbba_entry:85;clue:8;collision_intent:78;state:69;target:1,18,62,0.02083333333333326,completed,110,131.13771,3.839243,20.524851,0.414878,72,110.612859,3.604923
36,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,6,6,0,10,0,0,0,0,13,35,0,7,6,13,0,0,0,0.0,1.3,0.0,0.0,0.0,0.0,collision_intent:6;state:6;target:1,2,5,0.10000000000000009,completed,6,0.331127,0.104167,0.331127,0.104167,0,0.0,0.0
37,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_acbba_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,257,78,179,216,45,4,7,6,1043,3123,0,312,731,581,462,886,462,0.0,4.828703703703703,4.949720670391062,1.7976653696498055,2.5810055865921786,2.138888888888889,acbba_entry:462;clue:12;collision_intent:311;state:257;target:1,72,273,0.03703703703703698,completed,533,809.6452040000001,3.954579,278.0854489999999,1.262872,456,531.559755,3.191518
