trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,trial_mode,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,host_trial_runtime_ms,robot_id,allocator_calls,allocator_calls_pre_clue,allocator_calls_post_clue,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_time_pct,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_max,allocator_time_ms_pre_clue_total,allocator_time_ms_post_clue_total,allocator_host_runtime_pct,trial_status,target_cells_per_robot,actual_cells_per_robot,failure_type,failure_message
0,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2609.230901,00,67,23,44,299.373242,4.468257343283582,4.060241,7.463323,33.102318,11.47362013401205,44,101.679095,2.310888522727273,4.065106,0.88594,298.487302,11.47362013401205,completed,,,,
0,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2609.230901,01,88,22,66,506.2888239999999,5.75328209090909,3.8569815,21.835728,34.559236,19.403757015370406,66,149.849059,2.270440287878788,4.590481,0.931764,505.3570599999999,19.403757015370406,completed,,,,
0,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2609.230901,02,81,23,58,458.13514799999996,5.655989481481481,4.500075,23.799558,33.763445,17.55824476187284,58,140.70665499999998,2.425976810344827,4.580176,1.032604,457.1025439999999,17.55824476187284,completed,,,,
0,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2609.230901,03,76,20,56,411.043073,5.408461486842105,4.4472885,13.579719,34.59351,15.753418865400752,56,140.31096,2.505552857142857,4.734105,0.909558,410.133515,15.753418865400752,completed,,,,
1,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,747.015835,00,20,14,6,104.605478,5.2302739,0.0375385,33.549993,33.59342,14.003113869734769,6,25.966851999999996,4.327808666666666,4.404805,0.5445439999999999,104.060934,14.003113869734769,completed,,,,
1,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,747.015835,01,20,13,7,162.455412,8.122770599999999,0.042258000000000004,33.987171,34.192495,21.747251448826383,7,30.944560000000003,4.420651428571429,4.77494,0.545474,161.909938,21.747251448826383,completed,,,,
1,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,747.015835,02,23,13,10,205.758046,8.946002,0.042402,34.114731,34.343864,27.54400059002765,9,41.613351,4.623705666666667,4.923492,0.702376,205.05567,27.54400059002765,completed,,,,
1,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,747.015835,03,19,11,8,135.523954,7.132839684210526,0.039554,34.760241,34.760241,18.142045676983543,8,37.678014000000005,4.709751750000001,4.912067,0.437402,135.086552,18.142045676983543,completed,,,,
2,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,1607.072648,00,43,25,18,409.41354400000006,9.521245209302327,0.038882,40.160947,41.020422,25.475733440520855,18,169.863245,9.436846944444445,11.304416,0.936886,408.4766580000001,25.475733440520855,completed,,,,
2,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,1607.072648,01,40,24,16,437.526122,10.93815305,0.0431705,41.161454,42.477532,27.225036935604663,16,159.36287800000002,9.960179875000001,11.666646,1.133567,436.392555,27.225036935604663,completed,,,,
2,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,1607.072648,02,36,24,12,256.270715,7.118630972222222,0.040131,40.883518,40.984611,15.946430008558018,11,106.959891,9.723626454545455,11.607506,0.977273,255.29344200000003,15.946430008558018,completed,,,,
2,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,1607.072648,03,36,23,13,249.818619,6.939406083333334,0.037747,41.287317,41.654251,15.544948718460175,13,126.258127,9.712163615384615,12.016906,0.8682099999999998,248.95040900000004,15.544948718460175,completed,,,,
3,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2093.578909,00,43,17,26,476.639943,11.084649837209303,15.009308,36.506682,37.778949,22.766753187615343,26,181.78936299999998,6.991898576923076,8.389715,0.730284,475.90965900000003,22.766753187615343,completed,,,,
3,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2093.578909,01,38,17,21,275.79379200000005,7.257731368421054,9.285288000000001,37.033432,38.056341,13.173317270937414,21,140.334839,6.68261138095238,8.481176,0.6940849999999998,275.09970699999997,13.173317270937414,completed,,,,
3,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2093.578909,02,39,17,22,423.571416,10.860805538461538,9.514934,37.873771,38.42065,20.231929839335233,22,161.64025999999998,7.347284545454545,8.581726,0.7044919999999999,422.866924,20.231929839335233,completed,,,,
3,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,clue_search,19,361,4,0.5,181,181,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,2093.578909,03,40,15,25,488.03095499999995,12.200773875,15.525066500000001,37.359084,38.3762,23.310845982543285,25,175.20263199999997,7.008105279999999,8.800459,0.7002339999999999,487.3307209999999,23.310845982543285,completed,,,,
