trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,23,4,1,18,6,0,0,0,0,0.0,0,0,58,48,10,357,0,66,61.97879900000002,0.9390727121212125,0.954844,1.419211,1.562373,54.70419199999999,0.8288513939393938,0.839968,1.180436,1.295695,66,7.274607,0.11022131818181817,0.113132,0.220792,0.266678,completed
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,32,13,0,33,0,1,0,0,0,0.0,0,0,100,66,34,314,0,59,47.92873799999999,0.8123514915254235,0.658344,1.526311,1.575109,43.37275100000001,0.7351313728813561,0.61425,1.257936,1.346414,59,4.555987,0.0772201186440678,0.049438,0.228695,0.307989,completed
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,36,14,0,37,0,1,0,0,0,0.0,0,0,111,76,35,303,0,51,45.10563500000001,0.8844242156862746,0.861567,1.430058,1.648739,39.73223799999999,0.7790634901960782,0.755299,1.201971,1.377741,51,5.373397000000001,0.1053607254901961,0.110907,0.243318,0.270998,completed
0,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,47,19,0,48,0,0,0,0,0,0.0,0,0,146,96,50,268,0,41,39.613458,0.9661819024390245,0.996123,1.522855,1.732095,35.305429,0.8611080243902438,0.895743,1.245169,1.442794,41,4.308029,0.10507387804878049,0.09542,0.236823,0.336563,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,27,8,0,28,0,0,0,0,0,0.0,0,0,78,58,20,355,0,77,72.50483899999999,0.9416212857142856,0.721573,1.403115,16.7931,66.99630900000001,0.8700819350649353,0.670343,1.159188,16.749869,77,5.50853,0.07153935064935066,0.05123,0.2206,0.302901,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,54,14,3,48,7,0,0,0,0,0.0,0,0,141,111,30,293,0,44,50.975339000000005,1.158530431818182,0.767475,1.371661,16.268799,47.09459000000001,1.0703315909090911,0.713669,1.130038,16.238752,44,3.880749,0.0881988409090909,0.058333499999999996,0.238103,0.246967,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,40,15,0,39,2,0,0,0,0,0.0,0,0,118,83,35,315,0,67,64.28341499999999,0.9594539552238804,0.692262,1.371533,16.493207,59.50753300000001,0.8881721343283584,0.654375,1.161141,16.480535,67,4.775881999999999,0.07128182089552237,0.029119,0.227863,0.256727,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,32,13,0,33,0,0,0,0,0,0.0,0,0,97,66,31,336,0,77,52.51975999999999,0.6820748051948051,0.556011,1.317295,1.48452,48.41469500000001,0.6287622727272728,0.534827,1.112343,1.239249,77,4.105065000000001,0.053312532467532474,0.021375,0.221112,0.245271,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,36,15,0,36,1,0,0,0,0,0.0,0,0,112,74,38,324,0,55,41.27125400000001,0.7503864363636366,0.655527,1.37438,1.547079,37.68351499999999,0.685154818181818,0.626312,1.165747,1.289617,55,3.587739,0.06523161818181818,0.029215,0.227191,0.257462,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,41,16,0,42,0,1,0,0,0,0.0,0,0,122,84,38,314,0,45,35.189343,0.7819854,0.719717,1.382061,1.835259,31.427150000000005,0.6983811111111112,0.667815,1.217459,1.281968,45,3.762193,0.08360428888888889,0.047614,0.237911,0.553291,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,40,9,2,34,7,0,1,1,0,0.0,0,0,110,84,26,327,0,44,40.94183,0.9304961363636365,0.96886,1.358893,1.452394,36.183928,0.822362,0.8641114999999999,1.157972,1.220401,44,4.7579020000000005,0.10813413636363638,0.108908,0.227064,0.260726,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,33,10,0,34,0,0,0,0,0,0.0,0,0,93,69,24,343,0,58,42.860509,0.7389742931034483,0.6440235000000001,1.33947,1.426891,39.05911699999999,0.6734330517241378,0.6101369999999999,1.135893,1.197108,58,3.801392,0.06554124137931035,0.028815,0.229783,0.255287,completed
3,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,32,11,0,33,0,1,0,0,0,0.0,0,0,93,67,26,355,0,66,48.104057000000005,0.7288493484848485,0.5753865,1.326286,1.464138,44.18321300000001,0.6694426212121214,0.5529875,1.142389,1.24533,66,3.9208440000000007,0.059406727272727285,0.023679,0.214488,0.247863,completed
3,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,50,12,3,45,6,0,0,0,0,0.0,0,0,134,102,32,315,0,37,49.427623,1.3358817027027026,0.78541,1.466698,17.378902,29.992161000000003,0.8105989459459461,0.733636,1.214515,1.224274,37,19.435462,0.5252827567567568,0.066333,0.253782,16.248,completed
3,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,27,11,0,28,0,1,0,0,0,0.0,0,0,85,58,27,363,0,73,53.81824199999999,0.7372361917808218,0.582378,1.406092,1.795837,49.334150999999984,0.6758102876712326,0.556075,1.169301,1.643554,73,4.484091,0.06142590410958904,0.023935,0.220408,0.260342,completed
3,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,44,16,0,45,0,0,0,0,0,0.0,0,0,137,92,45,311,0,47,45.023082,0.957937914893617,0.726341,1.485832,9.399008,41.50987400000001,0.8831888085106385,0.672359,1.226322,9.18228,47,3.5132079999999997,0.07474910638297871,0.049502,0.221335,0.276086,completed
4,known_visit,HIPC,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_hipc_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,47,18,0,48,0,0,0,0,0,0.0,0,0,140,96,44,251,0,43,42.580104999999996,0.9902349999999999,0.952028,1.361325,1.451786,37.590213999999996,0.8741910232558139,0.863999,1.134838,1.211123,43,4.989890999999999,0.11604397674418603,0.107516,0.24815,0.25039,completed
