trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,91,37,54,85,10,2,10,4,394,935,243,103,291,206,188,320,188,0.2793103448275862,4.635294117647059,5.925925925925926,2.065934065934066,3.4814814814814814,2.211764705882353,cbaa_entry:188;clue:12;collision_intent:102;state:91;target:1,24,103,0.07352941176470584,completed,,,
1,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,156,100,56,143,17,1,0,0,523,1256,310,157,366,325,198,323,198,0.28233151183970856,3.6573426573426575,5.767857142857143,1.2692307692307692,3.5357142857142856,1.3846153846153846,cbaa_entry:198;clue:12;collision_intent:156;state:156;target:1,40,139,0.05069930069930062,completed,,,
2,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,12,12,0,16,0,0,0,0,25,54,18,13,12,25,0,0,0,0.5142857142857142,1.5625,0.0,0.0,0.0,0.0,collision_intent:12;state:12;target:1,3,7,0.0,completed,,,
3,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,371,73,298,223,152,8,33,19,1794,4334,1046,405,1389,788,1006,1646,1006,0.251140456182473,8.044843049327355,5.523489932885906,2.711590296495957,3.3758389261744965,4.511210762331839,cbaa_entry:1006;clue:12;collision_intent:404;state:371;target:1,96,452,0.0818385650224216,completed,,,
4,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,106,40,66,95,15,2,2,2,461,1116,263,109,352,219,242,381,242,0.24928909952606634,4.852631578947369,5.7727272727272725,2.2830188679245285,3.6666666666666665,2.5473684210526315,cbaa_entry:242;clue:4;collision_intent:108;state:106;target:1,27,122,0.018421052631578894,completed,,,
5,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,366,43,323,242,128,1,7,6,1933,4655,1141,374,1559,756,1177,1847,1177,0.243959803292709,7.987603305785124,5.718266253869969,3.2158469945355193,3.6439628482972135,4.863636363636363,cbaa_entry:1177;clue:16;collision_intent:373;state:366;target:1,92,494,0.1301652892561984,completed,,,
6,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,386,6,380,207,183,4,50,16,2037,4927,1178,437,1600,831,1206,2025,1206,0.2455701480091724,9.840579710144928,5.328947368421052,3.1243523316062176,3.1736842105263157,5.826086956521739,cbaa_entry:1206;clue:8;collision_intent:436;state:386;target:1,101,534,0.05434782608695654,completed,,,
7,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,63,49,14,67,0,1,0,0,173,442,74,65,108,132,41,75,41,0.22910216718266255,2.582089552238806,5.357142857142857,0.6507936507936508,2.9285714285714284,0.6119402985074627,cbaa_entry:41;clue:4;collision_intent:64;state:63;target:1,16,46,0.011194029850746245,completed,,,
8,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,234,49,185,189,49,1,12,3,1156,2769,692,249,907,491,665,1058,665,0.25469267574530735,6.116402116402116,5.718918918918919,2.841880341880342,3.5945945945945947,3.5185185185185186,cbaa_entry:665;clue:8;collision_intent:248;state:234;target:1,60,293,0.10978835978835977,completed,,,
9,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,CBAA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.5,181,90.25,90.25,comm_g19_r4_ge_drop025_cbaa_topk050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,422,27,395,292,134,2,447,12,2810,7011,1415,873,1937,1311,1499,2755,1499,0.24354561101549052,9.623287671232877,6.974683544303797,3.552132701421801,3.7949367088607593,5.133561643835616,cbaa_entry:1499;clue:16;collision_intent:872;state:422;target:1,197,877,0.4143835616438356,completed,,,
