trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
0,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,434,90,344,321,117,16,7,7,1474,4416,0,447,1027,893,581,1294,581,0.0,4.59190031152648,3.761627906976744,1.3387096774193548,1.688953488372093,1.809968847352025,clue:12;collision_intent:446;dga_entry:581;state:434;target:1,119,383,0.07242990654205617,completed,442,27489.768073,211.018579,27047.975263,209.253973,298,441.79281000000015,17.92218
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,89,53,36,90,3,2,5,2,365,1092,0,98,267,191,174,259,174,0.0,4.055555555555555,7.194444444444445,1.9550561797752808,4.833333333333333,1.9333333333333333,clue:4;collision_intent:97;dga_entry:174;state:89;target:1,30,97,0.13888888888888884,completed,176,11905.216262000002,193.89925,11639.732309,191.988568,122,265.483953,18.568465
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,189,98,91,172,21,7,0,0,677,2027,0,195,482,392,285,481,285,0.0,3.936046511627907,5.285714285714286,1.507936507936508,3.131868131868132,1.6569767441860466,clue:8;collision_intent:194;dga_entry:285;state:189;target:1,53,175,0.08139534883720922,completed,247,13620.241771,209.159395,13391.786505999997,207.389125,136,228.455265,1.855291
3,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,337,67,270,243,98,9,4,4,1161,3479,0,349,812,702,459,1026,459,0.0,4.777777777777778,3.8,1.3620178041543027,1.7,1.8888888888888888,clue:16;collision_intent:348;dga_entry:459;state:337;target:1,90,299,0.0380658436213992,completed,297,18693.440939,197.145455,18338.800390999997,195.256181,196,354.64054799999997,18.051557
4,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,31,24,7,34,1,1,0,0,148,441,0,35,113,70,78,100,78,0.0,4.352941176470588,14.285714285714286,2.5161290322580645,11.142857142857142,2.2941176470588234,clue:4;collision_intent:34;dga_entry:78;state:31;target:1,10,44,0.10294117647058831,completed,52,3102.525871,207.569892,3009.478994,205.369493,30,93.046877,18.24352
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,386,122,264,296,94,12,3,3,1359,4074,0,398,961,800,559,1115,559,0.0,4.591216216216216,4.223484848484849,1.4481865284974094,2.117424242424242,1.8885135135135136,clue:16;collision_intent:397;dga_entry:559;state:386;target:1,109,350,0.08445945945945943,completed,459,28480.038279,212.087629,28036.078599000004,210.415339,303,443.95967999999993,21.787679
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,54,21,33,55,3,2,0,0,278,830,0,56,222,114,164,236,164,0.0,5.054545454545455,7.151515151515151,3.037037037037037,4.96969696969697,2.981818181818182,clue:4;collision_intent:55;dga_entry:164;state:54;target:1,17,76,0.1681818181818182,completed,88,6666.131042999999,190.041772,6520.384889999999,187.917274,67,145.746153,8.390732
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,30,5,25,31,3,1,1,1,178,531,0,34,144,72,106,167,106,0.0,5.741935483870968,6.68,3.533333333333333,4.24,3.4193548387096775,clue:8;collision_intent:33;dga_entry:106;state:30;target:1,10,47,0.217741935483871,completed,54,4752.566917,209.525766,4648.707076000001,207.262361,47,103.85984099999999,2.542019
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,282,34,248,242,44,18,5,5,1099,3296,0,291,808,589,510,1031,510,0.0,4.541322314049586,4.157258064516129,1.8085106382978724,2.056451612903226,2.1074380165289255,clue:16;collision_intent:290;dga_entry:510;state:282;target:1,82,278,0.04338842975206614,completed,370,26793.093227,179.996356,26307.514398999996,177.771894,299,485.57882800000004,9.47015
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,0,1,5,0,0,0,0,22,64,0,5,17,10,12,22,12,0.0,4.4,22.0,12.0,12.0,2.4,clue:4;collision_intent:4;dga_entry:12;state:1;target:1,1,7,0.1499999999999999,completed,4,331.26692599999996,106.698637,322.283222,104.454367,4,8.983704,2.333578
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,195,29,166,184,15,10,2,2,675,2022,0,199,476,406,269,617,269,0.0,3.6684782608695654,3.716867469879518,1.3794871794871795,1.6204819277108433,1.4619565217391304,clue:12;collision_intent:198;dga_entry:269;state:195;target:1,51,173,0.04619565217391308,completed,153,9848.686645,181.778268,9638.785849,179.716199,103,209.900796,18.202824
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,205,82,123,178,31,4,2,2,725,2171,0,212,513,421,304,560,304,0.0,4.073033707865169,4.5528455284552845,1.4829268292682927,2.4715447154471546,1.7078651685393258,clue:4;collision_intent:211;dga_entry:304;state:205;target:1,54,191,0.047752808988763995,completed,207,10364.594754999998,161.364307,10171.919272000001,155.713025,111,192.675483,5.651282
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,342,137,205,264,82,11,6,4,1146,3434,0,353,793,707,439,872,439,0.0,4.340909090909091,4.253658536585366,1.2836257309941521,2.1414634146341465,1.6628787878787878,clue:12;collision_intent:352;dga_entry:439;state:342;target:1,92,300,0.09469696969696972,completed,359,18367.798859,198.085341,18094.486038999996,196.495574,195,273.31282,1.720545
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,63,7,56,63,4,5,3,1,367,1098,0,70,297,141,226,352,226,0.0,5.825396825396825,6.285714285714286,3.5873015873015874,4.035714285714286,3.5873015873015874,clue:8;collision_intent:69;dga_entry:226;state:63;target:1,21,119,0.1626984126984128,completed,112,9125.155451999999,186.868487,8923.977976,184.719989,95,201.177476,2.259534
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,143,94,49,134,13,7,0,0,571,1709,0,146,425,301,270,383,270,0.0,4.2611940298507465,7.816326530612245,1.8881118881118881,5.510204081632653,2.014925373134328,clue:12;collision_intent:145;dga_entry:270;state:143;target:1,42,146,0.10074626865671643,completed,233,13287.737980999998,174.679915,13050.451333999998,172.858861,136,237.28664700000002,2.011383
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,37,29,8,41,0,0,0,0,124,370,0,40,84,81,43,66,43,0.0,3.024390243902439,8.25,1.162162162162162,5.375,1.048780487804878,clue:4;collision_intent:39;dga_entry:43;state:37;target:1,12,36,0.11585365853658547,completed,61,3377.916431,177.612647,3289.245306,159.327965,33,88.67112499999999,18.284682
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,483,41,442,312,175,30,9,7,1591,4769,0,496,1095,995,596,1509,596,0.0,5.0993589743589745,3.414027149321267,1.2339544513457557,1.3484162895927603,1.9102564102564104,clue:16;collision_intent:495;dga_entry:596;state:483;target:1,128,402,0.09455128205128216,completed,377,25021.135864999997,180.437778,24520.859088999998,175.697331,277,500.276776,18.172335
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,57,11,46,51,10,9,5,4,348,1041,0,66,282,131,217,326,217,0.0,6.823529411764706,7.086956521739131,3.807017543859649,4.717391304347826,4.254901960784314,clue:8;collision_intent:65;dga_entry:217;state:57;target:1,20,91,0.22058823529411775,completed,136,12117.124155999998,193.170028,11852.112265000002,190.938237,122,265.01189100000005,2.692543
18,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,124,49,75,119,9,3,0,0,606,1813,0,127,479,255,351,508,351,0.0,5.092436974789916,6.773333333333333,2.8306451612903225,4.68,2.9495798319327733,clue:4;collision_intent:126;dga_entry:351;state:124;target:1,43,169,0.19957983193277307,completed,271,21625.622379,198.445817,21186.19498,196.334885,217,439.42739900000004,18.098582
19,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,80,22,58,80,4,6,2,1,416,1247,0,86,330,178,238,372,238,0.0,5.2,6.413793103448276,2.975,4.103448275862069,2.975,clue:12;collision_intent:85;dga_entry:238;state:80;target:1,26,110,0.20625000000000004,completed,157,12842.353915,210.194887,12553.096534,208.113617,131,289.257381,18.899481
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,40,40,0,44,0,0,0,0,81,239,0,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,completed,38,1.541416,0.153722,1.541416,0.153722,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,71,4,67,65,10,4,0,0,409,1224,0,77,332,156,253,401,253,0.0,6.292307692307692,5.985074626865671,3.563380281690141,3.7761194029850746,3.8923076923076922,clue:8;collision_intent:76;dga_entry:253;state:71;target:1,21,105,0.12692307692307692,completed,98,8573.075667999998,170.537043,8379.488371,168.450858,89,193.58729699999998,2.675833
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,185,5,180,163,26,7,8,6,695,2083,0,196,499,385,310,684,310,0.0,4.263803680981595,3.8,1.6756756756756757,1.7222222222222223,1.901840490797546,clue:4;collision_intent:195;dga_entry:310;state:185;target:1,51,186,0.10276073619631898,completed,156,12590.437243999997,178.057274,12314.719341999999,175.771653,132,275.71790200000004,2.770941
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,27,20,7,31,0,0,0,0,132,393,0,30,102,61,71,92,71,0.0,4.258064516129032,13.142857142857142,2.6296296296296298,10.142857142857142,2.2903225806451615,clue:4;collision_intent:29;dga_entry:71;state:27;target:1,9,34,0.12096774193548376,completed,47,2991.362765,176.776694,2927.085835,174.659379,29,64.27693000000001,2.311219
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,159,31,128,130,33,7,3,3,566,1695,0,166,400,329,237,503,237,0.0,4.3538461538461535,3.9296875,1.490566037735849,1.8515625,1.823076923076923,clue:4;collision_intent:165;dga_entry:237;state:159;target:1,45,150,0.11923076923076925,completed,164,11530.136387999999,170.561653,11261.383692,156.138212,120,268.75269599999996,18.154321
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed,53,1.955824,0.151659,1.955824,0.151659,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dga_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,57,57,0,61,0,0,0,0,115,343,0,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,completed,55,2.001205,0.191214,2.001205,0.191214,0,0.0,0.0
