"condition_id","mission","algorithm","top_k_level","top_k_rate","top_k_cells","trial_id","run_generation","robot_id","device_id","build_id","journaled_at","allocator_call_count","timed_allocator_call_count","calls_with_filter","candidate_filter_invocation_count","call_class_counts","allocator_time_total_us","allocator_time_mean_us","allocator_time_median_us","allocator_time_p95_us","allocator_time_max_us","candidate_filter_time_total_us","candidate_filter_time_mean_us","candidate_filter_time_median_us","candidate_filter_time_p95_us","candidate_filter_time_max_us","allocator_exclusive_time_total_us","allocator_exclusive_time_mean_us","allocator_exclusive_time_median_us","allocator_exclusive_time_p95_us","allocator_exclusive_time_max_us","campaign_id","campaign_manifest_schema","campaign_manifest_sha256","implementation_id","campaign_build_id","build_manifest_sha256","allocator_source_bundle_sha256","deployed_module_set_sha256","host_source_sha256","simulator_source_sha256","scenario_sha256","analysis_valid","invalidation_reason","historical_system_csv","historical_system_sha256"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","164","1","02","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785328462.059714","29","29","7","7","cached_or_maintenance:21;partial_bundle_refill:8","42291549.0","1458329.2758620689","19412.0","6084122.0","6118160.0","3500923.0","120721.4827586207","0.0","510089.0","512738.0","38790626.0","1337607.7931034483","19412.0","5571384.0","5608071.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","164","1","03","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785328474.2010596","27","27","7","7","cached_or_maintenance:19;partial_bundle_refill:8","42006312.0","1555789.3333333333","19238.0","6059801.0","6097766.0","3475979.0","128739.96296296296","0.0","497431.0","509156.0","38530333.0","1427049.3703703703","19238.0","5562370.0","5588610.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","166","1","00","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785329553.4424753","31","31","24","24","cached_or_maintenance:6;candidate_filter_only:1;partial_bundle_refill:24","149521237.0","4823265.70967742","6240431.0","7096054.0","7192029.0","11764668.0","379505.4193548387","482642.0","521496.0","561321.0","137756569.0","4443760.29032258","5762871.0","6574558.0","6630708.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","166","1","01","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785329541.2240157","31","31","25","25","cached_or_maintenance:5;partial_bundle_refill:26","163287924.0","5267352.387096774","6392250.0","7095609.0","7122669.0","12267115.0","395713.3870967742","487917.0","503322.0","543941.0","151020809.0","4871639.0","5909773.0","6578728.0","6592287.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","166","1","02","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785329547.320956","32","32","25","25","cached_or_maintenance:6;partial_bundle_refill:26","162353838.0","5073557.4375","6269216.0","7059566.0","7187146.0","12209556.0","381548.625","480518.5","521306.0","537867.0","150144282.0","4692008.8125","5790473.0","6555699.0","6649279.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","166","1","03","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785329535.088874","33","33","29","29","cached_or_maintenance:3;partial_bundle_refill:30","187609098.0","5685124.181818182","6349152.0","7124224.0","7136610.0","14201244.0","430340.7272727273","487156.0","519775.0","542323.0","173407854.0","5254783.454545454","5867752.0","6581901.0","6616835.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","178","1","00","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332121.8048205","12","12","2","2","cached_or_maintenance:9;partial_bundle_refill:3","13892170.0","1157680.8333333333","19126.5","6877283.0","6877283.0","1013180.0","84431.66666666667","0.0","513121.0","513121.0","12878990.0","1073249.1666666667","19126.5","6364162.0","6364162.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","178","1","01","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332115.716608","12","12","2","2","cached_or_maintenance:9;partial_bundle_refill:3","13786435.0","1148869.5833333333","19167.0","6822044.0","6822044.0","1011238.0","84269.83333333333","0.0","512061.0","512061.0","12775197.0","1064599.75","19167.0","6309983.0","6309983.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","178","1","02","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332127.9362888","12","12","2","2","cached_or_maintenance:9;partial_bundle_refill:3","13882020.0","1156835.0","19150.5","6875119.0","6875119.0","1039456.0","86621.33333333333","0.0","538337.0","538337.0","12842564.0","1070213.6666666667","19150.5","6336782.0","6336782.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","178","1","03","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332109.596993","10","10","2","2","cached_or_maintenance:7;partial_bundle_refill:3","13803916.0","1380391.6","19168.5","6825826.0","6825826.0","1012489.0","101248.9","0.0","512479.0","512479.0","12791427.0","1279142.7","19168.5","6324006.0","6324006.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","216","1","00","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332506.3068948","17","17","11","11","cached_or_maintenance:5;partial_bundle_refill:12","75827075.0","4460416.176470588","6702090.0","7180863.0","7180863.0","5528113.0","325183.1176470588","491280.0","524021.0","524021.0","70298962.0","4135233.0588235296","6210810.0","6656842.0","6656842.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","216","1","01","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332500.1852877","13","13","8","8","cached_or_maintenance:4;partial_bundle_refill:9","54391743.0","4183980.230769231","6639248.0","7204635.0","7204635.0","3984033.0","306464.07692307694","489138.0","520454.0","520454.0","50407710.0","3877516.153846154","6150110.0","6684181.0","6684181.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","216","1","02","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332512.4090624","15","15","9","9","cached_or_maintenance:5;partial_bundle_refill:10","62180689.0","4145379.2666666666","6692590.0","7200409.0","7200409.0","4554897.0","303659.8","492910.0","545398.0","545398.0","57625792.0","3841719.466666667","6199680.0","6668253.0","6668253.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","216","1","03","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785332494.0564532","12","12","9","9","cached_or_maintenance:2;partial_bundle_refill:10","61542521.0","5128543.416666667","6731473.5","7265765.0","7265765.0","4533128.0","377760.6666666667","492627.5","562358.0","562358.0","57009393.0","4750782.75","6238846.0","6703407.0","6703407.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","226","1","00","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785333392.4488983","58","58","50","50","cached_or_maintenance:7;partial_bundle_refill:51","285631522.0","4924681.413793104","5387127.5","6902802.0","7017739.0","23648716.0","407736.4827586207","467511.5","508059.0","521140.0","261982806.0","4516944.931034483","4921881.5","6394743.0","6502969.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","226","1","01","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785333380.2590272","44","44","37","37","cached_or_maintenance:6;partial_bundle_refill:38","208280335.0","4733643.9772727275","5274682.5","6646959.0","7061326.0","17371534.0","394807.5909090909","462425.0","494163.0","539717.0","190908801.0","4338836.386363637","4826961.0","6154159.0","6521609.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","226","1","02","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785333374.1234512","54","54","46","46","cached_or_maintenance:7;partial_bundle_refill:47","266270840.0","4930941.481481481","5563858.5","6858329.0","7037777.0","21801045.0","403723.05555555556","470620.0","505824.0","529414.0","244469795.0","4527218.425925926","5101654.0","6357669.0","6509891.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","226","1","03","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785333386.3390622","58","58","53","53","cached_or_maintenance:4;partial_bundle_refill:54","299860572.0","5170009.862068965","5535884.0","6738301.0","7070183.0","24953463.0","430232.1206896552","467833.0","497633.0","515594.0","274907109.0","4739777.74137931","5075639.5","6242515.0","6554589.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
"bayesian_acbba_topk_100_k361","bayesian","ACBBA","100%","1.0","361","233","1","00","e4621cb30b16392f","micropython_1_24_o0_2539f0c4fe4d","1785338415.2233312","14","14","11","11","cached_or_maintenance:2;partial_bundle_refill:12","78592431.0","5613745.071428572","7065503.5","7426946.0","7426946.0","5660853.0","404346.64285714284","506428.0","553469.0","553469.0","72931578.0","5209398.428571428","6558834.0","6897293.0","6897293.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","True","","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\bayesian_clue_search\primary_topk_campaign\combined\acbba_topk_100\system_performance.csv","2131ae23deaaf71c5d8d2e2c8b8d09121ec51a4bfea17f507011e99d820f3f38"
