trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status
0,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,00,45,10,0,45,1,2,2,2,0,0.0,0,0,147,95,52,400,0,38,5930.0306,156.05343684210527,0.14645,863.5928,918.8488,5921.6382,155.83258421052633,0.14645,862.434,917.4701,10,8.3924,0.83924,0.9014500000000001,1.3787,1.3787,completed
0,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,01,47,15,1,46,2,1,0,0,0,0.0,0,0,133,95,38,415,0,40,7144.7391,178.61847749999998,0.1526,625.0964,766.6715,7134.7291,178.3682275,0.1526,624.2887,765.5861,14,10.01,0.715,0.7076,1.0854,1.0854,completed
0,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,02,46,12,1,43,4,0,0,0,0,0.0,0,0,128,93,35,419,0,38,6521.5219,171.61899736842105,0.1428,771.4359,792.5178,6512.5226,171.38217368421053,0.1428,770.585,791.4288,12,8.9993,0.7499416666666666,0.8198,1.1406,1.1406,completed
0,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,03,47,13,0,48,0,2,0,0,0,0.0,0,0,140,95,45,407,0,35,4610.1853,131.71958,0.1596,890.4782,921.9727,4603.6754,131.53358285714285,0.1596,889.4727,920.7565,8,6.5099,0.8137375,0.8373,1.3447,1.3447,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,00,47,11,0,46,2,1,2,1,1,5.0,1,0,134,98,36,470,0,40,6504.497,162.612425,0.14025,851.3279,894.9707,6495.2059,162.3801475,0.14025,850.1878,893.7822,11,9.2911,0.8446454545454546,0.8937,1.3995,1.3995,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,01,49,17,0,49,1,2,0,0,0,0.0,0,0,154,99,55,451,0,38,6178.4493,162.5907710526316,0.14005,846.6281,944.7594,6169.2600999999995,162.34894999999997,0.14005,845.6835,943.2648,11,9.1892,0.8353818181818181,0.8682,1.4946,1.4946,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,02,47,10,0,43,5,2,2,2,0,0.0,0,0,155,97,58,449,0,35,5843.2219000000005,166.94919714285714,0.1549,832.9533,918.2865,5834.363,166.69608571428572,0.1549,831.8106,916.9574,12,8.8589,0.7382416666666667,0.482,1.4179,1.4179,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,03,48,12,1,45,4,3,0,0,0,0.0,0,0,162,98,64,442,0,44,7466.1156,169.68444545454545,0.15595,857.6276,959.1047,7454.7983,169.4272340909091,0.15595,856.2627,957.7955,14,11.3173,0.8083785714285714,0.80075,1.3654,1.3654,completed
2,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,00,51,9,3,41,11,4,0,0,0,0.0,0,0,172,104,68,445,0,42,8078.2552000000005,192.33940952380954,0.15744999999999998,852.2189,879.6484,8067.1669999999995,192.07540476190474,0.15744999999999998,850.9601,878.4671,14,11.0882,0.7920142857142858,0.75885,1.3165,1.3165,completed
2,known_visit,DGA,ideal,1.0,19,361,4,50,multitarget_g19_r4_t50_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\known_targets_g19_t50_n100.csv,01,52,11,0,46,7,0,0,0,0,0.0,0,0,145,105,40,471,0,41,5754.5554,140.35500975609756,0.1523,612.818,733.6797,5746.6771,140.16285609756096,0.1523,611.8774,732.5585,12,7.8783,0.656525,0.69225,1.1212,1.1212,completed
