trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events
27,dcta_parity_v1,custom,a6cc14e854556b949bd34b5f0c8af46ff90021bc437fa3cf71d057385b611a5b,249cf033f7fc9c73ba79f6727ea9acf812faceb28fc8b44c866d22a201d976fb,CBAA,bernoulli,drop_0.25,19,361,0.1,36,4,90.25,90.25,comm_g19_r4_bernoulli_drop025_cbaa_topk010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\cap_diagnostics\20260726_1143\comm_g19_r4_bernoulli_drop025_cbaa_topk010_trial27\scenario.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 27. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,20000
