trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,40,40,0,44,0,0,0,0,81,239,0,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,completed,38,1.619369,0.159386,1.619369,0.159386,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,45,4,41,44,5,7,1,1,295,883,0,47,248,100,195,287,195,0.0,6.704545454545454,7.0,4.333333333333333,4.7560975609756095,4.431818181818182,clue:8;collision_intent:46;dga_entry:195;state:45;target:1,12,86,0.05681818181818188,completed,36,3755.5596430000005,263.361191,3667.1325260000003,261.347632,22,88.427117,34.429338
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,210,5,205,189,25,14,2,2,781,2339,0,215,566,429,352,770,352,0.0,4.132275132275132,3.7560975609756095,1.6761904761904762,1.7170731707317073,1.8624338624338623,clue:4;collision_intent:214;dga_entry:352;state:210;target:1,54,202,0.051587301587301626,completed,116,10843.599413,276.360633,10708.202098000002,274.574522,72,135.39731500000002,2.350698
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,48,20,28,49,3,8,1,1,294,881,0,51,243,103,191,254,191,0.0,6.0,9.071428571428571,3.9791666666666665,6.821428571428571,3.8979591836734695,clue:4;collision_intent:50;dga_entry:191;state:48;target:1,13,95,0.03571428571428581,completed,43,4610.383561,273.066103,4553.2025060000005,270.951748,25,57.181055,6.339738
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,122,31,91,109,17,12,0,0,529,1583,0,125,404,255,274,466,274,0.0,4.853211009174312,5.1208791208791204,2.2459016393442623,3.010989010989011,2.5137614678899083,clue:8;collision_intent:124;dga_entry:274;state:122;target:1,31,161,0.029816513761467878,completed,102,8713.42859,281.105561,8610.556199,279.070467,52,102.87239100000001,2.29518
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed,53,2.0945150000000003,0.155834,2.0945150000000003,0.155834,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,57,57,0,61,0,0,0,0,115,343,0,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,completed,55,1.9790040000000002,0.135547,1.9790040000000002,0.135547,0,0.0,0.0
27,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,96,96,0,100,0,0,0,0,193,577,0,97,96,193,0,0,0,0.0,1.93,0.0,0.0,0.0,0.0,collision_intent:96;state:96;target:1,24,49,0.0,completed,94,3.7229659999999996,0.520877,3.7229659999999996,0.520877,0,0.0,0.0
28,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,16,0,20,0,0,0,0,33,95,0,17,16,33,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,completed,14,0.767012,0.151259,0.767012,0.151259,0,0.0,0.0
29,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,155,62,93,152,7,9,0,0,566,1695,0,157,409,320,246,441,246,0.0,3.723684210526316,4.741935483870968,1.5870967741935484,2.6451612903225805,1.618421052631579,clue:8;collision_intent:156;dga_entry:246;state:155;target:1,39,151,0.016447368421052655,completed,107,5159.870310999999,225.115702,5105.213067,223.397301,31,54.657244000000006,2.088084
30,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,343,252,91,313,34,11,0,0,1003,3005,0,344,659,695,308,499,308,0.0,3.2044728434504792,5.483516483516484,0.8979591836734694,3.3846153846153846,0.9840255591054313,clue:8;collision_intent:343;dga_entry:308;state:343;target:1,86,271,0.034345047923322714,completed,298,7009.731621000001,231.735819,6972.825245,230.904649,43,36.906376,1.069689
31,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,431,28,403,310,125,17,15,13,1443,4327,0,448,995,895,548,1387,548,0.0,4.65483870967742,3.4416873449131513,1.271461716937355,1.3598014888337469,1.767741935483871,clue:16;collision_intent:447;dga_entry:548;state:431;target:1,109,380,0.0693548387096774,completed,242,21049.177258,270.112181,20832.336033,269.016733,140,216.841225,6.537747
32,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,324,133,191,277,51,19,6,5,1014,3041,0,331,683,663,351,748,351,0.0,3.660649819494585,3.9162303664921465,1.0833333333333333,1.837696335078534,1.2671480144404332,clue:8;collision_intent:330;dga_entry:351;state:324;target:1,83,274,0.01895306859205781,completed,246,11915.124875,245.325538,11815.683794999997,244.260361,82,99.44108,1.594375
33,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,18,0,18,22,0,6,0,0,198,593,0,21,177,47,151,198,151,0.0,9.0,11.0,8.38888888888889,8.38888888888889,6.863636363636363,clue:8;collision_intent:20;dga_entry:151;state:18;target:1,5,65,0.06818181818181812,completed,23,3879.3286719999996,375.888127,3828.263987,373.820234,22,51.064685,4.730518
34,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,114,97,17,116,2,6,0,0,345,1032,0,116,229,234,111,151,111,0.0,2.9741379310344827,8.882352941176471,0.9736842105263158,6.529411764705882,0.9568965517241379,clue:4;collision_intent:115;dga_entry:111;state:114;target:1,29,104,0.012931034482758674,completed,110,1959.9003189999999,177.763122,1939.835348,176.109582,12,20.064971,1.760673
35,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,80,39,41,81,3,4,0,0,295,881,0,81,214,173,122,216,122,0.0,3.6419753086419755,5.2682926829268295,1.525,2.975609756097561,1.5061728395061729,clue:12;collision_intent:80;dga_entry:122;state:80;target:1,20,84,0.021604938271605034,completed,55,1975.079727,190.59834,1950.7922520000002,188.332822,12,24.287475,2.267758
36,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,6,6,0,10,0,0,0,0,13,35,0,7,6,13,0,0,0,0.0,1.3,0.0,0.0,0.0,0.0,collision_intent:6;state:6;target:1,2,5,0.10000000000000009,completed,6,0.486031,0.154555,0.486031,0.154555,0,0.0,0.0
37,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,423,78,345,326,101,20,12,9,1428,4284,0,438,990,877,551,1271,551,0.0,4.380368098159509,3.684057971014493,1.3026004728132388,1.5971014492753624,1.6901840490797546,clue:16;collision_intent:437;dga_entry:551;state:423;target:1,108,367,0.05828220858895716,completed,295,20460.992165,282.219754,20251.871642,264.807037,139,209.120523,17.465291
38,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dga_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,266,6,260,215,55,23,13,11,1052,3152,0,280,772,558,494,1040,494,0.0,4.8930232558139535,4.0,1.8571428571428572,1.9,2.297674418604651,clue:12;collision_intent:279;dga_entry:494;state:266;target:1,67,293,0.09651162790697665,completed,179,16529.960949,284.883864,16340.860168,282.917663,113,189.10078099999998,2.40337
