trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,245,29,216,206,43,2,7,7,694,2078,0,254,440,511,183,636,183,0.0,3.3689320388349513,2.9444444444444446,0.746938775510204,0.8472222222222222,0.8883495145631068,clue:12;collision_intent:253;pi_clear_path:1;pi_entry:182;state:245;target:1,62,178,0.043689320388349495,completed,67,152.43129,4.131558,85.506162,2.572032,40,66.925128,2.051219
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,260,82,178,202,62,1,3,3,679,2034,0,265,414,529,150,514,150,0.0,3.3613861386138613,2.8876404494382024,0.5769230769230769,0.8426966292134831,0.7425742574257426,clue:4;collision_intent:264;pi_clear_path:2;pi_entry:148;state:260;target:1,66,180,0.06930693069306937,completed,113,135.851111,19.838303,86.889574,18.046882,32,48.96153699999999,1.825244
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,149,137,12,151,2,2,0,0,327,979,0,150,177,303,24,53,24,0.0,2.165562913907285,4.416666666666667,0.1610738255033557,2.0,0.15894039735099338,clue:4;collision_intent:149;pi_clear_path:1;pi_entry:23;state:149;target:1,38,86,0.011589403973509826,completed,141,23.383580000000002,3.252167,15.753430999999999,1.973302,6,7.630149,1.294768
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,68,7,61,64,8,3,3,2,218,651,0,72,146,148,70,203,70,0.0,3.40625,3.3278688524590163,1.0294117647058822,1.1475409836065573,1.09375,clue:8;collision_intent:71;pi_clear_path:1;pi_entry:69;state:68;target:1,18,64,0.078125,completed,23,79.337116,19.913596,47.69736199999999,17.9945,16,31.639753999999996,3.232904
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,200,94,106,173,31,2,3,3,523,1566,0,204,319,420,103,335,103,0.0,3.023121387283237,3.160377358490566,0.515,0.9716981132075472,0.5953757225433526,clue:16;collision_intent:203;pi_entry:103;state:200;target:1,50,137,0.053468208092485536,completed,116,80.534188,3.508829,46.99838,2.250252,24,33.535808,1.596452
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,37,29,8,41,0,2,0,0,99,293,0,39,60,80,19,41,19,0.0,2.4146341463414633,5.125,0.5135135135135135,2.375,0.4634146341463415,clue:4;collision_intent:38;pi_entry:19;state:37;target:1,10,26,0.018292682926829285,completed,33,22.973896,3.742165,12.413264,1.97007,6,10.560632,1.858171
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,466,41,425,325,145,2,3,3,1241,3718,0,471,770,953,288,1159,288,0.0,3.8184615384615386,2.7270588235294118,0.6180257510729614,0.6776470588235294,0.8861538461538462,clue:16;collision_intent:470;pi_clear_path:2;pi_entry:286;state:466;target:1,118,330,0.0592307692307692,completed,106,241.11993700000002,23.522965,144.019737,3.245991,67,97.1002,21.634171
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,78,11,67,68,14,2,2,1,240,717,0,81,159,163,77,218,77,0.0,3.5294117647058822,3.253731343283582,0.9871794871794872,1.1492537313432836,1.1323529411764706,clue:4;collision_intent:80;pi_clear_path:1;pi_entry:76;state:78;target:1,20,72,0.08823529411764697,completed,28,70.325674,3.965485,34.726804,2.124305,19,35.59887,2.024277
18,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,192,49,143,174,22,2,5,4,508,1518,0,198,310,406,102,410,102,0.0,2.9195402298850577,2.867132867132867,0.53125,0.7132867132867133,0.5862068965517241,clue:16;collision_intent:197;pi_entry:102;state:192;target:1,49,135,0.034482758620689724,completed,71,84.779471,3.684215,48.576207999999994,2.328969,24,36.20326299999999,1.692417
19,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,120,22,98,105,19,1,5,5,353,1055,0,126,227,262,91,309,91,0.0,3.361904761904762,3.1530612244897958,0.7583333333333333,0.9285714285714286,0.8666666666666667,clue:16;collision_intent:125;pi_entry:91;state:120;target:1,31,105,0.026190476190476097,completed,42,76.403623,3.691223,41.094408,2.194606,22,35.309215,1.754302
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,40,40,0,44,0,0,0,0,81,239,0,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,completed,38,1.359374,0.11254,1.359374,0.11254,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,68,4,64,65,7,1,0,0,231,688,0,69,162,145,86,223,86,0.0,3.5538461538461537,3.484375,1.2647058823529411,1.34375,1.323076923076923,clue:8;collision_intent:68;pi_clear_path:1;pi_entry:85;state:68;target:1,17,65,0.04230769230769238,completed,21,85.52034,25.442734,33.716699,2.136305,17,51.803641,23.35478
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,238,5,233,200,42,3,0,0,721,2161,0,239,482,485,236,710,236,0.0,3.605,3.0472103004291844,0.9915966386554622,1.0128755364806867,1.18,clue:8;collision_intent:238;pi_clear_path:1;pi_entry:235;state:238;target:1,61,189,0.05750000000000011,completed,54,211.73433999999997,19.764865,111.11823599999998,10.400062,48,100.616104,17.226368
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,86,20,66,81,9,0,0,0,257,768,0,88,169,178,79,217,79,0.0,3.1728395061728394,3.287878787878788,0.9186046511627907,1.196969696969697,0.9753086419753086,clue:4;collision_intent:87;pi_clear_path:1;pi_entry:78;state:86;target:1,23,67,0.07098765432098775,completed,35,64.093458,3.904911,32.513542,2.037012,17,31.579915999999997,1.982422
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,114,31,83,102,16,0,2,2,332,995,0,119,213,241,91,269,91,0.0,3.2549019607843137,3.2409638554216866,0.7982456140350878,1.0963855421686748,0.8921568627450981,clue:8;collision_intent:118;pi_clear_path:1;pi_entry:90;state:114;target:1,29,88,0.06862745098039214,completed,51,78.912655,4.007915,39.747707999999996,2.104786,21,39.164947,2.037396
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed,53,1.939604,0.178585,1.939604,0.178585,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,57,57,0,61,0,0,0,0,115,343,0,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,completed,55,1.764001,0.094269,1.764001,0.094269,0,0.0,0.0
27,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,96,96,0,100,0,0,0,0,193,577,0,97,96,193,0,0,0,0.0,1.93,0.0,0.0,0.0,0.0,collision_intent:96;state:96;target:1,24,49,0.0,completed,94,2.910321,0.090237,2.910321,0.090237,0,0.0,0.0
28,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,16,0,20,0,0,0,0,33,95,0,17,16,33,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,completed,14,0.557515,0.092284,0.557515,0.092284,0,0.0,0.0
29,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,210,62,148,185,29,0,0,0,552,1656,0,211,341,429,123,427,123,0.0,2.983783783783784,2.885135135135135,0.5857142857142857,0.831081081081081,0.6648648648648648,clue:8;collision_intent:210;pi_entry:123;state:210;target:1,53,146,0.0418918918918918,completed,87,126.04424399999999,19.797344,85.048934,18.281977,26,40.995309999999996,1.897049
30,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,376,252,124,327,53,4,2,2,892,2673,0,379,513,763,129,388,129,0.0,2.72782874617737,3.129032258064516,0.34308510638297873,1.0403225806451613,0.3944954128440367,clue:8;collision_intent:378;pi_entry:129;state:376;target:1,95,235,0.04969418960244654,completed,267,82.249162,2.981554,61.47729199999999,2.283084,28,20.77187,0.903263
31,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,271,28,243,216,59,0,3,3,775,2322,0,276,499,555,220,719,220,0.0,3.587962962962963,2.9588477366255144,0.8118081180811808,0.9053497942386831,1.0185185185185186,clue:8;collision_intent:275;pi_entry:220;state:271;target:1,69,201,0.02314814814814814,completed,76,181.76594799999998,3.913071,103.518549,2.536643,50,78.247399,2.015829
32,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,309,133,176,250,63,2,4,4,776,2326,0,314,462,631,145,510,145,0.0,3.104,2.897727272727273,0.4692556634304207,0.8238636363636364,0.58,clue:8;collision_intent:313;pi_entry:145;state:309;target:1,78,205,0.03600000000000003,completed,164,102.736216,3.266343,65.954988,2.267116,33,36.781228,1.312367
33,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,20,0,20,24,0,2,0,0,91,270,0,21,70,49,42,91,42,0.0,3.7916666666666665,4.55,2.1,2.1,1.75,clue:8;collision_intent:20;pi_clear_path:4;pi_entry:38;state:20;target:1,5,25,0.0,completed,11,39.283981000000004,3.778451,19.775812000000002,1.940695,11,19.508169,1.837756
34,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,114,97,17,116,2,2,0,0,257,767,0,115,142,233,24,63,24,0.0,2.2155172413793105,3.7058823529411766,0.21052631578947367,1.411764705882353,0.20689655172413793,clue:4;collision_intent:114;pi_entry:24;state:114;target:1,29,66,0.012931034482758674,completed,102,23.000425999999997,3.421377,14.186418000000002,1.933048,6,8.814008,1.48996
35,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,70,39,31,74,0,0,0,0,185,550,0,71,114,149,36,106,36,0.0,2.5,3.4193548387096775,0.5142857142857142,1.1612903225806452,0.4864864864864865,clue:8;collision_intent:70;pi_clear_path:1;pi_entry:35;state:70;target:1,18,52,0.013513513513513598,completed,47,33.891125,3.783827,17.898216,1.971799,9,15.992909,1.822588
36,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,6,6,0,10,0,0,0,0,13,35,0,7,6,13,0,0,0,0.0,1.3,0.0,0.0,0.0,0.0,collision_intent:6;state:6;target:1,2,5,0.10000000000000009,completed,6,0.33442000000000005,0.105628,0.33442000000000005,0.105628,0,0.0,0.0
37,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,336,78,258,270,70,0,11,11,953,2853,0,349,604,701,252,796,252,0.0,3.5296296296296297,3.0852713178294575,0.75,0.9767441860465116,0.9333333333333333,clue:16;collision_intent:348;pi_clear_path:1;pi_entry:251;state:336;target:1,86,261,0.050000000000000044,completed,130,207.256136,19.907165,132.84626,18.382742,53,74.409876,1.847644
38,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.03,11,,,bayesian_pi_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,293,6,287,241,56,3,6,4,830,2486,0,300,530,605,225,818,225,0.0,3.4439834024896268,2.8501742160278747,0.7679180887372014,0.7839721254355401,0.9336099585062241,clue:12;collision_intent:299;pi_entry:225;state:293;target:1,75,230,0.0383817427385893,completed,54,263.18305699999996,32.057945,166.18672400000003,30.165952,48,96.99633299999999,20.908376
