trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,376,90,286,334,46,0,0,0,1450,4347,0,378,1072,770,680,1270,680,0.0,4.341317365269461,4.440559440559441,1.8085106382978724,2.3776223776223775,2.035928143712575,clue:16;collision_intent:377;hipc_entry:680;state:376;target:1,95,392,0.01646706586826352,completed,,,
1,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,91,53,38,95,0,0,1,1,282,842,0,94,188,189,93,176,93,0.0,2.968421052631579,4.631578947368421,1.021978021978022,2.4473684210526314,0.9789473684210527,clue:4;collision_intent:93;hipc_entry:93;state:91;target:1,24,77,0.018421052631578894,completed,,,
2,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,171,98,73,167,8,0,0,0,528,1583,0,172,356,347,181,332,181,0.0,3.161676646706587,4.5479452054794525,1.0584795321637428,2.4794520547945207,1.0838323353293413,clue:4;collision_intent:171;hipc_entry:181;state:171;target:1,43,141,0.019461077844311392,completed,,,
3,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,179,67,112,172,11,1,2,2,652,1952,0,183,469,378,274,517,274,0.0,3.7906976744186047,4.616071428571429,1.5307262569832403,2.4464285714285716,1.5930232558139534,clue:16;collision_intent:182;hipc_clear_bundle:2;hipc_entry:272;state:179;target:1,46,175,0.029069767441860517,completed,,,
4,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,38,24,14,42,0,0,0,0,116,345,0,39,77,81,35,68,35,0.0,2.761904761904762,4.857142857142857,0.9210526315789473,2.5,0.8333333333333334,clue:4;collision_intent:38;hipc_entry:35;state:38;target:1,10,33,0.023809523809523725,completed,,,
5,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,442,122,320,361,85,0,3,3,1578,4731,0,448,1130,906,672,1334,672,0.0,4.371191135734072,4.16875,1.5203619909502262,2.1,1.8614958448753463,clue:16;collision_intent:447;hipc_clear_bundle:2;hipc_entry:670;state:442;target:1,116,425,0.0602493074792243,completed,,,
6,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,73,21,52,77,0,1,0,0,273,816,0,74,199,151,122,231,122,0.0,3.5454545454545454,4.4423076923076925,1.6712328767123288,2.3461538461538463,1.5844155844155845,clue:4;collision_intent:73;hipc_clear_bundle:1;hipc_entry:121;state:73;target:1,19,75,0.009740259740259827,completed,,,
7,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,32,5,27,34,2,2,0,0,130,389,0,33,97,73,57,119,57,0.0,3.823529411764706,4.407407407407407,1.78125,2.111111111111111,1.6764705882352942,clue:8;collision_intent:32;hipc_entry:57;state:32;target:1,8,36,0.044117647058823595,completed,,,
8,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,424,34,390,343,85,1,6,6,1751,5250,0,431,1320,871,880,1683,880,0.0,5.104956268221574,4.315384615384615,2.0754716981132075,2.2564102564102564,2.565597667638484,clue:16;collision_intent:430;hipc_clear_bundle:1;hipc_entry:879;state:424;target:1,107,463,0.07069970845481044,completed,,,
9,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,0,12,16,0,1,0,0,63,187,0,13,50,29,34,63,34,0.0,3.9375,5.25,2.8333333333333335,2.8333333333333335,2.125,clue:4;collision_intent:12;hipc_clear_bundle:2;hipc_entry:32;state:12;target:1,3,17,0.0,completed,,,
10,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,206,29,177,192,18,3,8,6,820,2457,0,217,603,431,389,762,389,0.0,4.270833333333333,4.305084745762712,1.8883495145631068,2.1977401129943503,2.0260416666666665,clue:8;collision_intent:216;hipc_clear_bundle:1;hipc_entry:388;state:206;target:1,52,223,0.0234375,completed,,,
11,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.5,181,,,hipc_topk_50,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,190,82,108,186,8,0,0,0,669,2003,0,191,478,385,284,504,284,0.0,3.596774193548387,4.666666666666667,1.4947368421052631,2.6296296296296298,1.5268817204301075,clue:4;collision_intent:190;hipc_entry:284;state:190;target:1,48,170,0.005376344086021501,completed,,,
