trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,messages_delivered_to_robot,messages_dropped_to_robot
20,dcta_parity_v1,custom,21a5c6aa59fbb4b61f1ba0a81ce2bfadcfd091314e5acf6ef168b321809633c2,8460966d1e6111c535566bbddb976d2704734ea1972899560f7dbad57a19f6b0,DGA,ideal,1.0,19,361,1.0,361,2,180.5,180.5,scale_g19_r2_dga_topk100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\cap_diagnostics\20260726_1143\scale_g19_r2_dga_topk100_trial20\scenario.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 20. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,
20,dcta_parity_v1,custom,21a5c6aa59fbb4b61f1ba0a81ce2bfadcfd091314e5acf6ef168b321809633c2,8460966d1e6111c535566bbddb976d2704734ea1972899560f7dbad57a19f6b0,DGA,ideal,1.0,19,361,1.0,361,2,180.5,180.5,scale_g19_r2_dga_topk100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\cap_diagnostics\20260726_1143\scale_g19_r2_dga_topk100_trial20\scenario.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 20. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,
