trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status
0,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,23,4,1,19,5,0,0,0,0,0.0,0,0,78,49,29,361,0,92,8718.842324999996,94.77002527173909,96.677396,131.482923,188.015238,8710.045122000001,94.67440350000001,96.56979899999999,131.33784,187.842477,87,8.797202999999998,0.10111727586206894,0.100796,0.206616,0.26911,completed
0,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,37,13,0,37,1,0,0,0,0,0.0,0,0,106,77,29,333,0,76,6632.022608999998,87.26345538157892,92.9365955,135.359465,172.356468,6626.821424999998,87.19501874999997,92.894373,135.333578,172.212057,70,5.201184,0.07430262857142857,0.051182,0.224248,0.273782,completed
0,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,45,13,1,40,6,1,0,0,0,0.0,0,0,132,93,39,308,0,71,5981.505299000001,84.24655350704226,98.184618,124.105982,162.828496,5974.031913999999,84.14129456338027,98.068238,123.937252,162.55945,60,7.473385000000002,0.1245564166666667,0.116956,0.227159,0.279413,completed
0,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,48,20,0,49,0,0,0,0,0,0.0,0,0,124,98,26,315,0,64,5590.020719999999,87.34407374999998,94.2224205,109.61287,165.333864,5585.478809000002,87.27310639062503,94.1833665,109.579783,165.300841,57,4.541911,0.07968264912280701,0.039007,0.239735,0.294773,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,27,8,0,28,0,0,0,0,0,0.0,0,0,82,58,24,326,0,87,8177.341161,93.99242713793103,96.41507,125.512,225.658545,8170.533251000003,93.91417529885061,96.358016,125.34727,225.503767,84,6.80791,0.08104654761904762,0.055902,0.206073,0.253335,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,48,13,1,46,3,0,0,0,0,0.0,0,0,128,99,29,281,0,58,5178.006761,89.27597863793103,94.536453,118.433094,195.981666,5173.2257500000005,89.19354741379311,94.488599,118.27006,195.835815,52,4.7810109999999995,0.09194251923076922,0.054238,0.250295,0.25855,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,38,16,0,39,0,0,0,0,0,0.0,0,0,108,79,29,300,0,77,6694.247425,86.93827824675324,90.030095,138.652004,167.458337,6689.592107000001,86.87781957142859,90.009008,138.643812,167.232777,67,4.655318,0.06948235820895522,0.022943,0.213944,0.26415,completed
1,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,32,13,0,33,0,0,0,0,0,0.0,0,0,91,66,25,317,0,86,7464.587854000001,86.79753318604652,90.34600499999999,123.289489,162.8395,7460.195535000002,86.74645970930234,90.337941,123.104664,162.601749,77,4.3923190000000005,0.057043103896103904,0.026079,0.230199,0.257622,completed
2,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,36,15,0,36,1,0,0,0,0,0.0,0,0,97,74,23,305,0,54,4349.259493,80.54184246296296,90.49175349999999,105.757975,193.300479,4345.883044,80.47931562962964,90.4605705,105.749816,193.083687,45,3.376449,0.07503220000000001,0.036734,0.216792,0.264438,completed
2,known_visit,DGA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,41,16,0,42,0,1,0,0,0,0.0,0,0,106,84,22,296,0,49,3739.8404909999995,76.3232753265306,92.616602,145.733034,184.527349,3736.7255020000002,76.25970412244898,92.586235,145.6731,184.517206,36,3.1149890000000005,0.08652747222222223,0.0555495,0.246103,0.280246,completed
