condition_index,condition_id,suite,environment,runner,grid_size,grid_cells,robot_count,target_count,pair_key,algorithm_key,algorithm_name,algorithm_import,top_k_rate,top_k_max_cells,top_k_basis,comm_label,comm_model,comm_level,scenario_file,scenario_sha256,seed,num_trials,out_dir,working_directory,weight,command
134,scale_g14_r4_dmchba_topk050,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.5,98,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dmchba\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,91,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dmchba\\topk_050"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dmchba_topk050"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
135,scale_g14_r4_dmchba_topk025,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.25,49,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dmchba\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,89,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dmchba\\topk_025"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dmchba_topk025"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
136,scale_g14_r4_dmchba_topk010,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.1,20,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dmchba\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,88,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dmchba\\topk_010"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dmchba_topk010"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
137,scale_g14_r4_dmchba_topk005,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.05,10,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dmchba\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,88,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dmchba\\topk_005"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dmchba_topk005"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
138,scale_g14_r4_dga_topk100,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,1,196,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dga\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,115,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dga\\topk_100"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dga_topk100"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
139,scale_g14_r4_dga_topk075,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.75,147,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dga\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,113,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dga\\topk_075"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dga_topk075"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
140,scale_g14_r4_dga_topk050,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.5,98,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dga\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,111,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dga\\topk_050"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dga_topk050"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
141,scale_g14_r4_dga_topk025,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.25,49,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dga\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,109,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dga\\topk_025"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dga_topk025"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
142,scale_g14_r4_dga_topk010,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.1,20,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dga\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,108,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dga\\topk_010"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dga_topk010"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
143,scale_g14_r4_dga_topk005,scale,scale_g14_r4,clue,14,196,4,1,clue_g14,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.05,10,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g14_n50.csv,d9da52d694264b0e61eacce63be8c39aec13a5d875ee1a04def1cc4de76c9066,834126,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g14_r4\dga\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,108,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g14_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""834126"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g14_r4\\dga\\topk_005"", ""--grid-size"", ""14"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g14_r4_dga_topk005"", ""--target-cells-per-robot"", ""49.000000000"", ""--actual-cells-per-robot"", ""49.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
144,scale_g28_r4_cbaa_topk100,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,cbaa,CBAA,benchmark_sim.algorithms.CBAA:CBAAAllocator,1,784,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\cbaa\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,49,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\cbaa\\topk_100"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_cbaa_topk100"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
145,scale_g28_r4_cbaa_topk075,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,cbaa,CBAA,benchmark_sim.algorithms.CBAA:CBAAAllocator,0.75,588,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\cbaa\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,41,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\cbaa\\topk_075"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_cbaa_topk075"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
146,scale_g28_r4_cbaa_topk050,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,cbaa,CBAA,benchmark_sim.algorithms.CBAA:CBAAAllocator,0.5,392,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\cbaa\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,33,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\cbaa\\topk_050"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_cbaa_topk050"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
147,scale_g28_r4_cbaa_topk025,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,cbaa,CBAA,benchmark_sim.algorithms.CBAA:CBAAAllocator,0.25,196,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\cbaa\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,25,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\cbaa\\topk_025"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_cbaa_topk025"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
