condition_index,condition_id,suite,environment,runner,grid_size,grid_cells,robot_count,target_count,pair_key,algorithm_key,algorithm_name,algorithm_import,top_k_rate,top_k_max_cells,top_k_basis,comm_label,comm_model,comm_level,scenario_file,scenario_sha256,seed,num_trials,out_dir,working_directory,weight,command
148,scale_g28_r4_cbaa_topk010,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,cbaa,CBAA,benchmark_sim.algorithms.CBAA:CBAAAllocator,0.1,78,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\cbaa\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,21,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\cbaa\\topk_010"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_cbaa_topk010"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
149,scale_g28_r4_cbaa_topk005,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,cbaa,CBAA,benchmark_sim.algorithms.CBAA:CBAAAllocator,0.05,39,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\cbaa\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,19,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\cbaa\\topk_005"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_cbaa_topk005"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
150,scale_g28_r4_acbba_topk100,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,1,784,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\acbba\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,64,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\acbba\\topk_100"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_acbba_topk100"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
151,scale_g28_r4_acbba_topk075,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,0.75,588,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\acbba\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,56,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\acbba\\topk_075"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_acbba_topk075"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
152,scale_g28_r4_acbba_topk050,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,0.5,392,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\acbba\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,48,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\acbba\\topk_050"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_acbba_topk050"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
153,scale_g28_r4_acbba_topk025,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,0.25,196,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\acbba\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,40,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\acbba\\topk_025"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_acbba_topk025"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
154,scale_g28_r4_acbba_topk010,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,0.1,78,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\acbba\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,36,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\acbba\\topk_010"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_acbba_topk010"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
155,scale_g28_r4_acbba_topk005,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,0.05,39,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\acbba\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,34,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\acbba\\topk_005"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_acbba_topk005"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
156,scale_g28_r4_pi_topk100,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,1,784,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\pi\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,64,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\pi\\topk_100"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_pi_topk100"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
157,scale_g28_r4_pi_topk075,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.75,588,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\pi\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,56,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\pi\\topk_075"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_pi_topk075"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
158,scale_g28_r4_pi_topk050,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.5,392,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\pi\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,48,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\pi\\topk_050"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_pi_topk050"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
159,scale_g28_r4_pi_topk025,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.25,196,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\pi\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,40,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\pi\\topk_025"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_pi_topk025"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
160,scale_g28_r4_pi_topk010,scale,scale_g28_r4,clue,28,784,4,1,clue_g28,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.1,78,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g28_n50.csv,ae14bee1828d1c0dcb7b43653aba724543f73a298e3ecda5443cfe335ed0f6b2,848252,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g28_r4\pi\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,36,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g28_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""848252"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g28_r4\\pi\\topk_010"", ""--grid-size"", ""28"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g28_r4_pi_topk010"", ""--target-cells-per-robot"", ""196.000000000"", ""--actual-cells-per-robot"", ""196.000000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
