trial_label,algorithm,trial_number,variant,target_location,source_episode,match_status,review_flag,review_reasons,match_method,robot_count,robot_ids,source_batches,source_config_sequences,top_k_rate,top_k_max_cells,drop_rate,trial_mode,commitment_horizon,logic_revision,scenario_sha256,source_structural_repair_rows,total_steps,avg_steps_per_robot,total_msgs_sent,total_msgs_received,message_receive_to_send_pct,total_bytes_sent,total_bytes_received,avg_trial_time_ms,total_trial_time_ms,min_trial_time_ms,max_trial_time_ms,trial_time_range_ms,trial_time_relative_range_pct,avg_motor_time_ms,total_motor_time_ms,avg_compute_time_ms,total_compute_time_ms,total_candidate_filter_calls,total_filter_time_us,avg_filter_time_per_call_us,max_filter_time_us,total_allocator_calls,total_allocator_solve_time_us,total_allocator_time_us,avg_allocator_time_per_call_us,max_allocator_time_us,avg_robot_allocator_time_pct,combined_allocator_time_pct_of_trial,weighted_mean_step_time_ms,avg_cpu_util_pct,max_cpu_util_pct,max_mem_used_peak,min_mem_free_min,total_task_cell_replans,total_path_replans,total_collision_prevention_events,total_topic_1_sent,total_topic_1_received,total_topic_2_sent,total_topic_2_received,total_topic_3_sent,total_topic_3_received,total_topic_4_sent,total_topic_4_received,total_topic_5_sent,total_topic_5_received
DMCHBA 3,DMCHBA,3,,3/11,232,matched_review,yes,duplicate_rows_duration_cluster_selected:range_ms=421,minimum_four_robot_trial_time_range,4,00;01;02;03,initial_recovery,1,0.05,18,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,29,7.25,65,195,300.0,570,2100,14214.25,56857.0,14002.0,14423.0,421.0,2.961816486976098,8556.25,34225.0,5658.0,22632.0,4,1283650.0,320912.5,336648.0,6,2668402.0,3960171.0,660028.5,1015300.0,6.965203499999999,6.965142374729585,1960.5862068965516,14.5,15.0,227680,1888,0,0,0,28,84,32,96,0,0,4,12,1,3
HIPC 3,HIPC,3,,3/11,232,matched_review,yes,robot_trial_time_range_gt_10pct:10.97%,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,28,7,82,234,285.3658536585366,1354,4182,17524.75,70099.0,16735.0,18658.0,1923.0,10.973052397323785,7775.25,31101.0,9749.5,38998.0,6,11809023.0,1968170.5,2168175.0,6,7063259.0,18912040.0,3152006.6666666665,3371017.0,26.712845,26.979043923593775,2503.535714285714,33.25,44.0,217232,12336,0,0,0,27,81,31,87,19,51,4,12,1,3
