trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,42,13,0,42,1,0,0,0,0,0.0,0,0,110,88,22,313,0,46,76.38197199999998,1.6604776521739126,1.631971,2.677916,3.258918,69.79194499999998,1.5172161956521735,1.520951,2.309034,2.69113,65,6.590027,0.10138503076923078,0.091837,0.248982,0.292086,completed
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,38,14,2,36,3,0,0,0,0,0.0,0,0,106,82,24,317,0,47,79.194946,1.6849988510638299,1.619395,2.970672,3.157162,72.42543900000001,1.540966787234043,1.506215,2.533729,2.612958,66,6.769507000000002,0.10256828787878791,0.098268,0.243799,0.274422,completed
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,45,14,0,46,0,0,1,1,0,0.0,0,0,115,95,20,309,0,36,64.78388199999998,1.799552277777777,1.7083845,3.152874,3.179881,58.78513099999999,1.6329203055555555,1.5803090000000002,2.63075,2.640381,54,5.9987509999999995,0.11108798148148147,0.100444,0.257751,0.27967,completed
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,34,9,0,35,0,0,0,0,0,0.0,0,0,93,74,19,330,0,54,84.21393300000001,1.559517277777778,1.5366300000000002,2.851189,3.433727,77.452457,1.4343047592592593,1.429754,2.441188,2.856116,68,6.761476000000001,0.0994334705882353,0.09801199999999999,0.243735,0.300885,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,50,12,1,50,1,0,0,0,0,0.0,0,0,123,103,20,343,0,50,74.81697300000002,1.4963394600000004,1.3238545,2.698458,3.089004,68.93086000000001,1.3786172,1.2664645,2.323784,2.576576,68,5.886112999999999,0.08656048529411764,0.057485999999999995,0.245783,0.258198,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,35,5,4,31,5,0,0,0,0,0.0,0,0,95,76,19,371,0,70,90.12225699999999,1.2874608142857142,1.0030665,2.419046,3.345827,84.04743999999997,1.200677714285714,0.9690835,2.12053,2.819926,83,6.074816999999999,0.07319056626506022,0.031518,0.235351,0.268342,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,57,20,0,58,0,0,0,0,0,0.0,0,0,144,116,28,323,0,41,73.702621,1.7976249024390243,1.614852,2.897556,3.245254,66.694306,1.6266903902439023,1.505736,2.461413,2.72137,68,7.008315,0.10306345588235294,0.09918099999999999,0.255254,0.279286,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,36,13,0,36,1,0,0,0,0,0.0,0,0,105,78,27,361,0,71,94.60970700000004,1.3325310845070428,1.013306,2.598111,3.098828,87.668563,1.2347684929577465,0.956956,2.249773,2.582431,92,6.941144,0.07544721739130435,0.04554999999999999,0.229559,0.25999,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,36,15,0,36,1,0,0,0,0,0.0,0,0,90,74,16,293,0,52,69.20480200000002,1.3308615769230772,1.1002785,2.877844,3.15537,64.25779200000001,1.2357267692307694,1.05996,2.459908,2.636478,67,4.94701,0.07383597014925372,0.046142,0.238359,0.261078,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,33,8,1,29,5,0,1,1,0,0.0,0,0,81,69,12,302,0,61,82.188797,1.3473573278688524,1.168788,2.595199,3.124875,76.19325000000003,1.249069672131148,1.12111,2.261964,2.607965,72,5.995547000000001,0.08327148611111113,0.052253999999999995,0.241783,0.261079,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,36,15,0,37,0,0,1,1,0,0.0,0,0,96,76,20,287,0,56,82.09888199999999,1.466051464285714,1.2839040000000002,2.846486,3.185705,75.29075200000001,1.3444777142857145,1.220082,2.430245,2.657149,74,6.808130000000001,0.09200175675675677,0.066621,0.236695,0.269526,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,48,12,3,43,6,1,0,0,0,0.0,0,0,117,98,19,267,0,36,62.433954,1.7342765,1.693392,2.668764,3.110347,56.80853400000001,1.5780148333333335,1.5777485,2.295402,2.591487,50,5.625419999999999,0.11250839999999998,0.1031,0.243351,0.262198,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,52,18,0,53,0,1,0,0,0,0.0,0,0,133,106,27,306,0,37,64.19081,1.7348867567567567,1.618468,2.960465,3.073613,58.75130400000001,1.5878730810810815,1.515176,2.515138,2.564864,56,5.439506000000001,0.09713403571428572,0.07825299999999999,0.24127,0.256342,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,34,11,0,34,1,0,2,1,0,0.0,0,0,94,75,19,344,0,61,84.075824,1.3782921967213115,1.060664,2.895891,3.120587,77.648065,1.2729190983606558,1.022426,2.459395,2.55616,76,6.427759,0.08457577631578947,0.0446065,0.249943,0.333779,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,32,7,1,31,2,1,2,1,1,5.0,1,0,100,74,26,338,0,66,93.09021499999997,1.4104578030303025,1.169764,2.826358,3.149259,86.32876699999998,1.308011621212121,1.11751,2.416036,2.768119,84,6.761448000000001,0.08049342857142858,0.052078,0.22908,0.277238,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,41,14,0,40,2,0,0,0,0,0.0,0,0,112,88,24,326,0,51,78.24337400000002,1.534183803921569,1.530311,2.892436,3.105004,71.943258,1.4106521176470588,1.437322,2.455334,2.584287,70,6.300116000000001,0.09000165714285716,0.0639655,0.238103,0.26447,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,35,11,0,32,4,0,0,0,0,0.0,0,0,93,75,18,324,0,43,100.88470600000001,2.3461559534883722,1.475881,3.103948,18.394096,95.11448899999999,2.211964860465116,1.394061,2.593343,18.109691,57,5.770216999999999,0.10123187719298243,0.086493,0.249719,0.258358,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,43,12,1,43,1,0,2,2,0,0.0,0,0,114,92,22,303,0,38,88.595821,2.3314689736842107,1.731423,5.314137,17.945152,81.55406900000001,2.146159710526316,1.602932,5.049475,17.78567,58,7.041752000000001,0.12140951724137933,0.105244,0.256151,0.264662,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,45,16,0,46,0,1,0,0,0,0.0,0,0,120,91,29,298,0,39,78.197266,2.0050581025641026,1.806909,3.149322,6.153977,70.43788,1.8060994871794873,1.656099,2.647325,5.868644,63,7.759385999999999,0.12316485714285713,0.11526,0.25519,0.26255,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,33,11,2,30,4,0,1,1,0,0.0,0,0,91,71,20,326,0,49,143.538567,2.929358510204082,1.554246,17.691658,21.626423,127.972112,2.611675755102041,1.446538,17.569006,21.516859,65,15.566455,0.23948392307692307,0.102044,0.25263,8.915923,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,39,12,0,38,2,0,0,0,0,0.0,0,0,104,83,21,325,0,54,77.77242,1.44023,1.250241,2.794168,3.131691,71.98738700000001,1.3330997592592595,1.1965945,2.397159,2.611743,70,5.785032999999999,0.08264332857142856,0.0470545,0.240919,0.262902,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,41,14,1,40,2,0,1,1,0,0.0,0,0,114,88,26,315,0,51,75.89037499999999,1.4880465686274509,1.289488,2.853589,3.144138,69.85584799999998,1.3697225098039212,1.221587,2.426053,2.620125,72,6.034527,0.083812875,0.047374,0.242295,0.266582,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,29,8,2,27,3,0,1,1,0,0.0,0,0,87,66,21,342,0,66,90.67113,1.3738050000000002,1.1403575,2.826102,3.193673,83.942076,1.2718496363636365,1.0897835,2.423461,2.712795,81,6.729053999999999,0.08307474074074073,0.049118,0.237751,0.261654,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,47,16,0,48,0,0,0,0,0,0.0,0,0,125,98,27,305,0,43,71.80733,1.669937906976744,1.548902,2.92309,3.074381,65.809895,1.5304626744186045,1.451754,2.488131,2.561984,65,5.997434999999999,0.09226823076923076,0.063197,0.232696,0.258935,completed
6,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,35,13,0,36,0,1,1,1,0,0.0,0,0,98,76,22,299,0,45,70.315476,1.5625661333333334,1.478152,2.838838,3.109996,64.458798,1.4324177333333334,1.393292,2.417638,2.59235,62,5.8566780000000005,0.09446254838709678,0.085725,0.246743,0.261335,completed
