trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,host_trial_runtime_ms,robot_id,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,allocator_time_pct,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,allocator_host_runtime_pct,trial_status
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,366.844154,00,46,76.38197199999998,1.6604776521739126,1.631971,2.677916,3.258918,69.79194499999998,1.5172161956521735,1.520951,2.309034,2.69113,20.821368193317312,65,6.590027,0.10138503076923078,0.091837,0.248982,0.292086,20.821368193317312,completed
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,366.844154,01,47,79.194946,1.6849988510638299,1.619395,2.970672,3.157162,72.42543900000001,1.540966787234043,1.506215,2.533729,2.612958,21.58817174445146,66,6.769507000000002,0.10256828787878791,0.098268,0.243799,0.274422,21.58817174445146,completed
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,366.844154,02,36,64.78388199999998,1.799552277777777,1.7083845,3.152874,3.179881,58.78513099999999,1.6329203055555555,1.5803090000000002,2.63075,2.640381,17.659783124143768,54,5.9987509999999995,0.11108798148148147,0.100444,0.257751,0.27967,17.659783124143768,completed
0,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,366.844154,03,54,84.21393300000001,1.559517277777778,1.5366300000000002,2.851189,3.433727,77.452457,1.4343047592592593,1.429754,2.441188,2.856116,22.956324117952285,68,6.761476000000001,0.0994334705882353,0.09801199999999999,0.243735,0.300885,22.956324117952285,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,404.328319,00,50,74.81697300000002,1.4963394600000004,1.3238545,2.698458,3.089004,68.93086000000001,1.3786172,1.2664645,2.323784,2.576576,18.504015050204785,68,5.886112999999999,0.08656048529411764,0.057485999999999995,0.245783,0.258198,18.504015050204785,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,404.328319,01,70,90.12225699999999,1.2874608142857142,1.0030665,2.419046,3.345827,84.04743999999997,1.200677714285714,0.9690835,2.12053,2.819926,22.289375432048327,83,6.074816999999999,0.07319056626506022,0.031518,0.235351,0.268342,22.289375432048327,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,404.328319,02,41,73.702621,1.7976249024390243,1.614852,2.897556,3.245254,66.694306,1.6266903902439023,1.505736,2.461413,2.72137,18.22840932395833,68,7.008315,0.10306345588235294,0.09918099999999999,0.255254,0.279286,18.22840932395833,completed
1,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,404.328319,03,71,94.60970700000004,1.3325310845070428,1.013306,2.598111,3.098828,87.668563,1.2347684929577465,0.956956,2.249773,2.582431,23.39922843742242,92,6.941144,0.07544721739130435,0.04554999999999999,0.229559,0.25999,23.39922843742242,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,353.350196,00,52,69.20480200000002,1.3308615769230772,1.1002785,2.877844,3.15537,64.25779200000001,1.2357267692307694,1.05996,2.459908,2.636478,19.58533001634447,67,4.94701,0.07383597014925372,0.046142,0.238359,0.261078,19.58533001634447,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,353.350196,01,61,82.188797,1.3473573278688524,1.168788,2.595199,3.124875,76.19325000000003,1.249069672131148,1.12111,2.261964,2.607965,23.259870216684412,72,5.995547000000001,0.08327148611111113,0.052253999999999995,0.241783,0.261079,23.259870216684412,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,353.350196,02,56,82.09888199999999,1.466051464285714,1.2839040000000002,2.846486,3.185705,75.29075200000001,1.3444777142857145,1.220082,2.430245,2.657149,23.23442378959371,74,6.808130000000001,0.09200175675675677,0.066621,0.236695,0.269526,23.23442378959371,completed
2,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,353.350196,03,36,62.433954,1.7342765,1.693392,2.668764,3.110347,56.80853400000001,1.5780148333333335,1.5777485,2.295402,2.591487,17.669143729582085,50,5.625419999999999,0.11250839999999998,0.1031,0.243351,0.262198,17.669143729582085,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,387.677041,00,37,64.19081,1.7348867567567567,1.618468,2.960465,3.073613,58.75130400000001,1.5878730810810815,1.515176,2.515138,2.564864,16.55780539245294,56,5.439506000000001,0.09713403571428572,0.07825299999999999,0.24127,0.256342,16.55780539245294,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,387.677041,01,61,84.075824,1.3782921967213115,1.060664,2.895891,3.120587,77.648065,1.2729190983606558,1.022426,2.459395,2.55616,21.687078446309126,76,6.427759,0.08457577631578947,0.0446065,0.249943,0.333779,21.687078446309126,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,387.677041,02,66,93.09021499999997,1.4104578030303025,1.169764,2.826358,3.149259,86.32876699999998,1.308011621212121,1.11751,2.416036,2.768119,24.01231054588037,84,6.761448000000001,0.08049342857142858,0.052078,0.22908,0.277238,24.01231054588037,completed
3,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,387.677041,03,51,78.24337400000002,1.534183803921569,1.530311,2.892436,3.105004,71.943258,1.4106521176470588,1.437322,2.455334,2.584287,20.182617417367265,70,6.300116000000001,0.09000165714285716,0.0639655,0.238103,0.26447,20.182617417367265,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,500.460339,00,43,100.88470600000001,2.3461559534883722,1.475881,3.103948,18.394096,95.11448899999999,2.211964860465116,1.394061,2.593343,18.109691,20.158381821341493,57,5.770216999999999,0.10123187719298243,0.086493,0.249719,0.258358,20.158381821341493,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,500.460339,01,38,88.595821,2.3314689736842107,1.731423,5.314137,17.945152,81.55406900000001,2.146159710526316,1.602932,5.049475,17.78567,17.7028655611409,58,7.041752000000001,0.12140951724137933,0.105244,0.256151,0.264662,17.7028655611409,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,500.460339,02,39,78.197266,2.0050581025641026,1.806909,3.149322,6.153977,70.43788,1.8060994871794873,1.656099,2.647325,5.868644,15.625067544063667,63,7.759385999999999,0.12316485714285713,0.11526,0.25519,0.26255,15.625067544063667,completed
4,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,500.460339,03,49,143.538567,2.929358510204082,1.554246,17.691658,21.626423,127.972112,2.611675755102041,1.446538,17.569006,21.516859,28.68130715149438,65,15.566455,0.23948392307692307,0.102044,0.25263,8.915923,28.68130715149438,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.822611,00,54,77.77242,1.44023,1.250241,2.794168,3.131691,71.98738700000001,1.3330997592592595,1.1965945,2.397159,2.611743,20.422216999084647,70,5.785032999999999,0.08264332857142856,0.0470545,0.240919,0.262902,20.422216999084647,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.822611,01,51,75.89037499999999,1.4880465686274509,1.289488,2.853589,3.144138,69.85584799999998,1.3697225098039212,1.221587,2.426053,2.620125,19.928011837511402,72,6.034527,0.083812875,0.047374,0.242295,0.266582,19.928011837511402,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.822611,02,66,90.67113,1.3738050000000002,1.1403575,2.826102,3.193673,83.942076,1.2718496363636365,1.0897835,2.423461,2.712795,23.809282164708442,81,6.729053999999999,0.08307474074074073,0.049118,0.237751,0.261654,23.809282164708442,completed
5,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.822611,03,43,71.80733,1.669937906976744,1.548902,2.92309,3.074381,65.809895,1.5304626744186045,1.451754,2.488131,2.561984,18.85584729631508,65,5.997434999999999,0.09226823076923076,0.063197,0.232696,0.258935,18.85584729631508,completed
6,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,356.803159,00,45,70.315476,1.5625661333333334,1.478152,2.838838,3.109996,64.458798,1.4324177333333334,1.393292,2.417638,2.59235,19.70707776160693,62,5.8566780000000005,0.09446254838709678,0.085725,0.246743,0.261335,19.70707776160693,completed
6,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,356.803159,01,47,84.699521,1.8021174680851064,1.810749,2.725434,3.09742,76.64001799999998,1.6306386808510636,1.656545,2.346984,2.576,23.738444815731018,68,8.059503,0.11852210294117646,0.1140115,0.259094,0.386418,23.738444815731018,completed
6,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,356.803159,02,51,75.38345000000001,1.4781068627450982,1.255921,2.877333,3.3121,69.20246599999999,1.3569110980392154,1.196499,2.453253,2.751321,21.127461486404613,67,6.1809840000000005,0.09225349253731344,0.086685,0.247671,0.295989,21.127461486404613,completed
6,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,356.803159,03,40,66.37543600000002,1.6593859000000006,1.6641295,2.93237,3.129931,60.36103400000001,1.5090258500000002,1.54447,2.50045,2.579871,18.60281623795826,55,6.014401999999999,0.1093527636363636,0.104284,0.259702,0.283094,18.60281623795826,completed
7,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,439.052817,00,49,84.071766,1.7157503265306122,1.623363,2.770168,3.320131,76.628242,1.5638416734693878,1.53079,2.417029,2.642621,19.148440175023403,68,7.443524,0.10946358823529412,0.101437,0.254519,0.371698,19.148440175023403,completed
7,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,439.052817,01,59,98.61100300000004,1.6713729322033906,1.592484,2.971793,3.270949,90.36333999999998,1.5315820338983048,1.482377,2.514561,2.741209,22.45994085035105,76,8.247663000000001,0.10852188157894738,0.0968765,0.259255,0.312084,22.45994085035105,completed
7,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,439.052817,02,62,100.26827600000001,1.6172302580645164,1.547238,2.768601,3.094988,92.22857999999998,1.4875577419354835,1.4397380000000002,2.242636,2.554783,22.837406370632625,75,8.039695999999998,0.10719594666666664,0.100029,0.251031,0.346836,22.837406370632625,completed
7,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,439.052817,03,53,86.16848600000002,1.625820490566038,1.635747,3.093164,3.262854,78.77858800000001,1.486388452830189,1.545414,2.591359,2.722395,19.62599547561951,72,7.3898980000000005,0.10263747222222223,0.0919165,0.258262,0.280277,19.62599547561951,completed
8,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,447.534391,00,39,67.66395800000002,1.7349732820512827,1.58842,3.04235,3.117067,61.62233300000001,1.580059820512821,1.487912,2.498147,2.594911,15.119275604452936,62,6.041624999999999,0.09744556451612901,0.0671815,0.231863,0.31234,15.119275604452936,completed
8,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,447.534391,01,54,131.415402,2.4336185555555554,1.527799,16.946022,21.022317,124.80255899999999,2.3111585,1.426187,16.890024,20.984302,29.36431359081854,66,6.612843,0.1001945909090909,0.080205,0.245463,0.316852,29.36431359081854,completed
8,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,447.534391,02,48,82.842146,1.7258780416666666,1.257121,2.88578,13.323117,77.40446500000002,1.6125930208333337,1.2006275,2.449444,13.261231,18.510788816674424,64,5.437681,0.084963765625,0.060798,0.221048,0.257462,18.510788816674424,completed
8,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,447.534391,03,46,72.77046299999999,1.5819665869565216,1.424395,2.891668,3.068365,66.782786,1.451799695652174,1.3411024999999999,2.521987,2.603231,16.260306350400676,64,5.987676999999999,0.09355745312499998,0.074717,0.238391,0.257718,16.260306350400676,completed
9,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,323.91956,00,43,66.706011,1.551302581395349,1.435339,2.57072,3.029679,61.077836000000005,1.4204147906976745,1.35035,2.231437,2.522882,20.59338775342866,60,5.628174999999999,0.09380291666666665,0.076957,0.237271,0.254966,20.59338775342866,completed
9,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,323.91956,01,43,67.96497899999999,1.5805809069767438,1.266576,2.658621,3.006703,62.26167100000001,1.4479458372093026,1.21429,2.294762,2.503617,20.982054618745465,61,5.703307999999999,0.09349685245901637,0.063486,0.233623,0.254743,20.982054618745465,completed
9,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,323.91956,02,49,75.25100900000001,1.5357348775510207,1.486153,2.692187,3.199816,69.124959,1.4107134489795918,1.402061,2.309289,2.632125,23.23138775565144,66,6.126049999999998,0.09281893939393937,0.066462,0.240087,0.309332,23.23138775565144,completed
9,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,323.91956,03,35,58.39004199999999,1.668286914285714,1.591461,3.004815,3.011407,53.142239000000004,1.5183496857142857,1.489801,2.50205,2.535137,18.02609326834106,52,5.247803000000001,0.10091928846153848,0.0853885,0.241431,0.253143,18.02609326834106,completed
10,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.492837,00,39,67.82316200000001,1.7390554358974362,1.675105,2.870613,3.1954,61.75471300000001,1.5834541794871797,1.554181,2.436709,2.685083,17.825082473234577,58,6.068449000000002,0.1046284310344828,0.09450900000000001,0.250519,0.265974,17.825082473234577,completed
10,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.492837,01,59,86.62840700000001,1.4682780847457628,1.149397,2.879636,3.042766,79.853136,1.3534429830508476,1.099414,2.45194,2.55808,22.767421243202012,75,6.775271,0.09033694666666667,0.062014,0.239223,0.258903,22.767421243202012,completed
10,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.492837,02,38,64.365783,1.693836394736842,1.6825615,2.910259,3.190216,58.613038,1.5424483684210528,1.5545179999999998,2.455779,2.64182,16.916424368850862,59,5.752745000000001,0.0975041525423729,0.09078,0.246103,0.284149,16.916424368850862,completed
10,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,380.492837,03,64,101.35396300000004,1.5836556718750006,1.5833965,2.607902,3.081356,93.012445,1.453319453125,1.4711125,2.249195,2.56208,26.63754823852309,79,8.341517999999999,0.10558883544303796,0.093085,0.239543,0.263958,26.63754823852309,completed
11,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,327.376489,00,33,58.460471,1.7715294242424242,1.592421,3.075181,4.908456,51.98522400000001,1.5753098181818184,1.491337,2.56048,2.847413,17.857260055104323,50,6.475246999999999,0.12950493999999999,0.080941,0.25919,1.719327,17.857260055104323,completed
11,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,327.376489,01,54,75.188194,1.3923739629629628,1.1401335000000001,3.013071,3.398433,69.722477,1.2911569814814814,1.1006305,2.536705,3.162122,22.96688874319255,66,5.465716999999999,0.08281389393939392,0.050893999999999995,0.240471,0.261814,22.96688874319255,completed
11,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,327.376489,02,46,70.862278,1.5404843043478262,1.486249,2.853526,3.204648,64.828069,1.409305847826087,1.388652,2.417639,2.648476,21.645500022452744,61,6.034209000000001,0.09892145901639346,0.093821,0.226968,0.296821,21.645500022452744,completed
11,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,327.376489,03,36,66.428459,1.8452349722222223,1.7672940000000001,3.075725,3.977835,59.895064999999995,1.6637518055555554,1.6282755,2.554049,3.276996,20.29115139053251,56,6.5333939999999995,0.11666774999999999,0.10086,0.260054,0.464687,20.29115139053251,completed
12,known_visit,PI,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_pi_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,356.553637,00,50,73.186795,1.4637359,1.2836319999999999,2.608094,3.078509,67.40039100000001,1.3480078200000003,1.2148349999999999,2.253356,2.558112,20.52616700695722,66,5.786404000000001,0.08767278787878789,0.071053,0.242295,0.261014,20.52616700695722,completed
