trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
104,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,211,123,88,203,12,0,0,0,493,1476,0,,226,267,449,44,247,44,0.0,2.4285714285714284,2.8068181818181817,0.20853080568720378,0.5,0.21674876847290642,clue:12;collision_intent:225;hipc_clear_bundle:11;hipc_entry:33;state:211;target:1,78,187,0.19088669950738923,778,1144.1448369999998,29.690875,247.96435799999995,15.763786,657,896.1804789999999,29.198027
105,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,9,9,0,13,0,0,0,0,19,55,0,,10,9,19,0,0,0,0.0,1.4615384615384615,0.0,0.0,0.0,0.0,collision_intent:9;state:9;target:1,3,7,0.05769230769230771,8,0.454766,0.122404,0.454766,0.122404,0,0.0,0.0
106,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,195,0,195,181,18,0,0,0,530,1586,0,,227,303,434,96,530,96,0.0,2.9281767955801103,2.717948717948718,0.49230769230769234,0.49230769230769234,0.5303867403314917,clue:12;collision_intent:226;hipc_clear_bundle:31;hipc_entry:65;state:195;target:1,64,175,0.12016574585635365,1478,2783.7297430000003,18.067246,597.977486,16.501883,1477,2185.7522569999996,17.625824
107,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,50,46,4,54,0,0,0,0,110,327,0,,54,56,108,2,18,2,0.0,2.037037037037037,4.5,0.04,0.5,0.037037037037037035,clue:4;collision_intent:53;hipc_entry:2;state:50;target:1,16,36,0.07407407407407418,91,89.128204,2.379625,14.136751000000002,0.365835,47,74.991453,2.08048
108,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,209,189,20,213,0,0,0,0,433,1295,0,,213,220,426,7,55,7,0.0,2.032863849765258,2.75,0.03349282296650718,0.35,0.03286384976525822,clue:4;collision_intent:212;hipc_entry:7;state:209;target:1,68,145,0.073943661971831,413,285.52924499999995,1.409099,64.597914,0.393067,226,220.93133100000003,1.046048
109,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,57,57,0,61,0,0,0,0,115,342,0,,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,55,2.1775379999999998,0.11674,2.1775379999999998,0.11674,0,0.0,0.0
110,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,91,46,45,94,1,0,0,0,206,613,0,,95,111,194,12,114,12,0.0,2.1914893617021276,2.533333333333333,0.13186813186813187,0.26666666666666666,0.1276595744680851,clue:8;collision_intent:94;hipc_entry:12;state:91;target:1,57,129,0.36170212765957444,558,897.9555399999999,2.298726,137.98532700000004,0.409197,514,759.9702130000001,2.005885
111,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,175,5,170,166,13,1,0,0,451,1348,0,,197,254,384,67,439,67,0.0,2.716867469879518,2.5823529411764707,0.38285714285714284,0.3941176470588235,0.4036144578313253,clue:12;collision_intent:196;hipc_clear_bundle:18;hipc_entry:49;state:175;target:1,54,130,0.10542168674698793,1283,2461.111503000001,26.230271,562.1165629999999,20.538669,1277,1898.9949399999996,25.797874
112,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,20,0,20,24,0,0,0,0,65,190,0,,25,40,49,16,65,16,0.0,2.7083333333333335,3.25,0.8,0.8,0.6666666666666666,clue:4;collision_intent:24;hipc_clear_bundle:4;hipc_entry:12;state:20;target:1,9,28,0.25,74,141.354377,2.235715,20.379753,0.408812,72,120.974624,1.920954
113,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,75,8,67,70,9,0,0,0,200,599,0,,87,113,166,34,184,34,0.0,2.857142857142857,2.746268656716418,0.4533333333333333,0.5074626865671642,0.4857142857142857,clue:4;collision_intent:86;hipc_clear_bundle:7;hipc_entry:27;state:75;target:1,28,73,0.2571428571428571,405,989.339191,30.270062,159.053896,16.403629,398,830.2852949999999,29.770111
114,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 114. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
115,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,266,23,243,232,38,0,4,2,695,2080,0,,303,392,577,118,649,118,0.0,2.9956896551724137,2.6707818930041154,0.44360902255639095,0.48559670781893005,0.5086206896551724,clue:8;collision_intent:302;hipc_clear_bundle:30;hipc_entry:88;state:266;target:1,75,187,0.08836206896551735,1064,1782.5389830000001,2.607497,472.97402,1.045789,1043,1309.5649630000005,2.218366
116,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,250,187,63,234,20,0,1,1,548,1638,0,,259,289,517,31,174,31,0.0,2.341880341880342,2.761904761904762,0.124,0.49206349206349204,0.13247863247863248,clue:8;collision_intent:258;hipc_clear_bundle:4;hipc_entry:27;state:250;target:1,75,171,0.08333333333333326,505,417.77013400000004,1.770673,103.68488299999999,0.584528,320,314.08525099999997,1.522698
117,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 117. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
118,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,259,27,232,226,37,0,0,0,661,1981,0,,293,368,568,93,607,93,0.0,2.924778761061947,2.6163793103448274,0.3590733590733591,0.40086206896551724,0.41150442477876104,clue:16;collision_intent:292;hipc_clear_bundle:30;hipc_entry:63;state:259;target:1,110,265,0.23008849557522115,1772,3019.1667399999997,25.575177,777.941667,24.571152,1747,2241.225073,17.566113
119,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,334,37,297,290,48,0,0,0,823,2468,0,,360,463,706,117,749,117,0.0,2.8379310344827586,2.521885521885522,0.3502994011976048,0.3939393939393939,0.40344827586206894,clue:12;collision_intent:359;hipc_clear_bundle:24;hipc_entry:93;state:334;target:1,111,263,0.1293103448275863,1612,2685.4574039999998,26.154675,778.5914069999997,16.575649,1577,1906.8659970000003,25.584965
120,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,4,4,0,8,0,0,0,0,9,24,0,,5,4,9,0,0,0,0.0,1.125,0.0,0.0,0.0,0.0,collision_intent:4;state:4;target:1,1,3,0.0,4,0.30055200000000004,0.12314,0.30055200000000004,0.12314,0,0.0,0.0
121,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,37,37,0,41,0,0,0,0,75,222,0,,38,37,75,0,0,0,0.0,1.829268292682927,0.0,0.0,0.0,0.0,collision_intent:37;state:37;target:1,10,21,0.018292682926829285,35,1.42551,0.112483,1.42551,0.112483,0,0.0,0.0
122,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 122. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
123,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,208,117,91,190,22,0,3,2,494,1477,0,,228,266,444,50,260,50,0.0,2.6,2.857142857142857,0.2403846153846154,0.5494505494505495,0.2631578947368421,clue:8;collision_intent:227;hipc_clear_bundle:14;hipc_entry:36;state:208;target:1,67,164,0.11578947368421044,532,697.6442940000002,17.648599,182.90349099999997,16.493437,417,514.7408029999999,17.245806
124,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,116,16,100,108,12,0,0,0,300,897,0,,130,170,254,46,268,46,0.0,2.7777777777777777,2.68,0.39655172413793105,0.46,0.42592592592592593,clue:8;collision_intent:129;hipc_clear_bundle:10;hipc_entry:36;state:116;target:1,56,145,0.3472222222222223,679,1609.289531,21.977815,300.65011599999997,16.471225,665,1308.639415,21.560207
125,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,101,1,100,102,3,1,1,1,298,891,0,,120,178,233,65,293,65,0.0,2.9215686274509802,2.93,0.6435643564356436,0.65,0.6372549019607843,clue:12;collision_intent:119;hipc_clear_bundle:14;hipc_entry:51;state:101;target:1,54,140,0.37254901960784315,512,994.8494299999995,16.484888,191.522921,14.866899,508,803.3265090000001,14.105762
126,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,306,127,179,262,48,0,1,1,740,2217,0,,334,406,652,88,486,88,0.0,2.8244274809160306,2.7150837988826817,0.2875816993464052,0.49162011173184356,0.33587786259541985,clue:12;collision_intent:333;hipc_clear_bundle:23;hipc_entry:65;state:306;target:1,93,232,0.12213740458015265,1065,1364.3293609999996,17.719795,410.7269440000001,15.847882,940,953.6024170000003,17.207815
127,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,147,144,3,151,0,0,0,0,304,910,0,,151,153,302,2,16,2,0.0,2.013245033112583,5.333333333333333,0.013605442176870748,0.6666666666666666,0.013245033112582781,clue:4;collision_intent:150;hipc_entry:2;state:147;target:1,39,82,0.01490066225165565,173,50.188147,1.925868,13.114189999999999,0.366216,31,37.073957,1.681766
128,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,17,17,0,21,0,0,0,0,35,102,0,,18,17,35,0,0,0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,collision_intent:17;state:17;target:1,5,11,0.03571428571428581,15,0.704177,0.112354,0.704177,0.112354,0,0.0,0.0
129,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,149,134,15,153,0,0,0,0,316,944,0,,153,163,310,6,47,6,0.0,2.065359477124183,3.1333333333333333,0.040268456375838924,0.4,0.0392156862745098,clue:8;collision_intent:152;hipc_entry:6;state:149;target:1,48,105,0.07352941176470584,295,238.96671299999997,1.612965,46.09976999999999,0.370537,162,192.86694300000002,1.24662
130,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,63,35,28,64,3,0,0,0,156,467,0,,69,87,144,12,86,12,0.0,2.4375,3.0714285714285716,0.19047619047619047,0.42857142857142855,0.1875,clue:12;collision_intent:68;hipc_clear_bundle:2;hipc_entry:10;state:63;target:1,24,58,0.21875,230,360.68468000000007,2.023885,54.045056,0.412937,197,306.639624,1.662246
131,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,90,75,15,92,2,0,0,0,204,609,0,,96,108,194,10,54,10,0.0,2.217391304347826,3.6,0.1111111111111111,0.6666666666666666,0.10869565217391304,clue:8;collision_intent:95;hipc_clear_bundle:2;hipc_entry:8;state:90;target:1,29,66,0.09239130434782616,195,281.024139,17.902098,51.46884,16.409713,122,229.55529900000005,17.586603
132,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,180,120,60,172,12,0,0,0,408,1220,0,,190,218,378,30,168,30,0.0,2.372093023255814,2.8,0.16666666666666666,0.5,0.1744186046511628,clue:8;collision_intent:189;hipc_clear_bundle:6;hipc_entry:24;state:180;target:1,64,149,0.125,555,770.2782599999999,29.768635,172.72159,16.466801,437,597.55667,29.296753
133,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,210,38,172,197,17,0,0,0,500,1498,0,,224,276,442,58,424,58,0.0,2.5380710659898478,2.4651162790697674,0.2761904761904762,0.3372093023255814,0.29441624365482233,clue:8;collision_intent:223;hipc_clear_bundle:10;hipc_entry:48;state:210;target:1,71,163,0.16624365482233494,1431,2600.452606,26.148617,558.1705450000001,16.641584,1395,2042.282061,25.738112
134,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,15,15,0,19,0,0,0,0,32,94,0,,17,15,32,0,0,0,0.0,1.6842105263157894,0.0,0.0,0.0,0.0,collision_intent:16;state:15;target:1,4,9,0.03947368421052633,14,0.772496,0.175844,0.772496,0.175844,0,0.0,0.0
135,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 135. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
136,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,160,74,86,143,21,0,0,0,378,1133,0,,171,207,335,43,229,43,0.0,2.6433566433566433,2.6627906976744184,0.26875,0.5,0.3006993006993007,clue:4;collision_intent:170;hipc_clear_bundle:8;hipc_entry:35;state:160;target:1,54,128,0.13811188811188813,581,890.3375079999998,17.811178,171.66008000000002,16.355309,508,718.677428,17.488963
137,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,39,6,33,41,2,1,0,0,106,313,0,,47,59,90,16,94,16,0.0,2.5853658536585367,2.8484848484848486,0.41025641025641024,0.48484848484848486,0.3902439024390244,clue:4;collision_intent:46;hipc_clear_bundle:4;hipc_entry:12;state:39;target:1,25,63,0.4085365853658536,253,485.841646,16.935063,64.804965,0.415368,247,421.03668100000004,16.574191
138,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,40,25,15,43,1,0,0,0,98,289,0,,44,54,92,6,47,6,0.0,2.2790697674418605,3.1333333333333333,0.15,0.4,0.13953488372093023,clue:8;collision_intent:43;hipc_entry:6;state:40;target:1,21,51,0.25,180,293.935936,2.062601,41.195811,0.383143,156,252.74012499999998,1.809316
139,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,90,46,44,94,0,0,0,0,213,637,0,,96,117,194,19,120,19,0.0,2.265957446808511,2.727272727272727,0.2111111111111111,0.4318181818181818,0.20212765957446807,clue:8;collision_intent:95;hipc_clear_bundle:2;hipc_entry:17;state:90;target:1,46,111,0.30319148936170204,438,688.0604490000002,1.967175,108.10051800000001,0.419464,393,579.9599310000001,1.644513
140,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,171,171,0,175,0,0,0,0,343,1027,0,,172,171,343,0,0,0,0.0,1.96,0.0,0.0,0.0,0.0,collision_intent:171;state:171;target:1,43,87,0.004285714285714226,169,6.281467999999999,0.117858,6.281467999999999,0.117858,0,0.0,0.0
141,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,87,87,0,91,0,0,0,0,175,522,0,,88,87,175,0,0,0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,collision_intent:87;state:87;target:1,22,45,0.008241758241758212,85,3.2600000000000002,0.12749,3.2600000000000002,0.12749,0,0.0,0.0
142,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,389,113,276,316,77,0,1,1,950,2846,0,,431,519,832,118,724,118,0.0,3.0063291139240507,2.6231884057971016,0.3033419023136247,0.427536231884058,0.37341772151898733,clue:12;collision_intent:430;hipc_clear_bundle:37;hipc_entry:81;state:389;target:1,123,298,0.10917721518987333,1834,2323.0813170000006,1.877862,791.4180410000001,0.819025,1723,1531.6632759999993,1.546239
