trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status
0,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,36,14,0,37,0,1,2,1,1,5.0,1,0,246,76,170,745,0,39,14.263844,0.3657395897435898,0.386737,0.825953,0.855936,12.377066000000001,0.3173606666666667,0.382609,0.592745,0.622633,23,1.886778,0.08203382608695653,0.05091,0.233208,0.278134,completed
0,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,38,10,2,37,2,0,0,0,0,0.0,0,0,251,78,173,740,0,38,11.34268,0.2984915789473684,0.1496745,0.849473,0.860576,9.724373,0.25590455263157896,0.1496745,0.576492,0.592458,15,1.6183070000000002,0.10788713333333334,0.075709,0.272981,0.272981,completed
0,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,41,14,0,42,0,0,0,0,0,0.0,0,0,253,83,170,740,0,37,11.305595,0.3055566216216216,0.137275,0.856768,0.887486,9.519582999999999,0.257286027027027,0.137275,0.583466,0.60212,14,1.786012,0.12757228571428572,0.1167955,0.285366,0.285366,completed
0,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,37,12,0,38,0,0,1,1,0,0.0,0,0,243,77,166,748,0,36,12.002590999999999,0.33340530555555553,0.37229,0.825026,0.962844,10.482427000000001,0.2911785277777778,0.3688985,0.574475,0.654984,19,1.520164,0.08000863157894737,0.042302,0.30786,0.30786,completed
1,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,53,10,3,46,8,2,0,0,0,0.0,0,0,310,108,202,891,0,38,18.908059,0.49758050000000004,0.26746200000000003,0.804418,7.128629,17.339381000000003,0.4562995000000001,0.265542,0.562666,7.128629,18,1.5686779999999998,0.08714877777777777,0.05275,0.263734,0.263734,completed
1,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,39,10,0,38,2,4,0,0,0,0.0,0,0,288,82,206,911,0,64,54.37857500000001,0.8496652343750002,0.4047845,0.765764,16.549397,52.281850999999996,0.8169039218749999,0.3993765,0.545997,16.50703,41,2.096724,0.05113960975609756,0.025983,0.187673,0.26815,completed
1,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,46,13,0,45,2,5,0,0,0,0.0,0,0,297,95,202,902,0,52,35.338839,0.6795930576923077,0.39569699999999997,0.827553,16.701423,32.939887,0.6334593653846153,0.39088100000000003,0.571146,16.587028,32,2.398952,0.07496725,0.025743000000000002,0.262134,0.300213,completed
1,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,52,17,0,51,2,1,2,2,0,0.0,0,0,306,108,198,893,0,37,11.510737,0.311101,0.139579,0.79581,0.816353,9.838353,0.2659014324324324,0.139579,0.545131,0.556075,17,1.672384,0.09837552941176471,0.053982,0.263126,0.263126,completed
2,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,39,13,1,36,4,2,0,0,0,0.0,0,0,274,82,192,837,0,48,17.253722000000003,0.35945254166666674,0.4041925,0.768003,0.812514,15.221700000000004,0.31711875000000006,0.3993445,0.550347,0.558731,29,2.032022,0.07006972413793103,0.025151,0.259638,0.263926,completed
2,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,43,10,1,41,3,1,0,0,0,0.0,0,0,274,88,186,837,0,42,12.162359999999998,0.28957999999999995,0.14996199999999998,0.749572,0.831073,10.667633,0.2539912619047619,0.14996199999999998,0.541771,0.582698,17,1.4947270000000001,0.08792511764705883,0.051006,0.273141,0.273141,completed
2,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,44,11,1,41,4,3,0,0,0,0.0,0,0,283,91,192,830,0,40,14.371463000000002,0.35928657500000005,0.205864,0.746052,0.880255,11.937155,0.29842887500000004,0.205864,0.54062,0.591179,19,2.434308,0.12812147368421054,0.136571,0.291605,0.291605,completed
2,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,46,16,0,47,0,0,0,0,0,0.0,0,0,282,94,188,829,0,35,11.630159,0.33229025714285715,0.153018,0.780067,0.813857,9.997353,0.28563865714285713,0.153018,0.546699,0.581162,17,1.6328059999999998,0.09604741176470587,0.088637,0.267158,0.267158,completed
3,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,43,10,0,43,1,4,0,0,0,0.0,0,0,289,88,201,890,0,46,15.468283,0.3362670217391304,0.3792175,0.739333,0.782435,13.790557000000002,0.29979471739130437,0.3748175,0.528621,0.536685,27,1.677726,0.062138,0.018399,0.230167,0.256438,completed
3,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,49,11,2,48,2,3,0,0,0,0.0,0,0,305,101,204,876,0,38,13.304531999999998,0.3501192631578947,0.1594985,0.785794,0.785922,11.176644999999999,0.29412223684210526,0.1594985,0.552748,0.557036,18,2.127887,0.11821594444444444,0.098604,0.258134,0.258134,completed
3,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,43,13,0,44,0,2,0,0,0,0.0,0,0,288,89,199,891,0,51,17.585680000000004,0.34481725490196086,0.38645,0.7617,0.846433,15.540830000000003,0.3047221568627452,0.381747,0.548011,0.569132,29,2.0448500000000003,0.07051206896551725,0.030207,0.242327,0.277301,completed
3,known_visit,CBAA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_cbaa_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,46,16,0,47,0,1,0,0,0,0.0,0,0,299,94,205,880,0,42,13.785311000000002,0.32822169047619054,0.26791,0.775683,0.802466,11.868485999999999,0.282583,0.266038,0.550571,0.55822,21,1.916825,0.09127738095238096,0.073213,0.248567,0.261879,completed
