trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,401,90,311,333,72,4,15,10,1377,4129,0,420,957,837,540,1197,540,0.0,4.135135135135135,3.8488745980707395,1.346633416458853,1.7363344051446945,1.6216216216216217,clue:16;collision_intent:419;hipc_entry:540;state:401;target:1,103,359,0.02327327327327322,completed,,,
1,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,88,53,35,89,3,3,0,0,224,669,0,90,134,182,42,118,42,0.0,2.5168539325842696,3.3714285714285714,0.4772727272727273,1.2,0.47191011235955055,clue:4;collision_intent:89;hipc_entry:42;state:88;target:1,22,65,0.0196629213483146,completed,,,
2,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,180,98,82,164,20,2,1,1,498,1488,0,183,315,371,127,302,127,0.0,3.0365853658536586,3.682926829268293,0.7055555555555556,1.548780487804878,0.774390243902439,clue:8;collision_intent:182;hipc_clear_bundle:1;hipc_entry:126;state:180;target:1,45,134,0.03658536585365857,completed,,,
3,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,182,67,115,178,8,2,2,2,577,1727,0,186,391,384,193,442,193,0.0,3.241573033707865,3.8434782608695652,1.0604395604395604,1.6782608695652175,1.0842696629213484,clue:16;collision_intent:185;hipc_clear_bundle:4;hipc_entry:189;state:182;target:1,47,153,0.0196629213483146,completed,,,
4,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,39,24,15,42,1,0,0,0,101,300,0,40,61,83,18,53,18,0.0,2.4047619047619047,3.533333333333333,0.46153846153846156,1.2,0.42857142857142855,clue:4;collision_intent:39;hipc_entry:18;state:39;target:1,10,27,0.023809523809523725,completed,,,
5,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,323,122,201,273,54,5,4,4,993,2975,0,328,665,667,326,749,326,0.0,3.6373626373626373,3.72636815920398,1.0092879256965945,1.6218905472636815,1.1941391941391941,clue:16;collision_intent:327;hipc_entry:326;state:323;target:1,82,277,0.059523809523809534,completed,,,
6,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,114,21,93,107,11,6,7,5,402,1204,0,123,279,241,161,360,161,0.0,3.7570093457943927,3.870967741935484,1.412280701754386,1.7311827956989247,1.5046728971962617,clue:4;collision_intent:122;hipc_clear_bundle:1;hipc_entry:160;state:114;target:1,29,107,0.0490654205607477,completed,,,
7,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,39,5,34,40,3,3,1,1,139,415,0,42,97,89,50,128,50,0.0,3.475,3.764705882352941,1.2820512820512822,1.4705882352941178,1.25,clue:8;collision_intent:41;hipc_entry:50;state:39;target:1,10,38,0.03750000000000009,completed,,,
8,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,129,34,95,130,3,3,4,3,434,1298,0,134,300,275,159,366,159,0.0,3.3384615384615386,3.8526315789473684,1.2325581395348837,1.6736842105263159,1.2230769230769232,clue:12;collision_intent:133;hipc_entry:159;state:129;target:1,33,114,0.023076923076922995,completed,,,
9,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,0,12,16,0,2,0,0,66,197,0,13,53,29,37,66,37,0.0,4.125,5.5,3.0833333333333335,3.0833333333333335,2.3125,clue:4;collision_intent:12;hipc_clear_bundle:5;hipc_entry:32;state:12;target:1,3,18,0.0,completed,,,
10,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,281,29,252,225,60,2,6,6,910,2729,0,288,622,581,329,852,329,0.0,4.044444444444444,3.380952380952381,1.1708185053380782,1.3055555555555556,1.4622222222222223,clue:12;collision_intent:287;hipc_clear_bundle:1;hipc_entry:328;state:281;target:1,71,235,0.02111111111111108,completed,,,
11,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,187,82,105,178,13,1,2,2,582,1744,0,190,392,381,201,417,201,0.0,3.269662921348315,3.9714285714285715,1.0748663101604279,1.9142857142857144,1.1292134831460674,clue:4;collision_intent:189;hipc_entry:201;state:187;target:1,48,159,0.00561797752808979,completed,,,
12,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,149,137,12,151,2,0,0,0,319,954,0,151,168,304,15,45,15,0.0,2.1125827814569536,3.75,0.10067114093959731,1.25,0.09933774834437085,clue:4;collision_intent:150;hipc_entry:15;state:149;target:1,38,82,0.011589403973509826,completed,,,
13,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,84,7,77,79,9,4,2,2,317,948,0,87,230,179,138,302,138,0.0,4.012658227848101,3.9220779220779223,1.6428571428571428,1.7922077922077921,1.7468354430379747,clue:8;collision_intent:86;hipc_clear_bundle:1;hipc_entry:137;state:84;target:1,22,88,0.06645569620253156,completed,,,
14,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,161,94,67,156,9,2,0,0,442,1326,0,162,280,335,107,254,107,0.0,2.8333333333333335,3.791044776119403,0.6645962732919255,1.5970149253731343,0.6858974358974359,clue:12;collision_intent:161;hipc_entry:107;state:161;target:1,41,120,0.01602564102564097,completed,,,
15,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,38,29,9,42,0,0,0,0,96,285,0,39,57,81,15,38,15,0.0,2.2857142857142856,4.222222222222222,0.39473684210526316,1.6666666666666667,0.35714285714285715,clue:4;collision_intent:38;hipc_entry:15;state:38;target:1,10,28,0.023809523809523725,completed,,,
16,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.05,18,,,hipc_topk_5,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,337,41,296,270,71,8,5,3,1048,3139,0,344,704,693,355,966,355,0.0,3.8814814814814813,3.2635135135135136,1.053412462908012,1.1993243243243243,1.3148148148148149,clue:12;collision_intent:343;hipc_clear_bundle:1;hipc_entry:354;state:337;target:1,86,295,0.020370370370370372,completed,,,
