condition_id,mission,algorithm,top_k_level,top_k_rate,top_k_cells,status,stopped_reason,representative,completed_trial_count,failed_trial_count,planned_trial_count,historical_system_csv,historical_system_sha256,device_ids,mixed_device_condition,build_ids,campaign_id,campaign_manifest_schema,campaign_manifest_sha256,implementation_id,campaign_build_id,build_manifest_sha256,allocator_source_bundle_sha256,deployed_module_set_sha256,host_source_sha256,simulator_source_sha256,scenario_sha256,analysis_valid,invalidation_reason,allocator_call_count,timed_allocator_call_count,calls_with_filter,candidate_filter_invocation_count,call_class_counts,allocator_time_total_us,allocator_time_mean_us,allocator_time_median_us,allocator_time_p95_us,allocator_time_max_us,candidate_filter_time_total_us,candidate_filter_time_mean_us,candidate_filter_time_median_us,candidate_filter_time_p95_us,candidate_filter_time_max_us,allocator_exclusive_time_total_us,allocator_exclusive_time_mean_us,allocator_exclusive_time_median_us,allocator_exclusive_time_p95_us,allocator_exclusive_time_max_us
collaborative_cbaa_topk_fixed_k1,collaborative,CBAA,K=1,0.02,1,complete,,True,10,0,10,,,e4621cb30b0b342f;e4621cb30b16392f;e4621cb30b2b352f;e4621cb30b43372f;e4621cb30b4b372f,True,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,2088,2088,1457,1457,cached_or_maintenance:631;candidate_filter_only:1457,39801142.0,19061.84961685824,5134.5,76354.0,126599.0,35072041.0,16796.95450191571,2558.0,72441.0,122323.0,4729101.0,2264.895114942529,2226.0,3911.0,4276.0
collaborative_cbaa_topk_fixed_k2,collaborative,CBAA,K=2,0.04,2,complete,,True,10,0,10,,,e4621cb30b0b342f;e4621cb30b43372f,True,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,1857,1857,1137,1137,cached_or_maintenance:720;candidate_filter_only:1137,32531267.0,17518.183629509964,3059.0,78753.0,129052.0,27398067.0,14753.940226171244,811.0,73313.0,122628.0,5133200.0,2764.2434033387185,2258.0,5416.0,6661.0
collaborative_cbaa_topk_005_k3,collaborative,CBAA,5%,0.05,3,complete,,True,10,0,10,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\collaborative_known_target_visit\topk_sensitivity\multitarget_g19_r4_t50\cbaa\topk_005\system_performance.csv,cbc04b9d1d6031878737e63a353ffa48a23057750e2df833cd9938e09b45ef4f,e4621cb30b0b342f;e4621cb30b16392f;e4621cb30b43372f;e4621cb30b4b372f,True,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,1699,1699,974,974,cached_or_maintenance:725;candidate_filter_only:974,31487139.0,18532.748087110063,3039.0,80953.0,129731.0,26046527.0,15330.504414361389,797.0,74359.0,122524.0,5440612.0,3202.2436727486756,2239.0,6892.0,8937.0
collaborative_cbaa_topk_010_k5,collaborative,CBAA,10%,0.1,5,complete,,True,10,0,10,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\collaborative_known_target_visit\topk_sensitivity\multitarget_g19_r4_t50\cbaa\topk_010\system_performance.csv,59105e07693ece282bf30791b78982a51cee8ce8f2f3ddfd4d38a7493596f945,e4621cb30b0b342f;e4621cb30b16392f;e4621cb30b2b352f;e4621cb30b43372f;e4621cb30b4b372f,True,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,1692,1692,967,967,cached_or_maintenance:725;candidate_filter_only:967,32919216.0,19455.801418439718,3034.0,83842.0,132623.0,25896533.0,15305.279550827423,798.5,74317.0,122409.0,7022683.0,4150.521867612293,2233.0,9835.0,10251.0
collaborative_cbaa_topk_025_k13,collaborative,CBAA,25%,0.25,13,complete,,True,10,0,10,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\collaborative_known_target_visit\topk_sensitivity\multitarget_g19_r4_t50\cbaa\topk_025\system_performance.csv,0f6337201e2b19e3c369fd0ec3dd9c7be25e509a405c3bc3d495f457f0e279cd,e4621cb30b4b372f,False,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,1692,1692,967,967,cached_or_maintenance:725;candidate_filter_only:967,37640803.0,22246.337470449173,2932.5,95384.0,144938.0,24942099.0,14741.193262411347,771.5,74343.0,122518.0,12698704.0,7505.144208037825,2133.0,21513.0,22520.0
collaborative_cbaa_topk_050_k25,collaborative,CBAA,50%,0.5,25,complete,,True,10,0,10,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\collaborative_known_target_visit\topk_sensitivity\multitarget_g19_r4_t50\cbaa\topk_050\system_performance.csv,ff749e4241135cc735bc4dfd1f38ca6660069b14af193bafef9e59373812a427,e4621cb30b2b352f,False,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,1692,1692,967,967,cached_or_maintenance:725;candidate_filter_only:967,40417854.0,23887.620567375885,2985.0,112948.0,163083.0,21133886.0,12490.476359338061,767.0,74439.0,122552.0,19283968.0,11397.144208037826,2192.5,39109.0,41669.0
collaborative_cbaa_topk_075_k38,collaborative,CBAA,75%,0.75,38,complete,,True,10,0,10,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\collaborative_known_target_visit\topk_sensitivity\multitarget_g19_r4_t50\cbaa\topk_075\system_performance.csv,a9b376ae0c1a3b0c347099c85c916f921f0b760c27aec8b984f860805163108f,e4621cb30b4b372f,False,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,1692,1692,967,967,cached_or_maintenance:725;candidate_filter_only:967,37640835.0,22246.356382978724,2992.0,130378.0,204829.0,12714514.0,7514.488179669031,774.0,72386.0,122467.0,24926321.0,14731.868203309692,2187.0,58220.0,82362.0
collaborative_cbaa_topk_100_k50,collaborative,CBAA,100%,1.0,50,complete,,True,10,0,10,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\collaborative_known_target_visit\topk_sensitivity\multitarget_g19_r4_t50\cbaa\topk_100\system_performance.csv,a19b488fe89951efe975943f35afe6a20626cf79e9631eedc7920fb07614487d,e4621cb30b4b372f,False,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,1692,1692,967,967,cached_or_maintenance:725;candidate_filter_only:967,26413151.0,15610.609338061466,2935.0,69388.0,79570.0,951687.0,562.4627659574468,764.0,1322.0,1668.0,25461464.0,15048.146572104019,2127.5,68067.0,78230.0
collaborative_acbba_topk_fixed_k1,collaborative,ACBBA,K=1,0.02,1,complete,,True,10,0,10,,,e4621cb30b0b342f;e4621cb30b16392f;e4621cb30b2b352f;e4621cb30b43372f;e4621cb30b4b372f,True,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,2110,2110,2110,2110,candidate_filter_only:1390;partial_bundle_refill:720,65850479.0,31208.757819905215,20815.0,81754.0,122700.0,59207582.0,28060.4654028436,17666.5,78203.0,117571.0,6642897.0,3148.2924170616116,3180.5,5104.0,5860.0
collaborative_acbba_topk_fixed_k2,collaborative,ACBBA,K=2,0.04,2,complete,,True,10,0,10,,,e4621cb30b0b342f;e4621cb30b16392f;e4621cb30b2b352f;e4621cb30b43372f;e4621cb30b4b372f,True,micropython_1_24_o0_2539f0c4fe4d,pololu_native_persistent_v8,2,5707d91201b5ebdb81d3797ff2e476a37979b5b5468bf83771f97cc454e8a559,pololu_native_persistent_hil_v2,micropython_1_24_o0_2539f0c4fe4d,2d75ea6a4cbf57ea37401447dbdc478eb4275b877f2fe96b6bfba168ae120500,2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268,e97e688ba8d7f2f7717cc390e2e147639f2a2e7fdb50ad5287e8a97ceb17fda3,0f383620c19a7f3660df26338ed69497f2f4e5aede464a27143f5384dab5aca7,42be2063cd8d47f54e7bc35df5c1f2b5dad17700764e8d86f1d3c2c502349497,,True,,2525,2525,2525,2525,candidate_filter_only:1862;partial_bundle_refill:663,75663461.0,29965.72712871287,19039.0,83855.0,129275.0,63385336.0,25103.103366336632,13987.0,77059.0,117734.0,12278125.0,4862.623762376237,4842.0,10547.0,14166.0
