trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
0,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,406,90,316,337,73,2,0,0,1189,3562,0,431,758,849,340,1009,340,0.0,3.5281899109792283,3.1930379746835444,0.8374384236453202,1.0759493670886076,1.0089020771513353,clue:12;collision_intent:430;dga_entry:340;state:406;target:1,173,441,0.21142433234421354,completed,,,,2519,164324.86273599998,180.065628,161499.20225700006,179.326871,2431,2825.6604790000006,17.712817
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,70,53,17,74,0,0,0,0,187,558,0,74,113,148,39,81,39,0.0,2.527027027027027,4.764705882352941,0.5571428571428572,2.2941176470588234,0.527027027027027,clue:4;collision_intent:73;dga_entry:39;state:70;target:1,30,72,0.17567567567567566,completed,,,,235,12239.460979,143.823957,11873.558536,141.817054,183,365.90244299999995,10.084145
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,173,98,75,155,22,0,0,0,507,1517,0,187,320,368,139,311,139,0.0,3.270967741935484,4.1466666666666665,0.8034682080924855,1.8533333333333333,0.896774193548387,clue:8;collision_intent:186;dga_entry:139;state:173;target:1,61,163,0.16290322580645156,completed,,,,549,30381.309759999996,143.317787,29527.304158000006,140.967497,452,854.0056020000001,17.965141
3,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,262,67,195,234,32,4,0,0,913,2736,0,301,612,579,334,778,334,0.0,3.9017094017094016,3.98974358974359,1.2748091603053435,1.7128205128205127,1.4273504273504274,clue:16;collision_intent:300;dga_entry:334;state:262;target:1,91,273,0.18803418803418803,completed,,,,1516,95274.82100200003,147.601488,92985.39649400002,145.9355,1450,2289.4245080000005,17.976152
4,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,41,24,17,44,1,0,0,0,128,383,0,47,81,92,36,80,36,0.0,2.909090909090909,4.705882352941177,0.8780487804878049,2.1176470588235294,0.8181818181818182,clue:4;collision_intent:46;dga_entry:36;state:41;target:1,16,44,0.15909090909090917,completed,,,,135,7453.2682159999995,175.266337,7207.872857999999,173.052183,113,245.395358,2.832792
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,342,122,220,298,48,1,2,2,1008,3023,0,370,638,728,280,764,280,0.0,3.38255033557047,3.4727272727272727,0.8187134502923976,1.2727272727272727,0.9395973154362416,clue:16;collision_intent:369;dga_entry:280;state:342;target:1,100,276,0.0889261744966443,completed,,,,1262,75509.84156000002,148.81388,73916.25361599997,147.283371,1142,1593.5879440000003,17.881671
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,112,21,91,105,11,0,0,0,370,1110,0,125,245,241,129,328,129,0.0,3.5238095238095237,3.6043956043956045,1.1517857142857142,1.4175824175824177,1.2285714285714286,clue:4;collision_intent:124;dga_entry:129;state:112;target:1,49,136,0.3309523809523809,completed,,,,546,36541.422059,159.759167,35349.977447000005,157.843794,527,1191.444612,18.429332
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,28,5,23,31,1,1,0,0,114,339,0,33,81,69,45,103,45,0.0,3.6774193548387095,4.478260869565218,1.6071428571428572,1.9565217391304348,1.4516129032258065,clue:8;collision_intent:32;dga_entry:45;state:28;target:1,16,48,0.41129032258064524,completed,,,,152,9435.416208999999,110.5653,9099.242895,108.530499,146,336.173314,3.986624
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,188,34,154,177,15,0,0,0,681,2041,0,214,467,414,267,613,267,0.0,3.847457627118644,3.9805194805194803,1.4202127659574468,1.7337662337662338,1.5084745762711864,clue:12;collision_intent:213;dga_entry:267;state:188;target:1,71,223,0.24435028248587565,completed,,,,1297,87773.46627100001,171.484315,85141.80415099999,169.318501,1265,2631.66212,33.974081
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.002770083102493075,1,,,bayesian_dga_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,9,0,9,13,0,0,0,0,49,143,0,13,36,26,23,49,23,0.0,3.769230769230769,5.444444444444445,2.5555555555555554,2.5555555555555554,1.7692307692307692,clue:4;collision_intent:12;dga_entry:23;state:9;target:1,3,13,0.05769230769230771,completed,,,,16,926.942024,80.824177,890.866522,78.718006,16,36.075502,2.372966
