trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
0,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,429,90,339,316,117,8,16,15,1256,3765,0,446,810,887,369,1076,369,0.0,3.9746835443037973,3.174041297935103,0.8601398601398601,1.0884955752212389,1.1677215189873418,clue:12;collision_intent:445;hipc_entry:369;state:429;target:1,108,339,0.05537974683544311,completed,206,305.854142,26.186033,175.546991,25.259508,118,130.307151,2.537985
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,89,53,36,92,1,4,0,0,227,677,0,90,137,183,44,121,44,0.0,2.467391304347826,3.361111111111111,0.4943820224719101,1.2222222222222223,0.4782608695652174,clue:4;collision_intent:89;hipc_entry:44;state:89;target:1,23,65,0.016304347826086918,completed,67,61.287029000000004,15.458177,37.828158,13.850141,15,23.458871000000002,1.693057
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,220,98,122,181,43,3,2,2,602,1802,0,224,378,452,150,406,150,0.0,3.3259668508287294,3.3278688524590163,0.6818181818181818,1.2295081967213115,0.8287292817679558,clue:8;collision_intent:223;hipc_clear_bundle:2;hipc_entry:148;state:220;target:1,56,174,0.07044198895027631,completed,144,149.46013299999998,18.777284,58.06619499999999,2.01151,47,91.39393799999999,17.580465
3,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,343,67,276,247,100,5,14,13,963,2886,0,359,604,718,245,828,245,0.0,3.8987854251012144,3.0,0.7142857142857143,0.8876811594202898,0.9919028340080972,clue:16;collision_intent:358;hipc_clear_bundle:1;hipc_entry:244;state:343;target:1,87,267,0.10222672064777338,completed,151,223.475643,14.35057,103.137275,13.126936,85,120.338368,1.903769
4,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,39,24,15,42,1,0,0,0,100,296,0,40,60,83,17,52,17,0.0,2.380952380952381,3.466666666666667,0.4358974358974359,1.1333333333333333,0.40476190476190477,clue:4;collision_intent:39;hipc_entry:17;state:39;target:1,10,27,0.023809523809523725,completed,27,19.705470000000002,4.088135,9.784176,1.86457,5,9.921294,2.223565
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,350,122,228,281,73,5,10,6,1004,3009,0,363,641,729,275,760,275,0.0,3.5729537366548043,3.3333333333333335,0.7857142857142857,1.206140350877193,0.9786476868327402,clue:16;collision_intent:362;hipc_entry:275;state:350;target:1,89,267,0.02758007117437722,completed,208,257.53898,22.216773,143.55161099999998,20.959156,88,113.987369,20.634592
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,97,21,76,93,8,6,1,1,321,961,0,99,222,200,121,279,121,0.0,3.4516129032258065,3.6710526315789473,1.2474226804123711,1.5921052631578947,1.3010752688172043,clue:4;collision_intent:98;hipc_clear_bundle:1;hipc_entry:120;state:97;target:1,25,86,0.034946236559139754,completed,58,118.26468700000001,3.812818,47.168737,1.890937,39,71.09594999999999,2.054804
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,39,5,34,40,3,3,1,1,140,417,0,42,98,89,51,129,51,0.0,3.5,3.7941176470588234,1.3076923076923077,1.5,1.275,clue:8;collision_intent:41;hipc_clear_bundle:1;hipc_entry:50;state:39;target:1,10,40,0.03750000000000009,completed,22,55.657703000000005,3.79365,25.40872,1.901497,16,30.248983000000003,2.073555
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,180,34,146,166,18,2,6,4,556,1665,0,187,369,379,177,488,177,0.0,3.3493975903614457,3.3424657534246576,0.9833333333333333,1.2123287671232876,1.0662650602409638,clue:12;collision_intent:186;hipc_clear_bundle:1;hipc_entry:176;state:180;target:1,46,149,0.033132530120481896,completed,88,182.558868,18.717319,57.508261,1.849339,56,125.05060699999999,17.809929
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,0,12,16,0,2,0,0,65,195,0,13,52,29,36,65,36,0.0,4.0625,5.416666666666667,3.0,3.0,2.25,clue:4;collision_intent:12;hipc_clear_bundle:5;hipc_entry:31;state:12;target:1,3,18,0.0,completed,11,31.318260000000002,3.595579,11.174114,1.868091,11,20.144146,2.318986
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,302,29,273,235,71,7,8,8,881,2640,0,311,570,625,256,823,256,0.0,3.748936170212766,3.0146520146520146,0.847682119205298,0.9377289377289377,1.0893617021276596,clue:12;collision_intent:310;hipc_clear_bundle:3;hipc_entry:253;state:302;target:1,76,227,0.07765957446808502,completed,105,221.26385999999997,10.721841,90.265571,4.871659,78,130.998289,9.748917
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,196,82,114,176,24,4,2,2,559,1672,0,199,360,399,160,394,160,0.0,3.1761363636363638,3.456140350877193,0.8163265306122449,1.4035087719298245,0.9090909090909091,clue:4;collision_intent:198;hipc_entry:160;state:196;target:1,50,147,0.045454545454545414,completed,134,146.619083,7.958328,57.169352,1.845818,53,89.449731,7.056281
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,149,137,12,151,2,0,0,0,320,957,0,151,169,304,16,46,16,0.0,2.119205298013245,3.8333333333333335,0.10738255033557047,1.3333333333333333,0.10596026490066225,clue:4;collision_intent:150;hipc_entry:16;state:149;target:1,38,82,0.011589403973509826,completed,140,20.311653999999997,3.054478,13.983315000000001,1.781055,5,6.328339,1.286832
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,60,7,53,62,2,5,0,0,219,654,0,62,157,130,89,204,89,0.0,3.532258064516129,3.849056603773585,1.4833333333333334,1.679245283018868,1.435483870967742,clue:8;collision_intent:61;hipc_entry:89;state:60;target:1,16,60,0.048387096774193505,completed,37,96.410366,3.902958,40.324231,1.880314,30,56.086135,2.177807
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,166,94,72,161,9,6,0,0,463,1385,0,167,296,345,118,275,118,0.0,2.875776397515528,3.8194444444444446,0.7108433734939759,1.6388888888888888,0.7329192546583851,clue:12;collision_intent:166;hipc_entry:118;state:166;target:1,42,124,0.004658385093167627,completed,129,100.96593899999999,3.767956,49.936059,2.354921,37,51.029880000000006,1.576774
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,38,29,9,42,0,0,0,0,95,281,0,39,56,81,14,37,14,0.0,2.261904761904762,4.111111111111111,0.3684210526315789,1.5555555555555556,0.3333333333333333,clue:4;collision_intent:38;hipc_entry:14;state:38;target:1,10,28,0.023809523809523725,completed,32,17.958434,3.410593,9.539418999999999,1.718784,5,8.419015,1.700865
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,368,41,327,287,85,8,5,5,1068,3199,0,376,692,760,308,986,308,0.0,3.721254355400697,3.015290519877676,0.8369565217391305,0.9418960244648318,1.0731707317073171,clue:16;collision_intent:375;hipc_clear_bundle:1;hipc_entry:307;state:368;target:1,94,296,0.016550522648083543,completed,138,283.83392599999996,18.209979,138.841205,17.210208,99,144.99272100000002,16.568888
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,4,0.03,11,,,bayesian_hipc_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,66,11,55,62,8,3,0,0,206,616,0,67,139,141,65,184,65,0.0,3.3225806451612905,3.3454545454545452,0.9848484848484849,1.1818181818181819,1.0483870967741935,clue:8;collision_intent:66;hipc_clear_bundle:1;hipc_entry:64;state:66;target:1,17,67,0.07258064516129026,completed,28,62.735783,3.652473,27.473514,1.743808,19,35.262269,1.941175
