trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,81,37,44,83,2,2,1,1,301,647,254,83,218,169,132,227,132,0.3889739663093415,3.6265060240963853,5.159090909090909,1.6296296296296295,3.0,1.5903614457831325,clue:5;collision_intent:82;dga_entry:132;state:81;target:1,21,79,0.009036144578313143,completed,,,
1,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,164,100,64,150,18,4,3,3,514,1287,252,169,345,345,169,314,169,0.2437137330754352,3.4266666666666667,4.90625,1.0304878048780488,2.640625,1.1266666666666667,clue:12;collision_intent:168;dga_entry:169;state:164;target:1,42,133,0.046666666666666634,completed,,,
2,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,12,12,0,16,0,0,0,0,25,62,9,13,12,25,0,0,0,0.2571428571428571,1.5625,0.0,0.0,0.0,0.0,collision_intent:12;state:12;target:1,3,7,0.0,completed,,,
3,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,112,74,38,109,7,2,0,0,349,926,120,113,236,229,120,201,120,0.16973125884016974,3.2018348623853212,5.2894736842105265,1.0714285714285714,3.1578947368421053,1.1009174311926606,clue:4;collision_intent:112;dga_entry:120;state:112;target:1,28,105,0.020642201834862428,completed,,,
4,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,185,40,145,148,41,6,10,3,690,1775,294,197,493,390,300,610,300,0.19891745602165087,4.662162162162162,4.206896551724138,1.6216216216216217,2.0689655172413794,2.027027027027027,clue:8;collision_intent:196;dga_entry:300;state:185;target:1,48,188,0.03378378378378377,completed,,,
5,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,463,43,420,290,177,10,19,11,1561,3831,849,485,1076,964,597,1474,597,0.26317420954742715,5.382758620689655,3.5095238095238095,1.2894168466522677,1.4214285714285715,2.0586206896551724,clue:16;collision_intent:484;dga_entry:597;state:463;target:1,119,414,0.0672413793103448,completed,,,
6,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,425,6,419,234,195,12,38,15,1422,3594,667,467,955,900,522,1410,522,0.2329724065665386,6.076923076923077,3.3651551312649164,1.228235294117647,1.2458233890214798,2.230769230769231,clue:8;collision_intent:466;dga_entry:522;state:425;target:1,108,362,0.12393162393162394,completed,,,
7,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,63,50,13,67,0,0,0,0,177,422,106,65,112,132,45,77,45,0.3164179104477612,2.6417910447761193,5.923076923076923,0.7142857142857143,3.4615384615384617,0.6716417910447762,clue:4;collision_intent:64;dga_entry:45;state:63;target:1,16,46,0.011194029850746245,completed,,,
8,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,493,50,443,320,177,8,21,11,1604,4000,808,517,1087,1022,582,1504,582,0.24792881251917767,5.0125,3.395033860045147,1.18052738336714,1.3137697516930023,1.81875,clue:12;collision_intent:516;dga_entry:582;state:493;target:1,125,424,0.08281249999999996,completed,,,
9,dcta_parity_v1,custom,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,03f32103aba060045f2661de3c031f6fbcbc73f46000a9666f166ad349c5805d,DGA,gilbert_elliot,pGG_0.95_pBB_0.85,19,361,4,0.25,90,90.25,90.25,comm_g19_r4_ge_drop025_dga_topk025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,clue_search,488,27,461,264,228,16,44,28,1549,3898,746,533,1016,1036,513,1495,513,0.24483098129307515,5.867424242424242,3.24295010845987,1.0512295081967213,1.1127982646420824,1.9431818181818181,clue:15;collision_intent:532;dga_entry:513;state:488;target:1,126,411,0.10416666666666674,completed,,,
