trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
25,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed
61,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,191,191,0,195,0,0,0,0,383,1146,0,192,191,383,0,0,0,0.0,1.964102564102564,0.0,0.0,0.0,0.0,collision_intent:191;state:191;target:1,48,97,0.0038461538461538325,completed
97,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,73,73,0,77,0,0,0,0,147,438,0,74,73,147,0,0,0,0.0,1.9090909090909092,0.0,0.0,0.0,0.0,collision_intent:73;state:73;target:1,19,39,0.009740259740259827,completed
133,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,279,38,241,259,24,5,3,2,1788,5362,0,283,1505,578,1210,1712,1210,0.0,6.903474903474904,7.1037344398340245,4.336917562724015,5.020746887966805,4.671814671814672,cbaa_entry:1210;clue:16;collision_intent:282;state:279;target:1,70,461,0.04150579150579148,completed
169,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,139,0,139,131,12,0,1,1,993,2975,0,141,852,288,705,993,705,0.0,7.580152671755725,7.143884892086331,5.071942446043166,5.071942446043166,5.3816793893129775,cbaa_entry:705;clue:8;collision_intent:140;state:139;target:1,35,254,0.040076335877862634,completed
205,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,5,0,5,9,0,0,0,0,33,95,0,8,25,17,16,33,16,0.0,3.6666666666666665,6.6,3.2,3.2,1.7777777777777777,cbaa_entry:16;clue:4;collision_intent:7;state:5;target:1,2,10,0.08333333333333326,completed
241,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,178,3,175,170,12,5,1,1,1298,3892,0,180,1118,370,928,1291,928,0.0,7.635294117647059,7.377142857142857,5.213483146067416,5.3028571428571425,5.458823529411765,cbaa_entry:928;clue:12;collision_intent:179;state:178;target:1,45,334,0.032352941176470695,completed
277,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,164,42,122,163,5,1,2,1,972,2911,0,167,805,347,625,888,625,0.0,5.96319018404908,7.278688524590164,3.8109756097560976,5.122950819672131,3.834355828220859,cbaa_entry:625;clue:16;collision_intent:166;state:164;target:1,42,249,0.004601226993865115,completed
313,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,141,68,73,141,4,2,1,1,660,1976,0,145,515,298,362,524,362,0.0,4.680851063829787,7.178082191780822,2.5673758865248226,4.958904109589041,2.5673758865248226,cbaa_entry:362;clue:12;collision_intent:144;state:141;target:1,36,167,0.012411347517730542,completed
349,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,155,108,47,156,3,2,0,0,546,1635,0,156,390,319,227,330,227,0.0,3.5,7.0212765957446805,1.4645161290322581,4.829787234042553,1.455128205128205,cbaa_entry:227;clue:8;collision_intent:155;state:155;target:1,39,145,0.009615384615384581,completed
385,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,361,114,247,319,46,5,4,4,2014,6040,0,366,1648,739,1275,1784,1275,0.0,6.313479623824452,7.222672064777328,3.53185595567867,5.161943319838056,3.9968652037617556,cbaa_entry:1275;clue:12;collision_intent:365;state:361;target:1,92,514,0.05721003134796243,completed
421,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,247,6,241,241,10,9,5,4,1750,5246,0,253,1497,508,1242,1738,1242,0.0,7.261410788381743,7.211618257261411,5.02834008097166,5.153526970954357,5.153526970954357,cbaa_entry:1242;clue:8;collision_intent:252;state:247;target:1,62,448,0.01970954356846466,completed
457,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,0.25,90,,,cbaa_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,155,3,152,124,35,7,12,8,1048,3141,0,169,879,332,716,1041,716,0.0,8.451612903225806,6.848684210526316,4.619354838709677,4.7105263157894735,5.774193548387097,cbaa_entry:716;clue:8;collision_intent:168;state:155;target:1,39,274,0.08064516129032251,completed
