trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,40,16,0,41,0,0,0,0,0,0.0,0,0,82,82,0,248,0,35,25.203632,0.7201037714285714,0.649704,2.100849,2.277931,21.843662000000002,0.6241046285714287,0.643049,1.643681,1.734368,40,3.3599699999999997,0.08399925,0.0543665,0.233176,0.276789,completed
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,42,10,2,39,4,0,1,1,0,0.0,0,0,89,89,0,242,0,38,22.069352000000002,0.5807724210526316,0.0511505,2.290474,2.444388,18.587016000000002,0.48913200000000007,0.0511505,1.72416,2.005684,29,3.482336,0.12008055172413794,0.100892,0.285045,0.302357,completed
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,40,12,0,41,0,0,0,0,0,0.0,0,0,84,84,0,246,0,40,27.492794999999997,0.6873198749999999,0.0763335,2.216013,2.55104,23.301435999999995,0.5825358999999999,0.0763335,1.707296,2.047956,41,4.191359,0.10222826829268293,0.085949,0.260247,0.346099,completed
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,37,12,0,38,0,0,0,0,0,0.0,0,0,76,76,0,254,0,42,27.093963,0.6450943571428571,0.447743,1.977654,2.592607,23.783687,0.5662782619047619,0.4423515,1.572198,1.958294,49,3.310276,0.06755665306122449,0.019647,0.268854,0.353811,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,40,12,0,41,0,0,0,0,0,0.0,0,0,82,82,0,256,0,44,24.668836999999996,0.5606553863636363,0.262054,1.872442,2.163855,21.859022,0.49679595454545455,0.25909400000000005,1.511431,1.650082,47,2.809815,0.05978329787234042,0.015967,0.223991,0.259478,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,36,9,1,33,4,0,1,1,0,0.0,0,0,76,76,0,262,0,52,40.941604000000005,0.7873385384615386,0.264262,2.761432,2.797975,34.155332,0.6568333076923077,0.26110999999999995,2.136081,2.172271,62,6.786272,0.10945600000000001,0.11082800000000001,0.240759,0.267637,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,42,14,2,39,4,0,0,0,0,0.0,0,0,86,86,0,252,0,46,23.549451,0.5119445869565218,0.052365999999999996,1.821435,2.132304,20.778486,0.45170621739130434,0.052365999999999996,1.466632,1.619781,43,2.770965,0.06444104651162791,0.024223,0.229111,0.274486,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,47,15,1,46,2,0,0,0,0,0.0,0,0,95,95,0,244,0,36,21.089192999999998,0.5858109166666666,0.047198000000000004,2.128144,2.147984,17.629900000000003,0.48971944444444454,0.047198000000000004,1.619203,1.646211,26,3.459293,0.13304973076923077,0.111132,0.254519,0.256758,completed
2,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,40,15,1,38,3,0,0,0,0,0.0,0,0,82,82,0,248,0,41,27.375294,0.6676900975609756,0.585834,1.958775,2.187182,24.002970000000005,0.5854382926829269,0.580202,1.544167,1.667746,50,3.3723240000000003,0.06744648,0.028047,0.253015,0.262934,completed
2,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,42,10,1,39,4,0,0,0,0,0.0,0,0,86,86,0,244,0,37,22.029249999999998,0.595385135135135,0.051166,2.154383,2.174702,18.99026,0.5132502702702703,0.051166,1.618243,1.660897,36,3.03899,0.08441638888888889,0.045006500000000005,0.260598,0.295861,completed
