trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,77.33272196026535,77.33272196026535,2,2,2,159,42,159,4,0,1,1,0,0.0,0,406,0,331,990,0,168,163,331,0,0.0,6.62,0.0,collision_intent:168;state:163,0.09000000000000008,0.01729559748427678,155,101.859742,2.592607,87.515801,2.047956,159,14.343941,0.353811,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,83.06829633487528,83.06829633487528,4,4,4,165,47,159,10,0,1,1,0,0.0,0,435,0,339,1014,0,170,169,339,0,0.0,6.78,0.0,collision_intent:170;state:169,0.10000000000000009,0.06446540880503138,178,110.24908500000001,2.797975,94.42274,2.172271,178,15.826345000000002,0.274486,completed
2,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,82.24269776029735,82.24269776029735,2,2,2,162,46,158,8,0,0,0,0,0.0,0,431,0,331,990,0,165,166,331,0,0.0,6.62,0.0,collision_intent:165;state:166,0.10000000000000009,0.06329113924050622,164,99.25308100000001,2.187182,87.457749,1.667746,183,11.795332,0.315701,completed
3,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,102.26124345281214,102.26124345281214,4,4,4,180,54,170,14,2,4,4,0,0.0,0,520,0,376,1125,0,192,184,376,0,0.0,7.52,0.0,collision_intent:192;state:184,0.1100000000000001,0.07941176470588229,206,164.890313,2.154351,147.67962699999998,1.668706,331,17.210686,0.280054,completed
4,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,86.60378156252727,86.60378156252727,2,2,2,147,49,144,7,0,0,0,0,0.0,0,437,0,302,903,0,151,151,302,0,0.0,6.04,0.0,collision_intent:151;state:151,0.17999999999999994,0.19444444444444442,197,170.937927,2.364296,148.36891100000003,1.898554,286,22.569015999999998,0.311636,completed
5,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,84.90035010561604,84.90035010561604,5,5,5,160,46,151,13,0,0,0,0,0.0,0,440,0,331,990,0,167,164,331,0,0.0,6.62,0.0,collision_intent:167;state:164,0.18999999999999995,0.0943708609271523,190,127.20403100000001,2.171246,111.74289,1.673569,225,15.461141,0.273654,completed
6,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,83.64393382677291,83.64393382677291,1,1,1,157,47,158,3,0,0,0,0,0.0,0,433,0,323,966,0,162,161,323,0,0.0,6.46,0.0,collision_intent:162;state:161,0.15999999999999992,0.08544303797468356,176,120.445534,2.262795,106.511121,1.745054,225,13.934413,0.287157,completed
7,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,96.20126132129504,96.20126132129504,3,3,3,159,54,148,15,1,2,1,0,0.0,0,481,0,329,984,0,166,163,329,0,0.0,6.58,0.0,collision_intent:166;state:163,0.08000000000000007,0.09797297297297303,234,136.065048,2.211918,123.69474,1.710433,312,12.370308,0.27839,completed
8,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,85.87164653426765,85.87164653426765,3,3,3,172,48,162,14,0,2,1,1,5.0,1,459,0,355,1062,0,179,176,355,0,0.0,7.1,0.0,collision_intent:179;state:176,0.1200000000000001,0.07407407407407418,170,106.850018,2.17611,93.22911799999999,1.666721,180,13.6209,0.273334,completed
9,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.04,2,2,collaborative_dmchba_fixed_k2_k2,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,50,True,93.08129282766981,93.08129282766981,2,2,2,160,52,155,9,0,0,0,0,0.0,0,477,0,330,987,0,166,164,330,0,0.0,6.6,0.0,collision_intent:166;state:164,0.07000000000000006,0.1112903225806452,217,172.60912,10.077415,152.715239,9.658582,294,19.893881,3.172362,completed
