trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot
43,dcta_parity_v1,custom,1c69814e991f12969f82d8191a67781ffe8e5223a1e70eba220c3525cc4c6a73,062586bbf83afde2d310b9d595d638ae90cfa39ad93e45da910bd2bedb695564,CBAA,ideal,1.0,19,361,0.05,18,2,180.5,180.5,scale_g19_r2_cbaa_topk005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\cap_diagnostics\20260726_1143\scale_g19_r2_cbaa_topk005_trial43\scenario.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 43. This usually means the allocator is stuck or returning no reachable goals.,5,3,"(6,7);(15,18);(6,2);(11,16)",,,,"00:(0,0);01:(0,18)",,,
