capture_batch,source_path,source_file_sha256,source_line,source_column_count,structural_repair,source_row_sha256,robot_id,target_location,alg,top_k_rate,top_k_max_cells,drop_rate,config_sequence,trial_mode,commitment_horizon,logic_revision,scenario_sha256,steps,msgs_sent,msgs_received,1_rec,1_sent,2_rec,2_sent,3_rec,3_sent,4_rec,4_sent,5_rec,5_sent,bytes_sent,bytes_received,motor_time_ms,trial_time_ms,cpu_util_pct,mem_used_peak,mem_free_min,candidate_filter_calls,candidate_filter_time_us_total,candidate_filter_time_us_mean,candidate_filter_time_us_max,allocator_solve_time_us_total,allocator_calls,allocator_time_us_total,allocator_time_us_mean,allocator_time_us_max,allocator_time_pct,mean_step_time_ms,task_cell_replans,path_replans,collision_prevention_events
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,2,45,none,4FFC09A6DDC692056D9189BBC7F97A40C8DAE8C5EC2DB4CB7ACE002929C31E64,00,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,26,69,31,12,34,13,0,0,3,1,1,0,208,751,12138,19548,12,190240,39328,1,224684,224684.0,224684,621229,2,848697,424348.5,847178,4.341605,1629.0,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,3,45,none,FECE74A663CE2B6DF561173A0D7A9415FCD4C5564A0844528E8B60C4C0E49AFF,00,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,29,103,46,13,50,14,0,0,6,2,1,0,231,1086,15681,30415,18,226768,2800,5,628947,125789.4,127872,1969796,7,2615521,373645.8,913770,8.599444,2339.615,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,4,45,none,F19F2DB5B88517939F1FBF594FA20EE5E114277D599CD23981D64E29109345DA,00,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,18,47,20,8,23,9,0,0,3,1,1,0,145,519,8616,14002,15,216864,12704,1,306700,306700.0,306700,679397,1,987357,987357.0,987357,7.051542,1750.25,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,5,45,none,08A9A2F9D07A9EA009AEF8B00906208ABF4419DD0EC9C7E609ED34011D5FF4E0,00,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,81,165,481,236,81,239,81,0,0,6,2,0,1,1422,5617,81751,122664,9,226816,2752,7,373446,53349.43,59405,2709707,9,3105076,345008.4,854041,2.531367,1514.37,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,6,45,none,3A21D316A576F1BB664047F7A29377C9C3916CCD1800D02ECFEC9087F9759178,00,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,20,42,120,57,20,59,21,0,0,3,1,1,0,372,1398,20450,31215,10,213104,16464,1,351747,351747.0,351747,776694,1,1129708,1129708.0,1129708,3.619119,1560.75,0,0,0
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,2,45,none,300BFD9992786C71ACCDA17B67F27C567658FE7B6A0CB4B5AE6C80D04AA6EE0A,01,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,9,20,75,34,9,37,10,0,0,3,1,1,0,160,811,11618,19654,12,225616,3952,1,247577,247577.0,247577,654821,3,906339,302113.0,903679,4.611474,2183.778,0,0,0
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,3,45,none,E72C3222AE59ADFF2F57F485AF9DFD8825FB16A6CC06CD88C6F695D22350C124,01,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,15,35,96,43,15,46,18,0,0,6,2,1,0,282,1014,17678,29876,15,229280,288,3,403348,134449.3,137402,1377707,3,1788908,596302.7,944735,5.987776,1991.733,0,3,1
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,4,45,none,3C3618084ABA8493C3762502EB81657639D294DE0E121041E98880E6480107B0,01,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,25,47,21,11,24,12,0,0,2,1,0,1,213,555,13697,21759,13,210784,18784,1,308026,308026.0,308026,677799,3,989831,329943.7,987107,4.549065,1813.25,0,0,0
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,5,45,none,E994C9771563D5E7138401C69B17F0E33730E6447150438A2679EB4E22E7C33A,01,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,17,48,21,7,24,8,0,0,3,1,0,1,140,526,8605,14188,14,205520,24032,1,308782,308782.0,308782,672486,1,982545,982545.0,982545,6.925183,1773.5,0,0,0
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,6,45,none,85F793D453AB365C050540A03CD3B6816E7AA8D9B417BB9BC8A273D0B68F5F38,01,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,80,163,483,237,80,239,81,0,0,6,2,1,0,1419,5624,84532,123089,7,211776,17792,1,46853,46853.0,46853,696249,2,745890,372945.0,744382,0.6059762,1538.613,0,0,0
