capture_batch,source_path,source_file_sha256,source_line,source_column_count,structural_repair,source_row_sha256,robot_id,target_location,alg,top_k_rate,top_k_max_cells,drop_rate,config_sequence,trial_mode,commitment_horizon,logic_revision,scenario_sha256,steps,msgs_sent,msgs_received,1_rec,1_sent,2_rec,2_sent,3_rec,3_sent,4_rec,4_sent,5_rec,5_sent,bytes_sent,bytes_received,motor_time_ms,trial_time_ms,cpu_util_pct,mem_used_peak,mem_free_min,candidate_filter_calls,candidate_filter_time_us_total,candidate_filter_time_us_mean,candidate_filter_time_us_max,allocator_solve_time_us_total,allocator_calls,allocator_time_us_total,allocator_time_us_mean,allocator_time_us_max,allocator_time_pct,mean_step_time_ms,task_cell_replans,path_replans,collision_prevention_events
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,7,45,none,73037B1004908A875A709B17AE99BEB272A7DF565E40007A4D71F8BE72E5D005,01,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,20,42,121,57,20,60,21,0,0,3,1,1,0,369,1415,20855,31379,10,226672,2896,1,380943,380943.0,380943,776004,1,1158223,1158223.0,1158223,3.691077,1568.95,0,0,0
initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,2,45,none,A93FDE43A683FDA7A7F409F88B4A464C42D4E9685F5C91B894250393E369B243,02,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,25,70,32,11,35,12,0,0,3,1,0,1,226,735,12425,19409,12,227616,1872,1,266931,266931.0,266931,641775,1,909981,909981.0,909981,4.688448,1617.417,0,0,0
initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,3,45,none,895D633983D286066386A3FF48D0F3DCCEE7546CD31BCA01A8876E489E60F09A,02,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,17,36,94,42,16,46,17,0,0,6,2,0,1,312,970,17534,28597,13,201472,28016,1,136959,136959.0,136959,722321,2,862169,431084.5,860601,3.014893,1682.177,0,0,0
initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,4,45,none,0A78CEC62ED13307621BA0C536CD50DE04E78ED92D31F8EE73385B7B61DE79DA,02,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,22,51,23,10,25,11,0,0,2,1,1,0,209,574,12687,22373,19,223152,6416,3,1005211,335070.3,337690,1369697,5,2385462,477092.4,1377111,10.66224,2237.3,0,0,0
initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,5,45,none,2F55186237FD40421BB3CAABF1D7F727F5CB33F86886CCF35A5087AA448774DA,02,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,6,14,51,22,6,25,7,0,0,3,1,1,0,133,539,8327,14244,15,226192,3376,1,331520,331520.0,331520,639142,2,973465,486732.5,971957,6.83421,2374.0,0,0,0
initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,6,45,none,A84B3FB4330E5D8423D326595CFB3B957253017F982351D62C17F7C62E7D3DFE,02,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,78,159,487,239,78,241,79,0,0,6,2,1,0,1622,5429,86425,123012,7,210656,18912,1,49230,49230.0,49230,665894,1,716402,716402.0,716402,0.5823838,1577.077,0,0,0
initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,7,45,none,0DC17A0FD0D0A6F2D665C922DD14DFFA62FCE346CD670BDB50E10AD7681F127F,02,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,19,40,122,58,19,60,20,0,0,3,1,1,0,412,1362,21354,31333,9,218256,11312,1,406619,406619.0,406619,776425,1,1184315,1184315.0,1184315,3.779769,1649.105,0,0,0
initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,2,45,none,C58F38B58208DF8B2BFDAD2B0477BB39D5401DB45B24DF15FFFF38E8602710E5,03,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,24,71,32,11,35,12,0,0,3,1,1,0,227,736,12487,19618,12,188480,41088,1,251602,251602.0,251602,632009,1,884885,884885.0,884885,4.510577,1783.455,0,0,0
initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,3,45,none,C901B3349C66FEB4C6A6D9504A12890988DF82D7CC03391322EC5AAA9ADCBCF0,03,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,15,33,97,43,15,47,16,0,0,6,2,1,0,296,992,16710,28711,14,205664,23904,1,133601,133601.0,133601,709384,1,844255,844255.0,844255,2.940528,1914.067,0,0,0
initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,4,45,none,3836ACF38A840D72AB8A9EA59EE46CB4563FC43D0744391EA77EF8DB07B00D01,03,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,24,50,22,11,25,12,0,0,2,1,1,0,228,565,13456,23345,17,185104,44464,3,1012778,337592.7,340024,1331105,4,2353042,588260.5,1281909,10.07943,2122.273,0,0,0
initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,5,45,none,C437587371BEFCBBC4ED7CEB77A0B3D3C8A53EA1202A233C0519560C1759B75D,03,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,7,16,49,21,7,24,8,0,0,3,1,1,0,152,516,8677,14423,14,227680,1888,1,336648,336648.0,336648,677377,2,1016804,508402.0,1015300,7.049879,2060.428,0,0,0
initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,6,45,none,E05B96537218B230E5650A43954E1E434929CD084DEAC1F88A63D85526E19B8E,03,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,78,159,487,239,78,241,79,0,0,6,2,1,0,1614,5437,84505,123047,7,213936,15632,1,67993,67993.0,67993,714052,2,784629,392314.5,783307,0.637666,1577.526,0,0,0
initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,7,45,none,605850BDF99430DD451B3D776B142D0599598D99FFA7F197860FD142E336FB7C,03,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,19,39,122,58,18,61,19,0,0,3,1,0,1,389,1378,20314,31002,10,219552,9936,1,395551,395551.0,395551,755383,1,1152206,1152206.0,1152206,3.716554,1631.684,0,0,0
