capture_batch,source_path,source_file_sha256,source_line,source_column_count,structural_repair,source_row_sha256,robot_id,target_location,alg,top_k_rate,top_k_max_cells,drop_rate,config_sequence,trial_mode,commitment_horizon,logic_revision,scenario_sha256,steps,msgs_sent,msgs_received,1_rec,1_sent,2_rec,2_sent,3_rec,3_sent,4_rec,4_sent,5_rec,5_sent,bytes_sent,bytes_received,motor_time_ms,trial_time_ms,cpu_util_pct,mem_used_peak,mem_free_min,candidate_filter_calls,candidate_filter_time_us_total,candidate_filter_time_us_mean,candidate_filter_time_us_max,allocator_solve_time_us_total,allocator_calls,allocator_time_us_total,allocator_time_us_mean,allocator_time_us_max,allocator_time_pct,mean_step_time_ms,task_cell_replans,path_replans,collision_prevention_events
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-ACBBA.txt,197B552DF9C58186A9D2ED97C396E35EC428577DEF5C84A2906F247C4773F89A,2,45,none,775C3500C9168EAF34709D75F2ACA82B54A1F06844932D6A194DC9AA409D03EA,00,5/9,ACBBA,0.1,36,0.0,5,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,51,168,32,11,33,12,99,27,3,1,1,0,1067,4171,12353,30846,41,229344,224,3,1898878,632959.3,641989,1719395,3,3663687,1221229.0,1237888,11.87735,2804.182,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-ACBBA.txt,197B552DF9C58186A9D2ED97C396E35EC428577DEF5C84A2906F247C4773F89A,3,45,none,0DA5927B10397246AD9AB84E02AC0009C7291A9083A397A1C95C89664BEE48A4,00,7/2,ACBBA,0.1,36,0.0,2,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,78,254,46,11,51,16,150,49,6,2,1,0,1858,6381,12142,44078,51,215616,13952,6,2304200,384033.3,390928,3474715,6,5933889,988981.5,1017121,13.46225,4007.091,0,3,1
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-ACBBA.txt,197B552DF9C58186A9D2ED97C396E35EC428577DEF5C84A2906F247C4773F89A,4,45,none,425DF3A46EAF7E85F317D6911608D10573C6B635185C2053CC63E4E5911693EB,00,7/2,ACBBA,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,65,224,46,12,50,13,122,37,6,2,0,1,1461,5429,16082,41168,47,221872,7696,5,1909250,381850.0,398832,2867431,5,4887933,977586.6,1006284,11.87314,3166.769,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-ACBBA.txt,197B552DF9C58186A9D2ED97C396E35EC428577DEF5C84A2906F247C4773F89A,5,45,none,37DE5B658716E67AB7D710FD21E758607EE9BE93826347F66AB3DB4CF5583140,00,3/11,ACBBA,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,76,192,27,13,30,14,131,48,3,1,1,0,1826,5509,12913,34702,46,228704,864,4,3522010,880502.5,893460,2243028,4,5845484,1461371.0,1520839,16.8448,2669.385,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-ACBBA.txt,197B552DF9C58186A9D2ED97C396E35EC428577DEF5C84A2906F247C4773F89A,6,45,none,C88E0E3448123B19062D7F97FB0CD8E61D12B88A0A82007ED9B750FE60926CE8,00,5/4,ACBBA,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,75,176,506,215,74,219,75,66,24,6,2,0,1,2034,7377,76870,137897,23,209184,20304,3,804144,268048.0,270952,1724071,3,2577398,859132.7,882104,1.869075,1838.627,0,0,0
initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-ACBBA.txt,197B552DF9C58186A9D2ED97C396E35EC428577DEF5C84A2906F247C4773F89A,7,45,none,ED84CB0E361611A0BF87C187822D5826D84827E5B06F14E19FB7C8EE0A609020,00,13/16,ACBBA,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,30,104,284,74,30,76,31,130,42,3,1,1,0,2014,6930,31462,66131,33,222880,6688,3,3008502,1002834.0,1017243,1713502,3,4760834,1586945.0,1606596,7.199096,2204.367,1,0,0
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-ACBBA.txt,F5FF1938EA8DD151F2ED6D188A932A3D740F647A7B9448E49C6C3D01929EC354,2,45,none,F33DDDCDAE4A4587EA48BF94F96A2D3D1CA74E4639ABD50562323495A26521DF,01,5/9,ACBBA,0.1,36,0.0,5,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,61,167,33,10,35,11,95,39,3,1,1,0,1452,4056,11756,33215,50,209920,19648,5,3405958,681191.6,723926,2817018,5,6330515,1266103.0,1285124,19.05921,3321.5,0,0,0
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-ACBBA.txt,F5FF1938EA8DD151F2ED6D188A932A3D740F647A7B9448E49C6C3D01929EC354,3,45,none,2922D736735A31B2ADFCC9B78B2DE9684BB673737915A80C533544BC93198E3D,01,7/2,ACBBA,0.1,36,0.0,2,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,83,249,44,13,53,14,145,54,6,2,1,0,2063,6166,15373,43732,51,222736,6832,7,2793923,399131.8,409902,4076406,7,7045031,1006433.0,1025399,16.10956,3364.0,2,0,0
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-ACBBA.txt,F5FF1938EA8DD151F2ED6D188A932A3D740F647A7B9448E49C6C3D01929EC354,4,45,none,6230DB079D28B99D185131C4A67CDE368F15D96707F5976C8A4E411ADDB2DBC9,01,7/2,ACBBA,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,14,79,219,45,14,47,17,120,46,6,2,1,0,1859,5290,17525,43686,44,209104,20464,6,2382540,397090.0,408595,3475261,6,6017218,1002870.0,1022364,13.77379,3120.428,0,3,1
initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-ACBBA.txt,F5FF1938EA8DD151F2ED6D188A932A3D740F647A7B9448E49C6C3D01929EC354,5,45,none,A359758F8C86E0D9B75BF8394C21CCDAD39F675692BADE7751B8ED89E9F60422,01,3/11,ACBBA,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,62,200,31,9,33,10,133,41,3,1,0,1,1599,5600,11215,34266,54,219888,9600,5,4393527,878705.4,883540,2877217,5,7368741,1473748.0,1496182,21.50453,3426.6,2,0,0
