capture_batch,source_path,source_file_sha256,source_line,source_column_count,structural_repair,source_row_sha256,robot_id,target_location,alg,top_k_rate,top_k_max_cells,drop_rate,config_sequence,trial_mode,commitment_horizon,logic_revision,scenario_sha256,steps,msgs_sent,msgs_received,1_rec,1_sent,2_rec,2_sent,3_rec,3_sent,4_rec,4_sent,5_rec,5_sent,bytes_sent,bytes_received,motor_time_ms,trial_time_ms,cpu_util_pct,mem_used_peak,mem_free_min,candidate_filter_calls,candidate_filter_time_us_total,candidate_filter_time_us_mean,candidate_filter_time_us_max,allocator_solve_time_us_total,allocator_calls,allocator_time_us_total,allocator_time_us_mean,allocator_time_us_max,allocator_time_pct,mean_step_time_ms,task_cell_replans,path_replans,collision_prevention_events
completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,2,45,none,D7E7FB16C469E31E93F57266B5B84159FA75AB49C9556CCA5BA3762CB4A1E10C,00,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,40,103,35,13,38,14,26,12,3,1,1,0,656,1790,13541,27866,27,218304,11264,3,3422538,1140846.0,1180174,1290924,3,5676663,1892221.0,1950762,20.37129,2143.539,0,0,0
completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,3,46,merge_unquoted_target_location,89A5F6A025E608334E4FAD5335185F5BE68D5E8901BC9508A4EFE490F57458D5,00,"(-1, -1)",PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,2,14,31,6,2,7,3,12,7,6,2,0,0,299,582,2299,9539,54,208720,20848,2,3075175,1537588.0,1552048,908407,2,4619548,2309774.0,2323211,48.42801,4769.5,0,0,0
completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,4,45,none,B2BFF7E2FE2B1943AA6CEA6D02AB53AB6579D081EF2CA9D540F462482B4725CE,00,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,43,106,37,11,40,11,26,19,3,1,0,1,885,1846,11034,24699,28,214160,15408,5,1607505,321501.0,331794,1664943,5,4904903,980980.6,1085907,19.85871,2058.25,0,0,0
completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,5,45,none,AC55357717DD3F74F2E6FFD1635D80ACFA24C992A67A03397C103E29D2EA1C4C,00,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,15,42,105,26,15,29,17,46,9,3,1,1,0,560,2703,15909,29473,24,228432,1136,2,2988299,1494150.0,1507304,846684,2,4479074,2239537.0,2253004,15.19721,1964.867,0,1,1
completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,6,45,none,25AF4167AADB8A429D1BF334C9FD28AC7E60ED74385B342139E9DDEE4CE6C2B7,00,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,73,155,444,210,73,211,73,17,6,6,2,0,1,1473,5603,74581,110020,8,228528,1040,2,250926,125463.0,129413,651593,2,1553681,776840.5,863697,1.41218,1507.123,0,0,0
completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,7,45,none,C54E405B1A52873537DE450674720D377BAE8D0C23D21246E8B694EAFAD114F2,00,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,32,79,217,83,32,84,33,43,12,6,2,1,0,1128,3999,33353,60066,22,204416,25152,3,6063181,2021060.0,2054968,1267784,3,8293883,2764628.0,2821794,13.80795,1877.063,0,0,0
completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,2,45,none,FC058900FB4B8B71CE4B35E1E20114C781AC4082B9F45EBBE932D6B17FE76659,01,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,32,107,38,10,40,11,25,10,3,1,1,0,552,1774,12510,26432,29,225184,4384,3,3633986,1211329.0,1274032,1163134,3,5765748,1921916.0,2043872,21.81351,2643.2,0,0,0
completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,3,46,merge_unquoted_target_location,63C07A0D5A5B2A9786781B5866C795ED1E7B0C8B8C76ED1689D25A1F44E959FD,01,"(-1, -1)",PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,2,14,31,6,2,7,3,12,7,6,2,0,0,268,582,2337,9603,52,227024,2544,2,2917811,1458906.0,1459709,902766,2,4457625,2228813.0,2229506,46.41909,4801.5,1,0,0
completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,4,45,none,383A1BAC1412CB0082648FE7922D19FE33D78FA4CCC9A3F10A07B6BF7EC7AFF1,01,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,39,110,37,11,39,12,30,15,3,1,1,0,724,2015,12748,24797,24,224432,5136,4,1369156,342289.0,361458,1525536,4,4199145,1049786.0,1137561,16.93408,2254.273,1,0,0
completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,5,45,none,0CA21D78D15CD4B0FC0ACD78EC07CFF1C59E41F20AB31F5C4F31901E90F70D16,01,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,9,37,110,32,9,36,10,38,17,3,1,1,0,898,2375,10956,29648,40,221216,8352,4,7614120,1903530.0,1932079,1447217,4,10353003,2588251.0,2673903,34.91973,3294.222,1,0,0
completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,6,45,none,A18581876969E731281832A7D13A0A03CB1CBE575E725D452EE6647E2AE91982,01,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,71,150,450,212,71,213,72,18,5,6,2,1,0,1427,5673,75961,110086,7,218880,10688,1,134005,134005.0,134005,424005,1,889957,889957.0,889957,0.8084198,1550.507,1,0,0
completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,7,45,none,38B0D4E5023280C79199EBC1063FE6200133875A92BC011E33C2D306CE748D45,01,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,30,75,223,85,30,87,31,44,12,6,2,1,0,1124,4078,32119,59870,23,211392,18176,3,7276921,2425640.0,2476246,1344677,3,9582733,3194244.0,3242514,16.0059,1995.667,1,0,0
