capture_batch,source_path,source_file_sha256,source_line,source_column_count,structural_repair,source_row_sha256,robot_id,target_location,alg,top_k_rate,top_k_max_cells,drop_rate,config_sequence,trial_mode,commitment_horizon,logic_revision,scenario_sha256,steps,msgs_sent,msgs_received,1_rec,1_sent,2_rec,2_sent,3_rec,3_sent,4_rec,4_sent,5_rec,5_sent,bytes_sent,bytes_received,motor_time_ms,trial_time_ms,cpu_util_pct,mem_used_peak,mem_free_min,candidate_filter_calls,candidate_filter_time_us_total,candidate_filter_time_us_mean,candidate_filter_time_us_max,allocator_solve_time_us_total,allocator_calls,allocator_time_us_total,allocator_time_us_mean,allocator_time_us_max,allocator_time_pct,mean_step_time_ms,task_cell_replans,path_replans,collision_prevention_events
completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,2,45,none,DD87A67580A8A4383D094EDF441A6FC6F0EB325CDE6ECA3A21F5937BF2978C4D,02,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,14,36,103,35,13,37,14,28,7,3,1,0,1,484,1834,14407,26431,22,203888,25600,2,2436898,1218449.0,1220972,902592,2,3977564,1988782.0,1990209,15.04886,1887.929,0,0,0
completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,3,45,none,62F354DBDCCD50D28BEB9D80D50A2636C2495A27809AB4C786D1E00A66332945,02,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,14,34,115,34,14,36,15,41,4,3,1,1,0,407,2342,15733,24902,14,210832,18736,1,403313,403313.0,403313,447376,1,1170872,1170872.0,1170872,4.70192,1778.714,0,0,0
completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,4,45,none,5681A2F9A4417A066F14F909A544AAAC617D9749B97B796A74175BC9FE6ECD05,02,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,34,113,33,8,37,9,39,16,3,1,1,0,856,2423,9786,29638,45,224320,5248,5,8470283,1694057.0,1743110,1539846,5,11645509,2329102.0,2489293,39.29249,3704.75,0,0,0
completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,5,45,none,B14F138DBE74793249817D94CD61DD3DCE862BE3DF18482A7F2226FE35B26E83,02,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,70,151,453,213,70,215,71,18,8,6,2,1,0,1776,5480,76772,110787,8,216928,12640,2,304174,152087.0,152351,895188,2,1847848,923924.0,926013,1.667929,1582.671,2,0,0
completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,6,45,none,2BAABC876DE7EB067B21BFE7AD7D1DCDAD98D0DBCDAC034006394A2E3F36A4B8,02,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,27,77,223,88,27,90,28,38,20,6,2,1,0,1460,3835,30268,61383,27,214800,14768,5,9582733,1916547.0,1979812,2022098,5,13244450,2648890.0,2750983,21.57674,2273.444,0,0,0
completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,2,45,none,DF64973251A15B883B8805967D75F157215A1FD69B149DA2FC3C16581BDB8B25,03,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,35,104,36,12,38,13,26,9,3,1,1,0,548,1772,14324,26477,22,222080,7488,2,2608570,1304285.0,1307462,901565,2,4147661,2073831.0,2077997,15.66515,2206.417,1,0,0
completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,3,46,merge_unquoted_target_location,FB50DB33950B49F8BE2E31D7C35FCEE0AC8A2436B6EABE704DECE8136CAF6025,03,"(-1, -1)",PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,2,10,31,6,2,6,3,13,3,6,2,0,0,157,589,2465,7475,35,200608,28960,1,1367604,1367604.0,1367604,446295,1,2141824,2141824.0,2141824,28.65316,3737.5,1,0,0
completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,4,45,none,54FC772F5FA7854A981C2ECA9D6C39F2085313164C15AB0144411C8DEF08EB95,03,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,33,116,36,12,38,13,38,7,3,1,1,0,503,2248,13989,24994,18,215824,13744,2,691262,345631.0,353794,896014,2,2227492,1113746.0,1123606,8.912107,2082.833,1,0,0
completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,5,45,none,6B852C156B544343FE9D23A809A3B29EBECEC933EEA86173A6DBE6498A081632,03,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,34,113,32,9,36,10,42,13,3,1,0,1,739,2540,11433,29476,39,226528,2960,4,7312905,1828226.0,1874086,1312643,4,9923976,2480994.0,2616814,33.66799,2947.6,1,0,0
completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,6,45,none,D2F686F06D590826783A2FFF7C22AB97E904D92C8B8B15FDD031626ED914DEBF,03,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,69,148,452,214,69,215,70,16,7,6,2,1,0,1674,5430,76340,110113,7,227056,2512,2,268014,134007.0,136381,857295,2,1761152,880576.0,882485,1.599404,1595.841,1,0,0
completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,7,45,none,8B40B19CBB7230EAF82BA67DD0CCB70CEEBC70D2B24183BD4DC36F03CD59725E,03,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,27,71,225,89,26,90,27,40,15,6,2,0,1,1200,3943,30356,59813,26,201456,28112,4,8056127,2014032.0,2102436,1637008,4,10999589,2749897.0,2869083,18.38996,2215.296,0,0,0
