trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,robot_id,host_trial_runtime_ms,allocator_calls,allocator_calls_pre_clue,allocator_calls_post_clue,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,allocator_time_pct,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_max,allocator_time_ms_pre_clue_total,allocator_time_ms_post_clue_total,allocator_host_runtime_pct,max_candidate_cells
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,191.631813,22,14,8,16.966395,0.7711997727272727,0.029775,2.113715,2.12354,5.265377,0.2393353181818182,0.029775,0.679528,0.69559,8.853642166397496,8,11.701018,1.46262725,1.522729,0.412209,16.554186,8.853642166397496,4
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,191.631813,17,13,4,8.737959,0.5139975882352941,0.031359,2.136307,2.136307,2.918585,0.1716814705882353,0.031359,0.718534,0.718534,4.55976430176549,4,5.819374,1.4548435,1.533385,0.42725,8.310709,4.55976430176549,4
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,191.631813,21,13,8,14.494389000000002,0.6902090000000001,0.03251,2.138835,2.187857,4.555772,0.2169415238095238,0.03251,0.72791,0.737862,7.563665329409581,7,9.938617,1.4198024285714286,1.535049,0.480366,14.014023000000002,7.563665329409581,4
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,191.631813,16,11,5,11.029299000000002,0.6893311875000001,0.028783,2.220912,2.220912,3.6444780000000003,0.22777987500000002,0.028783,0.717735,0.717735,5.755463473071666,5,7.384821,1.4769641999999998,1.543272,0.328692,10.700607000000002,5.755463473071666,4
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,856.599881,41,25,16,65.162101,1.589319536585366,0.028031,2.325196,17.921402,44.378849,1.0824109512195124,0.028031,1.112921,16.598345,7.6070639799680295,16,20.783252,1.29895325,1.502442,0.68612,64.475981,7.6070639799680295,4
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,856.599881,64,24,40,120.88274800000002,1.8887929375000003,1.7682565,3.798328,18.317964,28.780531,0.449695796875,0.49124599999999996,1.04425,2.575972,14.111926779499521,40,92.10221700000001,2.3025554250000004,17.438091,0.8824319999999999,120.00031600000003,14.111926779499521,4
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,856.599881,52,24,28,64.749791,1.2451882884615384,1.779616,2.246351,11.458947,21.01031,0.40404442307692306,0.44476800000000005,1.020027,1.054906,7.5589306555133655,27,43.739481,1.6199807777777777,10.672031,0.769569,63.980222000000005,7.5589306555133655,4
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,856.599881,48,23,25,77.61794,1.6170404166666668,1.971865,2.31534,25.697122,21.364829999999998,0.44510062499999997,0.6128905,1.033499,1.087736,9.061166330000928,25,56.25311,2.2501244,24.747268,0.6562640000000001,76.96167600000001,9.061166330000928,4
3,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,1708.488452,64,17,47,120.42059099999999,1.8815717343749998,2.083605,2.417097,18.523813,65.584167,1.024752609375,0.7908200000000001,1.529993,17.363375,7.048370204611719,47,54.836424,1.166732425531915,1.509833,0.5185740000000001,119.90201699999999,7.048370204611719,4
3,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,1708.488452,112,17,95,230.44523099999992,2.0575467053571423,2.1162275,2.452264,18.682239,110.54337800000002,0.9869944464285716,1.1126155,1.581671,1.710082,13.488252187495611,95,119.90185300000002,1.2621247684210528,17.163477,0.5615500000000001,229.88368099999994,13.488252187495611,4
