trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,top_k_rate,top_k_max_cells,max_candidate_cells,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,39,8,2,37,3,0,0,0,0,0.0,0,0,81,81,0,242,0,64,73.07307899999999,1.1417668593749999,1.2611205,2.36516,2.472644,60.69726000000001,0.9483946875000001,1.071927,1.891322,1.940409,108,12.375818999999998,0.11459091666666665,0.1079955,0.187577,0.273494,completed
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,38,13,1,38,1,0,1,1,0,0.0,0,0,79,79,0,243,0,62,50.01553499999999,0.8067021774193547,0.820882,1.778173,2.336169,44.379672000000014,0.7158011612903228,0.787459,1.416105,1.814141,106,5.635863,0.05316851886792452,0.0251355,0.211736,0.281718,completed
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,31,9,0,31,1,0,0,0,0,0.0,0,0,65,65,0,257,0,76,90.28737599999998,1.187991789473684,0.9592605,2.563744,2.73433,74.44188299999999,0.9794984605263156,0.917054,1.996405,2.088499,138,15.845493,0.11482241304347826,0.133771,0.243927,0.323092,completed
0,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,48,20,0,49,0,0,0,0,0,0.0,0,0,98,98,0,224,0,61,41.289241,0.6768728032786885,0.665767,1.807932,2.525537,36.409103,0.5968705409836066,0.640775,1.417739,1.900633,83,4.880138,0.05879684337349397,0.01664,0.210776,0.325715,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,27,8,0,28,0,0,0,0,0,0.0,0,0,58,58,0,232,0,68,76.057759,1.118496455882353,1.1379895,2.346312,2.509922,64.455089,0.947868955882353,0.990523,1.878714,1.980471,128,11.602670000000002,0.09064585937500001,0.077389,0.190681,0.25999,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,48,14,2,44,5,0,0,0,0,0.0,0,0,100,100,0,191,0,39,32.597597,0.8358358205128206,0.883359,2.078707,2.605342,27.590424000000006,0.7074467692307694,0.813442,1.565831,2.031507,52,5.007173,0.09629178846153846,0.077581,0.22748,0.258486,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,02,32,15,0,33,0,0,0,0,0,0.0,0,0,67,67,0,223,0,60,63.93207000000002,1.0655345000000003,0.8752475,2.250988,2.35524,54.250995999999994,0.9041832666666666,0.8580795,1.844218,1.879482,111,9.681074,0.08721688288288289,0.114684,0.21964,0.273782,completed
1,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,03,32,13,0,33,0,0,0,0,0,0.0,0,0,66,66,0,224,0,64,48.405581,0.756337203125,0.8288329999999999,1.752159,2.061619,43.300085999999986,0.6765638437499998,0.8139529999999999,1.396876,1.556518,107,5.1054949999999995,0.04771490654205607,0.022527,0.219832,0.279254,completed
2,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,00,36,15,0,36,1,0,0,0,0,0.0,0,0,74,74,0,225,0,60,90.101869,1.5016978166666666,0.698806,2.097617,21.116521,85.48166,1.4246943333333335,0.666967,1.546566,20.994701,89,4.620209,0.05191246067415731,0.017855,0.214072,0.300437,completed
2,known_visit,DMCHBA,ideal,1.0,19,361,4,50,0.02,1,1,collaborative_dmchba_fixed_k1_k1,/home/agxorin/topk_filter_study/results/sensitivity_suite/scenarios/known_targets_g19_t50_n100.csv,01,30,8,0,30,1,0,0,0,0,0.0,0,0,63,63,0,236,0,62,86.04689300000001,1.3878531129032259,0.8438399999999999,2.060403,21.800656,80.195366,1.2934736451612905,0.8221769999999999,1.570565,21.556249,104,5.851527000000001,0.0562646826923077,0.0180475,0.207448,0.262582,completed
