trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
0,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,405,90,315,331,78,22,5,4,3189,9565,0,411,2778,828,2361,3009,2361,0.0,9.634441087613293,9.552380952380952,5.82962962962963,7.495238095238095,7.132930513595166,acbba_entry:2361;clue:12;collision_intent:410;state:405;target:1,103,812,0.04909365558912393,completed,297,699.768352,7.481353,486.61064899999997,6.772996,209,213.15770299999997,2.268203
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,168,53,115,157,15,11,2,2,1139,3412,0,171,968,351,788,1033,788,0.0,7.254777070063694,8.982608695652173,4.690476190476191,6.852173913043479,5.019108280254777,acbba_entry:788;clue:12;collision_intent:170;state:168;target:1,42,292,0.03662420382165599,completed,122,204.53366599999998,3.681143,102.87626499999999,1.961655,70,101.657401,1.948664
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,208,98,110,185,27,11,3,3,1235,3700,0,212,1023,428,807,1039,807,0.0,6.675675675675675,9.445454545454545,3.8798076923076925,7.336363636363636,4.3621621621621625,acbba_entry:807;clue:8;collision_intent:211;state:208;target:1,53,322,0.0418918918918918,completed,170,293.98394199999996,27.080401,140.286108,17.5213,73,153.697834,25.581961
3,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,284,67,217,255,33,24,2,2,2165,6492,0,287,1878,587,1578,2030,1578,0.0,8.490196078431373,9.35483870967742,5.556338028169014,7.271889400921659,6.188235294117647,acbba_entry:1578;clue:16;collision_intent:286;state:284;target:1,73,558,0.03039215686274499,completed,226,570.286014,19.007516,344.21804299999997,17.462965,160,226.06797100000003,10.397693
4,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,38,24,14,42,0,1,0,0,143,425,0,39,104,81,62,95,62,0.0,3.4047619047619047,6.785714285714286,1.631578947368421,4.428571428571429,1.4761904761904763,acbba_entry:62;clue:4;collision_intent:38;state:38;target:1,10,38,0.023809523809523725,completed,31,26.186608999999997,2.904148,9.972812,1.068312,9,16.213797,1.86393
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,318,122,196,267,55,15,4,4,2080,6237,0,323,1757,657,1423,1836,1423,0.0,7.790262172284645,9.36734693877551,4.4748427672955975,7.260204081632653,5.329588014981273,acbba_entry:1423;clue:16;collision_intent:322;state:318;target:1,80,531,0.04026217228464413,completed,259,389.146546,5.071236,239.447988,2.812599,139,149.698558,2.681372
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,73,21,52,73,4,7,4,3,581,1740,0,78,503,155,426,539,426,0.0,7.958904109589041,10.365384615384615,5.835616438356165,8.192307692307692,5.835616438356165,acbba_entry:426;clue:4;collision_intent:77;state:73;target:1,19,152,0.03082191780821919,completed,62,181.84796,23.149956,66.211652,15.499424,43,115.636308,22.062188
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,38,5,33,39,3,3,0,0,267,798,0,40,227,86,181,256,181,0.0,6.846153846153846,7.757575757575758,4.7631578947368425,5.484848484848484,4.641025641025641,acbba_entry:181;clue:8;collision_intent:39;state:38;target:1,10,72,0.08333333333333326,completed,25,56.622887,3.035791,21.012371,1.201011,19,35.610516,1.963639
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,227,34,193,184,47,16,5,4,1716,5145,0,233,1483,476,1240,1648,1240,0.0,9.326086956521738,8.538860103626943,5.462555066079295,6.424870466321243,6.739130434782608,acbba_entry:1240;clue:16;collision_intent:232;state:227;target:1,57,438,0.032608695652173836,completed,137,427.95007200000003,19.715011,225.27433899999997,18.105567,105,202.675733,17.890407
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,0,1,5,0,0,0,0,22,64,0,5,17,10,12,22,12,0.0,4.4,22.0,12.0,12.0,2.4,acbba_entry:12;clue:4;collision_intent:4;state:1;target:1,1,7,0.1499999999999999,completed,4,11.606577000000001,3.014416,4.371229,1.171892,4,7.235348,1.842524
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,269,29,240,232,41,18,0,0,2165,6493,0,271,1894,552,1613,2107,1613,0.0,9.331896551724139,8.779166666666667,5.996282527881041,6.720833333333333,6.952586206896552,acbba_entry:1613;clue:12;collision_intent:270;state:269;target:1,68,550,0.03663793103448265,completed,169,512.74604,18.042593,280.0479,3.448609,142,232.69814,16.35552
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,318,82,236,265,57,21,6,5,2394,7179,0,325,2069,647,1747,2229,1747,0.0,9.033962264150944,9.444915254237289,5.4937106918239,7.4025423728813555,6.592452830188679,acbba_entry:1747;clue:4;collision_intent:324;state:318;target:1,80,613,0.027358490566037785,completed,242,563.761809,18.892802,336.184408,17.164802,161,227.57740099999998,8.930452
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,149,137,12,151,2,3,0,0,375,1119,0,150,225,303,72,101,72,0.0,2.4834437086092715,8.416666666666666,0.48322147651006714,6.0,0.4768211920529801,acbba_entry:72;clue:4;collision_intent:149;state:149;target:1,38,102,0.011589403973509826,completed,145,26.477575,2.327209,14.121587,1.072664,10,12.355988,1.268273
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,60,7,53,57,7,6,0,0,498,1489,0,61,437,129,369,483,369,0.0,8.736842105263158,9.11320754716981,6.15,6.962264150943396,6.473684210526316,acbba_entry:369;clue:8;collision_intent:60;state:60;target:1,16,133,0.08333333333333326,completed,41,191.627313,27.169966,71.98110399999999,17.218241,34,119.646209,25.98985
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,154,94,60,148,10,9,0,0,709,2123,0,155,554,321,388,521,388,0.0,4.79054054054054,8.683333333333334,2.5194805194805197,6.466666666666667,2.6216216216216215,acbba_entry:388;clue:12;collision_intent:154;state:154;target:1,39,188,0.010135135135135087,completed,129,97.24889300000001,2.738842,45.530495,1.432426,37,51.718398,1.49028
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,37,29,8,41,0,2,0,0,122,364,0,39,83,80,42,64,42,0.0,2.975609756097561,8.0,1.135135135135135,5.25,1.024390243902439,acbba_entry:42;clue:4;collision_intent:38;state:37;target:1,10,33,0.018292682926829285,completed,34,20.448011,2.77836,8.844539,1.079639,7,11.603472,1.698721
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_acbba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,355,41,314,276,83,21,3,2,2631,7890,0,360,2271,727,1904,2549,1904,0.0,9.532608695652174,8.117834394904458,5.363380281690141,6.063694267515924,6.898550724637682,acbba_entry:1904;clue:12;collision_intent:359;state:355;target:1,90,669,0.05615942028985499,completed,214,576.08087,3.853553,367.618469,3.089837,175,208.46240100000003,1.657603
