trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,223,29,194,199,28,0,0,0,459,1376,0,224,235,459,0,401,0,0.0,2.306532663316583,2.0670103092783507,0.0,0.0,0.0,clue:12;collision_intent:223;state:223;target:1,57,118,0.041457286432160734,completed,96,214.75375899999997,9.236872,32.603958999999996,1.189173,80,182.14979999999997,2.983025
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,238,82,156,212,30,0,2,1,483,1447,0,241,242,483,0,318,0,0.0,2.2783018867924527,2.0384615384615383,0.0,0.0,0.0,clue:4;collision_intent:240;state:238;target:1,60,123,0.021226415094339535,completed,152,231.561647,22.711282,36.892931,1.309903,88,194.668716,17.908229
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,150,137,13,152,2,0,0,0,305,912,0,151,154,305,0,31,0,0.0,2.0065789473684212,2.3846153846153846,0.0,0.0,0.0,clue:4;collision_intent:150;state:150;target:1,38,78,0.013157894736842035,completed,141,23.739054,5.221309,7.3785739999999995,1.13567,8,16.360480000000003,2.112338
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,80,7,73,69,15,0,7,3,177,528,0,89,88,177,0,162,0,0.0,2.5652173913043477,2.219178082191781,0.0,0.0,0.0,clue:8;collision_intent:88;state:80;target:1,21,47,0.11956521739130443,completed,37,112.724768,9.72783,16.239846,1.11468,35,96.484922,2.999441
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,170,94,76,159,15,0,1,1,354,1057,0,172,182,354,0,166,0,0.0,2.2264150943396226,2.1842105263157894,0.0,0.0,0.0,clue:12;collision_intent:171;state:170;target:1,43,89,0.020440251572326984,completed,121,96.34229699999999,7.855164,17.452691,1.10879,37,78.889606,2.400167
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,37,29,8,41,0,0,0,0,79,233,0,38,41,79,0,21,0,0.0,1.9268292682926829,2.625,0.0,0.0,0.0,clue:4;collision_intent:37;state:37;target:1,10,22,0.018292682926829285,completed,32,27.1683,6.733221,5.011141,1.145301,8,22.157159,2.837718
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,365,41,324,307,62,0,3,3,750,2247,0,369,381,750,0,668,0,0.0,2.44299674267101,2.0617283950617282,0.0,0.0,0.0,clue:16;collision_intent:368;state:365;target:1,94,193,0.04478827361563509,completed,169,350.370739,8.820216,61.477835999999996,1.664323,164,288.89290299999993,2.75881
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,67,11,56,66,5,0,3,1,147,437,0,72,75,147,0,125,0,0.0,2.227272727272727,2.232142857142857,0.0,0.0,0.0,clue:8;collision_intent:71;state:67;target:1,18,39,0.045454545454545414,completed,36,109.590576,9.968909,15.160651000000001,1.167669,34,94.429925,3.087213
18,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,121,49,72,122,3,0,0,0,251,749,0,122,129,251,0,153,0,0.0,2.057377049180328,2.125,0.0,0.0,0.0,clue:8;collision_intent:121;state:121;target:1,31,65,0.020491803278688492,completed,66,84.13185200000001,8.544738,13.160061,1.126998,29,70.971791,2.731931
19,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,101,22,79,93,12,0,2,2,213,636,0,104,109,213,0,169,0,0.0,2.2903225806451615,2.1392405063291138,0.0,0.0,0.0,clue:8;collision_intent:103;state:101;target:1,26,55,0.045698924731182755,completed,47,94.62684800000001,9.270503,14.026999,1.118679,31,80.599849,2.88642
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,40,40,0,44,0,0,0,0,81,239,0,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,completed,38,0.9593860000000001,0.066173,0.9593860000000001,0.066173,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,68,4,64,62,10,0,1,1,146,434,0,70,76,146,0,138,0,0.0,2.3548387096774195,2.15625,0.0,0.0,0.0,clue:8;collision_intent:69;state:68;target:1,17,38,0.016129032258064502,completed,33,120.956809,9.826994,16.958986000000003,1.282737,37,103.99782300000001,3.073229
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,209,5,204,185,28,0,3,2,431,1289,0,214,217,431,0,420,0,0.0,2.32972972972973,2.0588235294117645,0.0,0.0,0.0,clue:8;collision_intent:213;state:209;target:1,53,109,0.025675675675675746,completed,92,341.197773,23.710574,38.71981100000001,1.176244,102,302.47796200000005,19.489835
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,58,20,38,56,6,0,2,2,123,365,0,61,62,123,0,83,0,0.0,2.1964285714285716,2.1842105263157894,0.0,0.0,0.0,clue:4;collision_intent:60;state:58;target:1,15,32,0.0625,completed,30,37.403504999999996,9.313414,6.35106,1.12687,11,31.052445000000002,2.90194
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,175,31,144,141,38,0,9,4,369,1104,0,186,183,369,0,306,0,0.0,2.617021276595745,2.125,0.0,0.0,0.0,clue:8;collision_intent:185;state:175;target:1,47,97,0.06205673758865249,completed,87,165.832359,9.211241,25.480691999999998,1.205459,58,140.351667,2.85967
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed,53,1.191989,0.06067,1.191989,0.06067,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,57,57,0,61,0,0,0,0,115,343,0,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,completed,55,1.115097,0.042047,1.115097,0.042047,0,0.0,0.0
27,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,96,96,0,100,0,0,0,0,193,577,0,97,96,193,0,0,0,0.0,1.93,0.0,0.0,0.0,0.0,collision_intent:96;state:96;target:1,24,49,0.0,completed,94,2.025394,0.096252,2.025394,0.096252,0,0.0,0.0
28,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,16,0,20,0,0,0,0,33,95,0,17,16,33,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,completed,14,0.33227399999999996,0.043743,0.33227399999999996,0.043743,0,0.0,0.0
29,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,91,62,29,95,0,0,0,0,191,568,0,92,99,191,0,66,0,0.0,2.0105263157894737,2.2758620689655173,0.0,0.0,0.0,clue:8;collision_intent:91;state:91;target:1,23,49,0.007894736842105177,completed,72,42.672142,8.306251,7.643333999999999,1.100728,14,35.028808,2.597664
30,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,322,252,70,308,18,0,0,0,657,1970,0,323,334,657,0,153,0,0.0,2.133116883116883,2.1857142857142855,0.0,0.0,0.0,clue:12;collision_intent:322;state:322;target:1,81,166,0.02759740259740262,completed,258,42.011243,4.568054,15.037015999999998,1.084313,26,26.974227,1.288656
31,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,241,28,213,205,40,0,1,1,492,1473,0,243,249,492,0,436,0,0.0,2.4,2.0469483568075115,0.0,0.0,0.0,clue:8;collision_intent:242;state:241;target:1,61,126,0.040243902439024426,completed,108,250.005862,9.177802,37.330771,1.164149,97,212.67509099999995,2.877621
32,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,286,133,153,242,48,0,2,2,585,1752,0,291,294,585,0,319,0,0.0,2.4173553719008263,2.084967320261438,0.0,0.0,0.0,clue:8;collision_intent:290;state:286;target:1,72,148,0.07644628099173545,completed,197,168.43453699999998,7.018139,32.729310999999996,1.110006,81,135.70522599999998,2.139185
33,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,20,0,20,24,0,0,0,0,49,146,0,21,28,49,0,49,0,0.0,2.0416666666666665,2.45,0.0,0.0,0.0,clue:8;collision_intent:20;state:20;target:1,5,13,0.0,completed,14,67.092895,9.739542,8.349578999999999,1.090233,20,58.74331600000001,3.04779
34,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,115,97,18,117,2,0,0,0,235,703,0,116,119,235,0,41,0,0.0,2.0085470085470085,2.2777777777777777,0.0,0.0,0.0,clue:4;collision_intent:115;state:115;target:1,29,60,0.014957264957264904,completed,103,32.663137,7.774495,7.322576,1.125879,11,25.340560999999997,2.390055
35,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,84,39,45,83,5,0,0,0,173,516,0,85,88,173,0,94,0,0.0,2.0843373493975905,2.088888888888889,0.0,0.0,0.0,clue:4;collision_intent:84;state:84;target:1,22,46,0.02108433734939763,completed,56,69.83391,8.75449,10.207521,1.110038,23,59.626389,2.759098
36,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,6,6,0,10,0,0,0,0,13,35,0,7,6,13,0,0,0,0.0,1.3,0.0,0.0,0.0,0.0,collision_intent:6;state:6;target:1,2,5,0.10000000000000009,completed,6,0.172378,0.054014,0.172378,0.054014,0,0.0,0.0
37,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,255,78,177,221,38,0,0,0,527,1577,0,256,271,527,0,370,0,0.0,2.3846153846153846,2.0903954802259888,0.0,0.0,0.0,clue:16;collision_intent:255;state:255;target:1,64,133,0.05769230769230771,completed,157,238.665524,8.336169,39.645475000000005,1.147958,101,199.020049,2.512642
38,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,414,6,408,301,117,0,4,4,846,2535,0,420,426,846,0,834,0,0.0,2.8106312292358804,2.0441176470588234,0.0,0.0,0.0,clue:12;collision_intent:419;state:414;target:1,104,212,0.09385382059800662,completed,127,366.2955350000001,9.588667,60.735756,1.182675,158,305.55977900000005,3.018544
39,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,178,68,110,150,32,0,0,0,361,1079,0,179,182,361,0,225,0,0.0,2.4066666666666667,2.0454545454545454,0.0,0.0,0.0,clue:4;collision_intent:178;state:178;target:1,46,93,0.036666666666666625,completed,108,126.33690200000001,8.404295,20.352815,1.177427,47,105.98408699999999,2.586816
40,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.03,11,,,bayesian_dmchba_topk_003_k11,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,399,126,273,305,98,0,6,5,813,2437,0,406,407,813,0,561,0,0.0,2.6655737704918034,2.0549450549450547,0.0,0.0,0.0,clue:8;collision_intent:405;state:399;target:1,100,204,0.041803278688524514,completed,215,214.884262,7.186677,47.053988999999994,1.192148,108,167.83027300000003,2.159376
