metric,metric_label,algorithms_tested,algorithms_with_bh_significant_difference,algorithms_physical_slower,algorithms_physical_faster,median_algorithm_mean_ratio_physical_over_hil,min_algorithm_mean_ratio_physical_over_hil,max_algorithm_mean_ratio_physical_over_hil,equivalence_claim
allocation_exclusive_mean_us,Allocation exclusive,5,2,2,0,1.8101841128456655,0.9659469630941343,3.676731350876198,not_assessed_without_practical_equivalence_margin
candidate_filter_mean_us,Candidate filter,5,2,0,2,0.7800815235935653,0.4810052229019631,0.9231400201984541,not_assessed_without_practical_equivalence_margin
combined_allocator_mean_us,Combined allocator,5,1,1,0,1.5515228572691688,0.942262604694564,2.4557085564667496,not_assessed_without_practical_equivalence_margin
